output_area,ethnicity,0,15,30,65
302400,European,96,113,308,331
302500,European,213,171,598,185
302600,European,460,261,891,275
302700,European,132,146,388,129
302800,European,314,297,608,308
302900,European,401,372,886,465
303000,European,121,104,272,101
303100,European,337,291,919,497
303200,European,347,258,755,506
303300,European,500,428,1004,403
303400,European,180,165,598,533
303500,European,108,68,210,59
303600,European,298,244,929,270
303800,European,155,96,445,254
304100,European,371,459,1121,516
304200,European,224,202,715,300
304300,European,409,253,1230,548
304400,European,365,323,880,440
304500,European,355,415,891,272
304600,European,366,340,1227,555
304700,European,47,262,358,157
304800,European,281,363,1107,806
304900,European,230,202,543,125
305000,European,311,276,681,243
305100,European,395,332,1017,951
305200,European,221,199,531,151
305300,European,393,407,1083,424
305400,European,332,296,817,332
305500,European,181,167,589,246
305600,European,329,364,902,285
305800,European,308,328,890,907
305900,European,471,393,1119,707
306000,European,446,441,1177,379
306100,European,160,94,311,183
306200,European,393,282,833,194
306300,European,299,251,874,466
306500,European,259,287,1044,588
306600,European,346,199,937,288
306700,European,155,107,571,461
306800,European,319,404,1278,920
306900,European,210,132,549,185
307000,European,247,200,643,220
307100,European,472,318,966,346
307200,European,183,118,539,221
307300,European,349,399,776,324
307400,European,162,134,466,176
307500,European,438,341,1119,867
307600,European,317,314,904,718
307700,European,211,217,517,262
307800,European,364,317,916,472
307900,European,123,284,462,211
308000,European,278,421,712,347
308100,European,280,326,789,417
308200,European,331,322,773,609
308300,European,389,271,985,576
308400,European,387,347,889,559
308600,European,419,322,981,583
309000,European,90,68,359,195
309200,European,289,267,684,451
309300,European,225,83,571,314
309400,European,331,364,958,552
309500,European,103,66,394,190
309600,European,69,89,313,100
309700,European,137,129,369,112
309800,European,106,109,381,209
309900,European,123,101,447,145
310000,European,166,172,463,189
310100,European,244,225,565,206
310200,European,111,120,325,125
310300,European,113,185,426,385
310400,European,129,169,355,235
310500,European,209,178,437,181
310600,European,152,123,449,228
310700,European,222,177,598,227
310800,European,109,95,312,98
310900,European,125,125,322,130
311000,European,103,89,283,97
311100,European,413,195,296,72
311300,European,106,556,978,349
311400,European,143,132,600,210
311500,European,341,352,1072,637
311700,European,246,223,722,264
311800,European,60,51,222,100
311900,European,113,88,257,99
312000,European,167,81,246,78
308800,European,252,202,725,230
308900,European,243,324,1013,638
312200,European,364,311,793,219
312300,European,151,177,615,267
312400,European,246,163,595,275
312500,European,221,127,534,249
312600,European,120,95,295,92
312700,European,198,127,566,178
312800,European,476,278,1023,419
312900,European,322,211,674,623
313000,European,168,93,362,61
313100,European,211,157,517,140
313200,European,408,267,827,520
313300,European,428,251,1027,384
313400,European,371,308,1024,248
313500,European,341,229,811,134
313600,European,278,195,685,181
313700,European,386,283,927,312
313800,European,221,187,596,182
313900,European,289,198,667,798
314000,European,427,323,983,845
314100,European,283,255,535,241
314200,European,233,314,597,362
314300,European,279,169,517,235
314500,European,409,389,876,412
314600,European,446,416,970,618
314700,European,268,208,722,186
314800,European,684,383,1434,398
314900,European,361,311,765,450
315000,European,131,145,260,131
315100,European,165,159,438,101
315200,European,122,135,352,106
315300,European,471,421,1146,396
315400,European,560,277,1068,343
315500,European,228,191,589,208
315600,European,175,105,460,150
315700,European,321,277,704,365
315800,European,72,164,282,184
315900,European,519,533,1357,477
316000,European,177,204,406,231
316100,European,303,331,703,418
316200,European,228,287,677,382
316500,European,48,276,549,56
316600,European,182,249,552,188
316800,European,101,106,348,127
316900,European,298,250,733,298
317000,European,161,182,510,251
317100,European,113,124,298,58
317200,European,207,147,498,127
317300,European,303,352,791,308
317400,European,425,364,1291,728
317500,European,92,153,360,320
317600,European,153,231,485,142
317700,European,313,344,735,347
317800,European,599,588,1352,622
317900,European,586,592,1372,611
318000,European,411,380,913,375
318100,European,257,254,716,216
318200,European,107,131,300,91
318300,European,413,453,944,351
318400,European,106,128,300,87
318500,European,156,184,403,245
318600,European,445,445,1046,361
318700,European,290,282,594,331
318800,European,289,310,675,256
318900,European,148,197,466,339
319000,European,276,360,650,357
319200,European,418,479,947,359
319300,European,393,436,964,277
319400,European,178,227,432,375
319500,European,290,366,678,318
319600,European,462,509,1089,475
319700,European,351,408,865,431
319800,European,110,155,352,186
319900,European,441,501,939,231
320100,European,364,372,919,550
320200,European,338,876,840,389
320300,European,267,327,656,335
320500,European,283,337,827,413
320600,European,317,468,910,445
320700,European,214,824,624,322
320800,European,360,363,845,527
320900,European,296,290,761,603
321000,European,244,559,832,752
321100,European,455,617,1163,483
321200,European,47,1768,166,97
321300,European,502,376,1138,474
321400,European,650,568,1350,551
321500,European,286,283,698,390
321600,European,506,362,1160,317
321700,European,403,394,917,744
321800,European,95,871,361,565
321900,European,197,306,665,216
322000,European,85,349,267,99
322100,European,491,445,980,218
322200,European,438,421,1095,549
322300,European,25,51,101,23
322400,European,254,480,811,494
322500,European,28,65,102,131
322600,European,318,312,806,390
322700,European,134,637,469,357
322800,European,61,128,261,93
322900,European,52,107,151,235
323000,European,445,618,1120,530
323100,European,629,580,1327,311
323200,European,169,324,490,235
323300,European,120,952,367,117
323400,European,593,620,1218,382
323600,European,84,139,211,35
323700,European,640,515,1307,333
323800,European,245,348,788,242
323900,European,225,564,1082,395
324000,European,355,391,887,421
324100,European,45,99,133,28
324300,European,323,343,917,377
324400,European,113,759,490,142
324500,European,445,527,1121,225
324600,European,336,386,829,574
324700,European,56,53,158,64
324800,European,177,649,983,343
325000,European,347,397,947,403
325100,European,669,584,1413,450
325200,European,45,303,244,139
325300,European,267,962,1260,307
325400,European,406,386,1006,612
325600,European,516,478,1132,440
325700,European,76,331,491,241
325800,European,124,577,746,336
325900,European,289,400,773,257
326000,European,256,138,581,179
326100,European,123,381,637,280
326300,European,522,564,1094,431
326500,European,325,338,733,327
326700,European,384,413,806,255
326800,European,119,350,584,154
326900,European,341,485,1025,360
327000,European,94,565,582,105
327100,European,8,282,175,31
327200,European,669,583,1549,461
327300,European,360,230,788,281
327400,European,186,508,724,253
327500,European,336,363,802,288
327600,European,486,611,1310,312
327700,European,504,473,1144,376
327800,European,202,242,508,157
327900,European,254,697,1244,387
328000,European,417,325,945,411
328200,European,284,311,777,366
328300,European,409,417,951,350
328400,European,369,372,859,267
328500,European,305,387,834,263
328600,European,582,521,974,249
328700,European,70,231,445,273
328800,European,11,29,71,9
328900,European,323,620,1018,224
329000,European,119,137,408,151
329100,European,655,483,1463,411
329200,European,419,436,1116,632
329300,European,257,238,555,189
329400,European,189,372,569,103
329500,European,359,295,842,323
329600,European,98,237,400,82
329700,European,251,459,809,417
329800,European,304,367,693,230
329900,European,198,349,566,149
330000,European,345,276,934,336
330100,European,403,408,1034,376
330200,European,487,465,1313,390
330300,European,494,422,1284,500
330400,European,401,365,899,253
330500,European,318,351,812,207
330600,European,443,346,991,346
330800,European,430,393,1049,401
330900,European,184,155,509,311
331000,European,177,169,454,90
331100,European,358,385,944,505
331200,European,334,325,1027,348
331300,European,581,426,1433,578
331400,European,357,329,951,321
331500,European,37,71,175,51
331700,European,556,432,1286,400
331800,European,154,138,368,162
331900,European,364,284,946,375
332000,European,501,403,1554,728
332100,European,242,236,815,405
332200,European,152,93,406,132
332400,European,257,205,723,318
332500,European,418,315,1407,379
332700,European,654,435,1646,504
332900,European,235,112,687,318
333100,European,185,107,542,154
333200,European,90,52,281,114
333300,European,77,85,327,239
333700,European,217,139,496,153
333800,European,223,167,466,129
333900,European,199,155,561,178
334000,European,451,391,1097,529
334100,European,248,164,613,164
334200,European,294,234,592,139
334300,European,144,124,398,92
334400,European,264,216,753,233
334500,European,541,470,1595,416
334600,European,484,175,951,197
334700,European,148,468,151,8
334900,European,785,581,1276,201
335000,European,401,369,893,266
335100,European,668,448,1266,245
335200,European,952,643,1786,292
335300,European,674,343,1214,184
335400,European,426,311,976,300
335500,European,572,456,1103,169
335600,European,313,236,854,259
335700,European,925,563,2002,460
335800,European,189,175,569,183
335900,European,284,299,724,256
336000,European,390,682,888,372
336100,European,710,497,1397,411
336200,European,429,290,842,358
336300,European,266,127,518,147
336400,European,94,97,285,71
336700,European,280,191,574,130
336800,European,390,349,834,185
336900,European,309,292,748,252
337000,European,274,221,476,81
337100,European,448,302,992,291
337200,European,287,216,594,136
337300,European,266,184,599,239
337400,European,335,246,839,679
337500,European,340,315,683,309
337600,European,226,176,523,228
337700,European,161,113,445,231
337800,European,245,228,670,536
337900,European,177,169,455,229
338100,European,81,73,244,375
338200,European,362,354,778,441
338300,European,157,185,490,421
338400,European,254,265,658,306
338500,European,389,362,870,414
338700,European,252,171,630,219
338800,European,190,92,498,135
338900,European,436,319,983,767
339000,European,277,133,594,450
339100,European,276,254,650,220
339200,European,218,173,543,252
339300,European,268,246,749,525
339400,European,258,163,668,247
339500,European,186,157,541,183
339600,European,363,296,833,429
339700,European,215,172,579,393
339800,European,143,132,387,188
339900,European,256,222,705,261
340000,European,329,272,852,719
340100,European,249,221,593,361
340200,European,225,234,490,351
340300,European,319,327,634,321
340400,European,328,302,843,660
340500,European,208,188,486,211
340600,European,264,281,812,469
340700,European,433,466,961,522
340800,European,245,324,708,390
341000,European,358,333,822,336
341100,European,27,74,148,49
341300,European,354,402,834,394
341400,European,207,254,532,223
341500,European,171,663,1002,342
341800,European,199,302,742,362
341900,European,249,214,617,156
342000,European,115,113,358,231
342100,European,150,82,371,133
342200,European,172,92,320,69
342300,European,126,78,303,92
342400,European,142,125,418,171
342500,European,41,62,220,152
342600,European,159,142,351,111
342700,European,177,169,480,360
342800,European,183,174,529,560
343100,European,95,166,447,234
343300,European,161,107,375,229
343400,European,386,245,702,141
343500,European,258,183,535,203
343600,European,199,119,631,270
343700,European,309,198,874,398
343800,European,191,125,422,200
343900,European,324,349,782,667
344000,European,408,337,998,533
344100,European,168,133,449,310
344200,European,182,216,468,434
344300,European,156,128,499,369
344500,European,314,255,784,428
344700,European,118,85,336,254
344800,European,355,364,1144,456
344900,European,494,418,1143,494
345000,European,383,317,1099,521
345100,European,187,98,562,213
345200,European,101,95,300,127
345300,European,271,192,828,300
345400,European,140,97,536,370
345500,European,433,364,1022,708
345600,European,351,258,935,779
345700,European,224,187,687,403
345800,European,219,208,724,465
346000,European,96,122,326,102
346200,European,123,162,493,91
346400,European,103,115,383,144
346600,European,326,335,917,484
346700,European,428,413,1133,257
346800,European,222,317,933,521
346900,European,421,244,972,213
347000,European,138,388,614,467
347100,European,224,136,556,167
347200,European,281,145,615,108
347300,European,56,64,196,36
347400,European,203,195,565,70
347500,European,238,177,689,274
347700,European,59,651,524,86
347800,European,205,892,915,111
347900,European,518,374,1279,374
348000,European,123,77,300,100
348100,European,101,660,1059,568
348200,European,83,469,676,292
348300,European,138,501,832,242
348400,European,229,470,979,322
348600,European,144,167,505,229
348700,European,398,341,763,51
348800,European,450,280,792,70
348900,European,229,113,450,67
349000,European,116,71,321,68
349100,European,225,157,640,278
349200,European,150,106,442,325
349300,European,436,309,1027,298
349400,European,275,203,668,281
349600,European,333,170,966,293
349700,European,342,290,839,658
349800,European,327,246,902,982
349900,European,313,313,923,834
350000,European,430,322,880,783
350100,European,129,141,397,124
350200,European,175,196,611,146
350300,European,362,275,957,320
350400,European,284,303,692,259
350500,European,190,174,456,162
350600,European,169,232,429,188
350700,European,407,347,1047,381
350900,European,345,324,786,277
351000,European,599,618,1475,541
351100,European,466,460,1146,365
351200,European,222,186,643,211
351300,European,328,455,750,234
351400,European,166,171,448,163
351500,European,411,442,834,417
351600,European,441,590,1085,599
351700,European,186,388,549,148
351800,European,246,159,605,227
351900,European,192,186,523,281
352000,European,99,1266,382,124
352100,European,339,306,812,314
352200,European,25,2670,191,175
352300,European,315,309,751,245
352400,European,20,1074,209,106
352500,European,252,182,584,109
352600,European,358,347,910,303
352700,European,202,137,604,237
352800,European,11,840,200,79
352900,European,75,549,357,103
353000,European,177,224,458,160
353100,European,14,2060,32,14
353300,European,341,517,983,279
353400,European,65,992,763,334
353500,European,353,342,807,217
353600,European,263,263,803,243
353800,European,70,392,462,169
353900,European,105,78,367,173
354000,European,238,228,549,163
354100,European,246,265,500,88
354200,European,216,294,676,461
354400,European,245,187,612,342
354500,European,293,244,641,212
354600,European,169,177,406,199
354700,European,189,245,735,559
354800,European,322,333,953,394
354900,European,329,346,1049,428
355000,European,277,145,671,266
355100,European,182,110,552,254
355200,European,415,442,939,423
355300,European,221,207,566,221
355400,European,255,207,619,193
355500,European,302,412,911,626
355600,European,393,333,954,311
355700,European,315,309,846,167
355800,European,412,280,912,340
355900,European,183,107,500,197
356000,European,224,204,447,120
356100,European,290,244,597,153
356200,European,351,298,1028,320
356300,European,241,206,699,327
356400,European,329,261,744,384
356500,European,314,303,863,516
356600,European,197,250,540,352
356800,European,167,159,432,115
357300,European,148,218,596,204
357500,European,440,561,1694,766
357600,European,105,105,364,148
357700,European,213,160,493,140
357900,European,353,245,802,284
358000,European,224,191,500,153
358100,European,248,217,510,198
358200,European,253,189,494,183
358300,European,389,287,818,261
358400,European,509,410,1015,317
358500,European,251,155,450,101
358600,European,363,282,781,561
358700,European,213,168,460,94
358800,European,188,145,567,403
358900,European,203,161,495,128
359000,European,239,156,495,121
359100,European,401,309,846,234
359400,European,184,151,340,77
359500,European,387,292,904,289
359600,European,346,222,663,179
359700,European,264,181,569,167
359800,European,237,217,663,384
359900,European,428,411,998,507
360000,European,236,233,484,214
360200,European,126,109,390,471
360300,European,94,85,241,108
360400,European,206,185,490,204
360500,European,255,173,748,206
360600,European,617,531,1204,619
360700,European,303,269,749,779
360800,European,221,141,552,155
360900,European,590,340,1362,353
361000,European,74,272,462,203
361100,European,370,370,1014,308
361200,European,297,197,741,319
361300,European,151,194,453,137
361400,European,355,333,755,239
361500,European,411,348,1040,701
361600,European,447,490,1184,517
361700,European,406,372,760,475
361900,European,270,297,679,203
362000,European,137,288,455,175
362100,European,283,350,595,209
362200,European,298,296,610,260
362300,European,265,159,608,204
362400,European,414,362,886,446
362500,European,299,324,667,296
362600,European,180,144,358,212
362700,European,208,183,329,118
362800,European,214,165,377,129
362900,European,316,308,739,260
363000,European,210,208,439,131
363100,European,93,63,231,79
363300,European,179,133,516,241
100100,Maori,222,137,349,102
100200,Maori,340,209,376,104
100400,Maori,145,60,179,62
100500,Maori,145,87,220,61
100600,Maori,156,107,231,56
100700,Maori,436,282,448,83
100800,Maori,601,379,603,127
100900,Maori,112,65,150,32
101000,Maori,76,56,100,20
101100,Maori,173,111,209,49
101200,Maori,130,76,145,34
101300,Maori,127,77,134,27
101400,Maori,72,47,107,17
101500,Maori,92,31,94,33
101600,Maori,152,82,205,87
101700,Maori,76,40,125,47
101800,Maori,186,138,259,81
101900,Maori,157,98,182,34
102000,Maori,139,86,198,64
102100,Maori,183,100,242,93
102200,Maori,126,55,118,13
102300,Maori,101,99,150,28
102400,Maori,113,67,172,40
102500,Maori,63,38,53,13
102600,Maori,94,45,91,13
102700,Maori,197,139,266,61
102800,Maori,91,54,105,13
102900,Maori,133,108,225,108
103000,Maori,185,124,174,40
103100,Maori,124,56,140,16
103200,Maori,117,87,153,38
103300,Maori,91,67,140,30
103400,Maori,270,245,496,80
103500,Maori,962,587,926,226
103600,Maori,57,44,83,5
103700,Maori,94,39,84,21
103800,Maori,33,22,80,30
103900,Maori,188,149,271,55
104000,Maori,88,56,107,29
104100,Maori,216,138,316,78
104200,Maori,16,14,44,5
104300,Maori,50,28,74,19
104400,Maori,84,89,134,62
104500,Maori,380,248,461,97
104600,Maori,266,176,296,59
104700,Maori,99,42,101,23
104800,Maori,215,137,228,63
104900,Maori,226,149,277,82
105100,Maori,143,89,168,22
105200,Maori,247,135,202,31
105300,Maori,90,58,101,16
105400,Maori,210,101,218,48
105500,Maori,181,89,166,31
105600,Maori,86,56,113,19
105700,Maori,56,27,80,19
105800,Maori,400,269,308,44
105900,Maori,169,129,196,48
106000,Maori,160,84,153,30
106100,Maori,195,138,208,57
106200,Maori,421,260,344,72
106300,Maori,55,41,88,19
106400,Maori,464,304,471,57
106500,Maori,468,308,431,69
106600,Maori,196,209,313,68
106700,Maori,61,40,72,13
106800,Maori,168,139,215,63
106900,Maori,203,166,254,67
107000,Maori,222,189,292,54
107100,Maori,84,74,123,18
107200,Maori,140,128,197,28
107300,Maori,573,399,507,71
107400,Maori,321,213,356,42
107500,Maori,251,205,312,46
107600,Maori,67,40,70,16
107700,Maori,95,72,142,15
107800,Maori,125,96,139,19
108000,Maori,87,46,87,11
108100,Maori,77,53,109,19
108200,Maori,219,170,246,55
108300,Maori,251,172,231,38
108500,Maori,109,49,139,27
108600,Maori,131,74,142,26
108700,Maori,123,67,144,29
108800,Maori,234,159,262,43
108900,Maori,51,29,70,11
109100,Maori,288,192,374,86
109200,Maori,107,61,133,28
109300,Maori,451,335,487,144
109400,Maori,152,103,216,59
109500,Maori,94,43,89,19
109600,Maori,87,58,90,18
109700,Maori,165,96,181,45
109800,Maori,86,30,89,16
109900,Maori,60,25,71,27
110100,Maori,48,16,40,13
110200,Maori,96,59,90,15
110400,Maori,166,92,182,32
110500,Maori,157,101,124,26
110700,Maori,132,90,171,26
110800,Maori,112,60,128,24
110900,Maori,36,22,53,6
111100,Maori,85,49,71,11
111200,Maori,77,48,96,17
111300,Maori,94,69,91,25
111400,Maori,6,3,15,3
111500,Maori,31,23,48,25
111600,Maori,90,60,93,5
111700,Maori,111,65,120,22
111800,Maori,50,18,79,18
111900,Maori,25,6,28,8
112100,Maori,39,33,55,11
112200,Maori,83,52,80,13
112300,Maori,59,40,54,5
112400,Maori,154,121,159,44
112500,Maori,34,25,37,11
112600,Maori,50,33,47,6
112700,Maori,46,43,60,23
112800,Maori,56,38,56,8
112900,Maori,59,34,61,17
113000,Maori,66,53,97,33
113100,Maori,68,31,65,3
113200,Maori,67,43,82,13
113300,Maori,35,20,29,0
113400,Maori,31,34,43,3
113500,Maori,36,17,34,3
113600,Maori,48,39,45,3
113900,Maori,47,28,42,17
114000,Maori,101,73,120,22
114100,Maori,34,40,51,6
114200,Maori,48,27,51,3
114400,Maori,87,65,111,14
114500,Maori,35,21,51,5
114600,Maori,94,65,99,13
114700,Maori,44,33,57,5
114800,Maori,20,20,28,3
114900,Maori,95,72,106,14
115000,Maori,103,60,87,11
115100,Maori,91,99,117,19
115200,Maori,55,55,71,14
115300,Maori,35,24,35,5
115400,Maori,31,23,45,11
115500,Maori,23,26,40,6
115600,Maori,20,17,23,6
115700,Maori,75,42,69,6
115800,Maori,122,73,103,22
115900,Maori,66,74,101,5
116000,Maori,39,30,44,3
116100,Maori,67,54,105,11
116200,Maori,40,17,40,3
116300,Maori,9,12,23,3
116400,Maori,41,33,49,8
116500,Maori,6,12,12,3
116600,Maori,65,190,229,16
116700,Maori,32,38,38,3
116800,Maori,63,57,77,9
116900,Maori,29,41,32,6
117000,Maori,116,135,151,19
117100,Maori,40,32,46,3
117200,Maori,68,45,79,9
117300,Maori,3,30,22,3
117400,Maori,35,23,35,6
117500,Maori,89,55,91,6
117600,Maori,29,29,38,3
117700,Maori,54,46,54,11
117800,Maori,3,6,6,0
117900,Maori,54,48,74,9
118000,Maori,72,56,95,10
118100,Maori,20,35,44,9
118200,Maori,67,67,67,6
118300,Maori,40,34,51,9
118400,Maori,20,35,46,6
118500,Maori,23,32,47,3
118600,Maori,6,14,26,6
118700,Maori,40,31,46,6
118900,Maori,40,59,57,8
119000,Maori,43,34,46,6
119100,Maori,40,37,37,3
119200,Maori,20,8,25,6
119400,Maori,28,28,34,6
119500,Maori,26,43,48,6
119600,Maori,81,65,86,26
119700,Maori,12,14,14,9
119800,Maori,269,201,244,18
119900,Maori,26,17,26,3
120000,Maori,20,23,26,12
120100,Maori,30,25,35,0
120200,Maori,59,53,70,8
120300,Maori,81,67,84,17
120400,Maori,48,73,87,8
120500,Maori,34,40,54,9
120600,Maori,199,151,172,25
120700,Maori,50,45,62,6
120800,Maori,39,31,54,11
120900,Maori,171,123,179,15
121000,Maori,101,93,93,3
121100,Maori,87,81,118,8
121200,Maori,51,40,45,6
121300,Maori,56,47,56,6
121400,Maori,66,49,66,3
121500,Maori,62,40,65,11
121600,Maori,167,113,167,15
121700,Maori,69,53,61,0
121800,Maori,125,94,146,18
121900,Maori,86,73,98,11
122000,Maori,106,73,109,3
122100,Maori,53,62,76,6
122200,Maori,29,34,43,6
122300,Maori,215,175,190,20
122400,Maori,230,183,235,25
122500,Maori,195,167,192,18
122600,Maori,29,31,37,3
122700,Maori,48,62,70,11
122800,Maori,202,133,194,21
122900,Maori,270,215,285,25
123000,Maori,312,213,285,35
123100,Maori,52,61,80,17
123200,Maori,176,117,253,22
123300,Maori,88,99,99,8
123400,Maori,54,63,57,3
123600,Maori,49,32,55,11
123700,Maori,31,57,74,9
123800,Maori,240,181,237,28
123900,Maori,65,57,109,11
124000,Maori,57,68,88,11
124100,Maori,34,13,60,5
124200,Maori,145,117,148,16
124300,Maori,290,175,265,36
124400,Maori,149,144,162,8
124500,Maori,186,142,239,40
124600,Maori,34,42,68,8
124700,Maori,40,50,69,5
124800,Maori,239,138,234,35
124900,Maori,158,140,156,18
125000,Maori,138,88,122,13
125200,Maori,86,80,119,19
125300,Maori,115,78,133,18
125400,Maori,34,32,54,14
125500,Maori,26,29,34,9
125600,Maori,59,62,79,8
125700,Maori,108,95,143,16
125800,Maori,51,62,56,8
125900,Maori,6,11,26,11
126000,Maori,68,71,76,14
126100,Maori,53,39,53,6
126200,Maori,72,86,100,8
126300,Maori,49,43,60,6
126400,Maori,187,155,187,15
126500,Maori,39,45,61,14
126600,Maori,71,71,113,28
126700,Maori,139,131,166,26
126800,Maori,23,32,52,14
126900,Maori,120,136,147,16
127000,Maori,156,145,189,16
127100,Maori,95,81,106,16
127200,Maori,33,55,42,8
127300,Maori,39,45,67,8
127400,Maori,48,31,70,17
127500,Maori,22,25,53,17
127600,Maori,64,64,85,13
127700,Maori,151,125,166,18
127800,Maori,136,87,114,17
127900,Maori,100,69,124,13
128000,Maori,52,36,57,5
128100,Maori,28,34,45,8
128200,Maori,87,44,93,19
128300,Maori,232,154,214,23
128400,Maori,112,86,132,29
128500,Maori,142,132,168,28
128600,Maori,20,20,31,6
128800,Maori,76,62,70,11
128900,Maori,181,155,207,29
129000,Maori,131,116,109,13
129100,Maori,248,166,225,26
129200,Maori,86,67,126,32
129300,Maori,60,88,71,11
129400,Maori,92,111,84,14
129500,Maori,107,96,117,10
129600,Maori,196,137,157,13
129700,Maori,31,39,75,11
129800,Maori,46,41,76,5
129900,Maori,89,94,148,19
130000,Maori,57,27,57,8
130100,Maori,144,133,159,15
130200,Maori,17,42,70,8
130300,Maori,87,82,132,11
130400,Maori,69,37,64,13
130500,Maori,115,105,128,20
130600,Maori,158,148,178,33
130700,Maori,81,59,92,20
130800,Maori,111,75,108,10
130900,Maori,202,140,197,18
131000,Maori,116,93,116,15
131100,Maori,77,80,133,27
131200,Maori,49,86,103,11
131300,Maori,6,9,32,6
131400,Maori,23,98,49,6
131500,Maori,140,122,147,10
131600,Maori,64,80,127,8
131700,Maori,137,108,166,13
131800,Maori,39,81,181,25
131900,Maori,64,54,94,13
132000,Maori,114,106,162,19
132100,Maori,67,82,144,19
132200,Maori,96,75,145,16
132300,Maori,109,101,125,16
132400,Maori,6,32,32,3
132500,Maori,116,87,111,13
132600,Maori,84,67,124,13
132700,Maori,17,35,61,12
132800,Maori,53,101,101,5
132900,Maori,86,92,115,10
133000,Maori,43,37,65,20
133100,Maori,69,61,96,17
133200,Maori,49,67,93,6
133300,Maori,29,46,72,6
133400,Maori,12,55,93,12
133500,Maori,21,64,59,5
133600,Maori,69,91,144,8
133700,Maori,9,26,43,6
133800,Maori,6,23,26,0
133900,Maori,3,22,19,5
134000,Maori,28,22,34,11
134100,Maori,17,37,98,9
134200,Maori,86,86,113,11
134300,Maori,11,40,68,8
134400,Maori,85,93,145,3
134500,Maori,9,46,89,6
134600,Maori,67,30,81,5
134700,Maori,105,76,131,11
134900,Maori,54,62,92,19
135000,Maori,94,99,123,13
135100,Maori,11,103,40,0
135200,Maori,33,54,62,8
135300,Maori,32,72,72,6
135400,Maori,83,48,110,11
135500,Maori,71,76,98,16
135600,Maori,60,58,88,8
135700,Maori,9,28,26,0
135800,Maori,30,41,52,14
135900,Maori,11,103,31,3
136000,Maori,11,68,105,14
136100,Maori,75,113,121,24
136200,Maori,24,49,51,3
136300,Maori,49,58,99,11
136400,Maori,14,84,96,8
136500,Maori,151,114,162,19
136600,Maori,71,60,82,16
136700,Maori,66,60,118,11
136800,Maori,50,43,56,8
136900,Maori,25,45,86,11
137000,Maori,38,33,65,14
137100,Maori,77,66,104,19
137200,Maori,63,55,72,17
137300,Maori,56,24,50,13
137400,Maori,34,48,62,20
137500,Maori,71,44,87,8
137600,Maori,30,52,54,5
137700,Maori,3,184,259,5
137800,Maori,44,67,69,8
137900,Maori,88,63,82,11
138000,Maori,57,60,79,16
138100,Maori,36,50,72,6
138200,Maori,69,58,119,17
138300,Maori,106,68,95,14
138400,Maori,31,42,70,6
138500,Maori,14,40,52,11
138600,Maori,38,38,52,8
138700,Maori,51,59,56,11
138900,Maori,72,58,85,14
139000,Maori,31,39,70,6
139100,Maori,59,49,76,19
139200,Maori,47,53,80,11
139300,Maori,36,66,55,6
139400,Maori,17,31,37,6
139500,Maori,28,34,40,11
139600,Maori,34,45,62,8
139700,Maori,58,61,96,14
139800,Maori,37,51,62,11
139900,Maori,28,65,59,8
140000,Maori,51,42,62,11
140100,Maori,203,175,275,62
140200,Maori,20,49,32,6
140300,Maori,47,111,72,17
140400,Maori,45,65,76,11
140500,Maori,20,37,45,6
140600,Maori,70,48,78,16
140700,Maori,66,44,52,16
140800,Maori,34,54,43,6
140900,Maori,54,42,71,6
141000,Maori,76,37,51,11
141100,Maori,51,43,77,17
141200,Maori,20,20,25,8
141300,Maori,25,34,45,11
141500,Maori,20,29,55,9
141600,Maori,23,32,34,9
141700,Maori,31,36,53,11
141800,Maori,34,26,60,14
141900,Maori,61,44,75,8
142000,Maori,28,62,62,14
142100,Maori,31,56,45,8
142200,Maori,45,51,71,9
142300,Maori,85,85,74,11
142400,Maori,23,28,54,11
142500,Maori,17,31,31,3
142600,Maori,25,42,54,14
142700,Maori,43,34,60,11
142800,Maori,105,87,132,14
142900,Maori,36,42,39,6
143000,Maori,31,34,52,14
143100,Maori,45,59,62,8
143200,Maori,34,28,51,6
143300,Maori,58,82,112,25
143400,Maori,34,36,59,22
143500,Maori,56,39,62,11
143600,Maori,44,52,60,16
143700,Maori,28,37,28,11
143800,Maori,65,68,103,5
143900,Maori,20,28,40,3
144000,Maori,56,45,62,14
144100,Maori,93,85,146,21
144300,Maori,104,77,115,21
144400,Maori,50,50,69,6
144500,Maori,73,49,82,14
144600,Maori,35,30,70,8
144700,Maori,282,219,271,23
144800,Maori,41,44,71,5
144900,Maori,20,14,29,3
145000,Maori,84,82,145,21
145100,Maori,70,59,81,20
145200,Maori,142,121,170,26
145300,Maori,39,56,70,11
145400,Maori,8,19,33,5
145500,Maori,24,32,42,13
145600,Maori,92,81,158,18
145700,Maori,20,11,31,0
145800,Maori,201,158,226,40
145900,Maori,22,19,31,6
146000,Maori,44,39,66,11
146100,Maori,161,111,203,35
146200,Maori,121,110,129,16
146300,Maori,383,269,341,54
146400,Maori,29,38,35,3
146500,Maori,63,68,71,14
146600,Maori,116,90,134,16
146700,Maori,3,8,8,3
146800,Maori,154,97,177,60
146900,Maori,40,22,57,11
147000,Maori,270,252,326,53
147100,Maori,108,105,166,32
147200,Maori,146,154,208,27
147500,Maori,205,142,226,41
147600,Maori,68,49,74,19
147800,Maori,37,28,45,6
148000,Maori,20,23,34,6
148100,Maori,69,53,86,17
148200,Maori,127,99,153,39
148300,Maori,9,15,12,3
148400,Maori,37,34,39,6
148500,Maori,122,116,114,29
