output_area,ethnicity,0,15,30,65
142700,Pacific,17,3,17,6
142800,Pacific,141,111,165,27
142900,Pacific,61,50,72,8
143000,Pacific,6,6,17,6
143100,Pacific,28,28,36,3
143200,Pacific,25,20,45,8
143300,Pacific,49,47,88,14
143400,Pacific,50,59,87,28
143500,Pacific,23,20,37,8
143600,Pacific,58,58,71,11
143700,Pacific,26,14,26,3
143800,Pacific,103,87,109,16
143900,Pacific,25,14,23,8
144000,Pacific,20,17,14,3
144100,Pacific,136,146,178,19
144300,Pacific,168,168,205,35
144400,Pacific,53,25,58,11
144500,Pacific,57,54,82,11
144600,Pacific,14,5,19,3
144700,Pacific,496,467,498,81
144800,Pacific,44,30,49,16
144900,Pacific,6,9,14,3
145000,Pacific,124,134,234,37
145100,Pacific,81,84,81,25
145200,Pacific,399,409,458,98
145300,Pacific,64,44,61,14
145400,Pacific,11,22,27,0
145500,Pacific,32,26,45,3
145600,Pacific,216,171,263,55
145700,Pacific,6,14,9,0
145800,Pacific,456,368,419,68
145900,Pacific,45,31,45,8
146000,Pacific,44,36,50,8
146100,Pacific,186,193,257,50
146200,Pacific,216,183,275,43
146300,Pacific,722,583,680,131
146400,Pacific,14,23,23,3
146500,Pacific,178,148,194,30
146600,Pacific,195,132,216,37
146700,Pacific,5,5,5,0
146800,Pacific,237,172,254,55
146900,Pacific,13,13,19,5
147000,Pacific,500,424,502,76
147100,Pacific,187,176,232,50
147200,Pacific,216,189,275,49
147500,Pacific,457,358,515,68
147600,Pacific,16,14,27,5
147800,Pacific,28,17,17,3
148000,Pacific,11,11,20,0
148100,Pacific,53,41,55,6
148200,Pacific,455,398,541,143
148300,Pacific,6,9,9,0
148400,Pacific,23,20,17,6
148500,Pacific,502,455,500,85
148600,Pacific,591,524,630,114
148700,Pacific,21,11,24,8
148800,Pacific,15,6,12,3
148900,Pacific,964,790,948,184
149000,Pacific,193,143,161,32
149100,Pacific,202,181,228,26
149200,Pacific,31,28,31,6
149300,Pacific,64,45,56,6
149400,Pacific,634,567,733,115
149500,Pacific,406,341,443,84
149700,Pacific,46,23,35,9
149800,Pacific,129,102,126,8
149900,Pacific,22,19,27,3
150000,Pacific,871,771,953,185
150100,Pacific,102,118,215,30
150200,Pacific,721,560,802,200
150300,Pacific,613,415,623,71
150400,Pacific,56,37,53,6
150500,Pacific,93,67,72,11
150600,Pacific,17,14,20,0
150700,Pacific,103,73,84,14
150800,Pacific,788,715,889,177
150900,Pacific,324,287,340,40
151000,Pacific,604,579,633,72
151100,Pacific,13,8,19,3
151200,Pacific,628,541,702,172
151300,Pacific,55,58,61,9
151400,Pacific,507,452,577,65
151500,Pacific,115,96,123,16
151600,Pacific,715,602,809,215
151700,Pacific,11,16,16,8
151800,Pacific,691,541,744,158
151900,Pacific,489,393,537,96
152000,Pacific,51,26,48,6
152100,Pacific,469,375,547,63
152200,Pacific,23,17,26,6
152400,Pacific,39,28,36,3
152500,Pacific,39,25,45,6
152600,Pacific,317,299,393,65
152800,Pacific,536,563,588,65
152900,Pacific,31,26,28,6
153000,Pacific,411,353,392,62
153100,Pacific,25,20,31,6
153200,Pacific,291,288,338,62
153300,Pacific,444,426,523,73
153400,Pacific,28,20,28,3
153500,Pacific,757,620,696,114
153600,Pacific,259,257,337,75
153700,Pacific,14,14,20,3
153800,Pacific,29,29,32,12
153900,Pacific,14,12,20,3
154000,Pacific,383,346,428,61
154100,Pacific,172,140,183,22
154200,Pacific,592,503,658,116
154300,Pacific,17,23,17,0
154400,Pacific,537,530,583,120
154500,Pacific,18,3,18,3
154700,Pacific,14,17,14,11
154800,Pacific,458,373,488,67
154900,Pacific,201,201,291,65
155000,Pacific,36,22,41,3
155100,Pacific,849,753,903,176
155200,Pacific,42,48,48,8
155300,Pacific,20,9,17,3
155400,Pacific,23,17,35,0
155500,Pacific,48,50,96,16
155600,Pacific,321,292,394,46
155700,Pacific,789,729,849,182
155800,Pacific,945,839,945,175
155900,Pacific,400,327,384,44
156100,Pacific,31,40,42,6
156200,Pacific,172,175,268,38
156300,Pacific,14,23,31,3
156400,Pacific,19,14,25,0
156500,Pacific,191,175,267,33
156600,Pacific,37,34,46,6
156700,Pacific,172,166,211,26
156800,Pacific,544,462,560,121
156900,Pacific,68,74,74,9
157000,Pacific,151,145,216,27
157100,Pacific,22,14,14,6
157200,Pacific,412,346,451,52
157300,Pacific,29,52,44,6
157400,Pacific,22,14,19,3
157500,Pacific,248,243,290,55
157600,Pacific,28,167,187,13
157700,Pacific,871,722,934,212
157800,Pacific,45,40,54,3
157900,Pacific,507,400,499,73
158000,Pacific,115,107,135,20
158100,Pacific,86,91,97,9
158200,Pacific,52,49,49,0
158300,Pacific,176,160,223,33
158400,Pacific,702,502,583,89
158500,Pacific,219,203,277,45
158600,Pacific,11,11,14,0
158700,Pacific,567,434,509,55
158800,Pacific,651,534,549,74
158900,Pacific,11,17,17,6
159000,Pacific,173,160,191,28
159100,Pacific,310,274,292,31
159200,Pacific,627,492,537,72
159300,Pacific,117,96,141,11
159400,Pacific,23,13,15,3
159500,Pacific,513,391,461,42
159600,Pacific,119,127,147,21
159700,Pacific,430,295,355,36
159800,Pacific,19,6,19,0
159900,Pacific,562,418,511,44
160000,Pacific,486,378,430,56
160100,Pacific,344,269,297,34
160200,Pacific,671,469,562,41
160300,Pacific,179,166,174,20
160400,Pacific,165,146,157,14
160500,Pacific,498,392,390,45
160600,Pacific,521,435,486,69
160700,Pacific,408,288,333,28
160800,Pacific,293,241,293,30
160900,Pacific,396,268,340,46
161000,Pacific,156,119,151,13
161100,Pacific,156,101,137,18
161200,Pacific,348,224,287,37
161300,Pacific,584,424,451,32
161400,Pacific,43,30,32,3
161500,Pacific,105,73,105,20
161600,Pacific,179,106,114,10
161800,Pacific,32,29,37,8
161900,Pacific,159,115,142,12
162000,Pacific,203,128,159,18
162100,Pacific,173,138,157,11
162200,Pacific,40,19,32,5
162300,Pacific,28,13,20,3
162400,Pacific,27,19,30,5
162500,Pacific,20,17,28,3
162600,Pacific,101,69,60,5
162700,Pacific,34,11,29,3
162800,Pacific,68,50,55,16
162900,Pacific,6,6,14,0
163000,Pacific,243,141,169,12
163100,Pacific,96,76,83,10
163200,Pacific,144,116,111,21
163300,Pacific,155,106,114,15
163400,Pacific,39,11,28,6
163500,Pacific,432,281,290,29
163600,Pacific,247,171,161,15
163700,Pacific,224,161,166,10
163900,Pacific,312,184,246,8
164000,Pacific,86,66,69,5
164200,Pacific,245,140,153,12
164300,Pacific,41,20,30,3
164400,Pacific,52,31,34,0
164500,Pacific,47,18,26,3
164600,Pacific,37,35,43,3
164700,Pacific,14,16,14,0
164800,Pacific,23,21,21,3
164900,Pacific,14,6,11,0
165000,Pacific,36,17,28,3
165100,Pacific,89,87,35,3
165200,Pacific,16,8,5,3
165300,Pacific,270,177,198,18
165400,Pacific,28,17,17,3
165500,Pacific,224,167,161,18
165600,Pacific,32,11,27,0
165700,Pacific,27,22,27,3
165800,Pacific,61,32,42,5
165900,Pacific,41,27,25,8
166100,Pacific,16,29,19,0
166200,Pacific,21,13,13,3
166300,Pacific,19,16,33,3
166400,Pacific,11,8,20,0
166500,Pacific,13,5,13,3
166700,Pacific,13,3,18,3
166900,Pacific,3,6,8,3
167000,Pacific,14,6,11,3
167100,Pacific,33,22,25,5
167200,Pacific,8,5,11,5
167300,Pacific,3,0,3,0
167400,Pacific,9,3,11,3
167500,Pacific,5,3,3,0
167600,Pacific,13,8,16,3
167700,Pacific,5,14,11,3
167800,Pacific,42,18,21,5
168000,Pacific,3,5,3,0
168100,Pacific,11,6,17,6
168200,Pacific,0,3,3,0
168300,Pacific,8,0,3,0
168400,Pacific,0,3,3,0
168500,Pacific,19,19,30,5
168600,Pacific,3,3,8,0
168700,Pacific,16,5,13,3
168800,Pacific,5,0,5,0
168900,Pacific,8,0,8,0
169000,Pacific,16,10,10,0
169100,Pacific,16,11,11,0
169200,Pacific,60,26,44,18
169300,Pacific,13,5,13,3
169400,Pacific,29,13,16,8
169500,Pacific,13,5,16,3
169600,Pacific,26,16,18,5
169700,Pacific,22,19,24,0
169800,Pacific,46,30,19,0
169900,Pacific,14,11,14,3
170000,Pacific,90,38,50,8
170100,Pacific,24,16,13,0
170200,Pacific,35,8,16,3
170300,Pacific,69,36,56,3
170400,Pacific,5,5,10,3
170500,Pacific,43,21,32,3
170600,Pacific,5,14,11,3
170700,Pacific,34,11,37,3
170900,Pacific,21,11,11,0
171100,Pacific,24,13,16,3
171200,Pacific,33,18,23,0
171300,Pacific,5,3,5,3
171400,Pacific,98,59,63,15
171500,Pacific,183,105,123,20
171600,Pacific,29,18,26,3
171700,Pacific,8,8,8,0
171900,Pacific,29,13,21,0
172000,Pacific,33,13,18,0
172100,Pacific,83,36,41,5
172200,Pacific,44,10,27,2
172300,Pacific,28,8,14,0
172400,Pacific,0,3,11,3
172500,Pacific,16,3,3,0
172600,Pacific,10,5,7,2
172700,Pacific,6,3,3,0
172800,Pacific,27,11,19,3
172900,Pacific,6,3,6,0
173000,Pacific,8,8,11,0
173100,Pacific,6,8,14,3
173200,Pacific,20,8,17,0
173300,Pacific,17,8,8,3
173400,Pacific,0,6,6,0
173500,Pacific,17,3,3,0
173600,Pacific,6,3,6,0
173700,Pacific,11,5,5,3
173800,Pacific,11,6,11,0
173900,Pacific,30,27,19,3
174000,Pacific,29,16,13,0
174100,Pacific,37,23,39,8
174200,Pacific,11,11,11,3
174300,Pacific,17,6,6,0
174400,Pacific,14,3,11,0
174500,Pacific,6,6,0,0
174600,Pacific,8,8,16,3
174700,Pacific,17,3,3,0
174800,Pacific,0,0,3,0
174900,Pacific,11,3,11,3
175000,Pacific,30,25,27,5
175100,Pacific,8,3,0,3
175300,Pacific,17,14,11,3
175400,Pacific,3,3,3,0
175500,Pacific,8,14,11,0
175600,Pacific,11,5,11,3
175700,Pacific,46,44,31,3
175800,Pacific,22,17,22,6
175900,Pacific,30,22,36,5
176000,Pacific,35,19,19,3
176100,Pacific,36,28,25,3
176200,Pacific,47,25,22,3
176400,Pacific,64,33,41,13
176500,Pacific,27,27,24,3
176600,Pacific,24,14,27,3
176700,Pacific,16,11,8,3
176800,Pacific,133,75,85,10
176900,Pacific,11,11,11,3
177000,Pacific,37,26,39,3
177100,Pacific,93,67,70,13
177200,Pacific,107,99,97,15
177300,Pacific,85,49,47,8
177400,Pacific,42,16,37,3
177500,Pacific,22,14,22,0
177600,Pacific,35,19,29,3
177700,Pacific,41,35,43,0
177800,Pacific,84,68,63,13
177900,Pacific,86,55,68,13
178000,Pacific,78,60,63,5
178100,Pacific,70,49,41,10
178200,Pacific,152,109,126,13
178300,Pacific,27,63,52,3
178400,Pacific,105,84,100,20
178500,Pacific,73,57,60,5
178600,Pacific,75,39,45,8
178700,Pacific,66,51,53,8
178800,Pacific,119,97,82,0
178900,Pacific,22,19,16,0
179100,Pacific,98,80,80,13
179200,Pacific,5,59,11,0
179300,Pacific,35,40,54,11
179400,Pacific,8,25,28,0
179500,Pacific,56,40,58,5
179600,Pacific,69,56,59,3
179700,Pacific,43,57,52,5
179800,Pacific,37,42,32,5
179900,Pacific,93,181,83,3
180000,Pacific,66,51,38,5
180100,Pacific,50,55,50,8
180200,Pacific,64,40,42,11
180300,Pacific,69,43,53,10
180400,Pacific,52,33,26,5
180500,Pacific,89,69,62,2
180600,Pacific,45,53,43,3
180700,Pacific,49,68,51,5
180800,Pacific,35,40,37,3
180900,Pacific,53,25,25,3
181000,Pacific,44,23,31,0
181100,Pacific,49,41,46,3
181200,Pacific,25,11,11,3
181400,Pacific,11,6,6,0
181500,Pacific,14,5,8,3
181600,Pacific,22,3,6,0
181700,Pacific,3,0,3,0
181800,Pacific,3,3,6,3
181900,Pacific,5,0,3,3
182000,Pacific,8,5,16,0
182100,Pacific,6,3,6,0
182200,Pacific,3,0,3,0
182300,Pacific,3,0,3,0
182500,Pacific,14,11,17,0
182600,Pacific,0,6,6,0
182700,Pacific,17,6,8,0
182800,Pacific,14,14,14,0
182900,Pacific,11,3,3,0
183000,Pacific,6,3,6,0
183100,Pacific,8,3,3,0
183200,Pacific,6,3,3,3
183300,Pacific,13,3,13,0
183400,Pacific,11,5,13,0
183500,Pacific,6,6,8,0
183600,Pacific,18,13,16,0
183700,Pacific,11,5,8,0
183800,Pacific,22,8,8,3
183900,Pacific,11,8,11,3
184000,Pacific,8,5,5,3
184200,Pacific,27,13,16,3
184300,Pacific,5,3,5,3
184400,Pacific,34,18,18,3
184500,Pacific,0,0,0,0
184600,Pacific,3,6,6,0
184800,Pacific,23,10,18,3
184900,Pacific,14,0,6,3
185000,Pacific,8,5,8,0
185200,Pacific,11,5,8,3
185300,Pacific,11,5,11,0
185400,Pacific,8,11,5,0
185500,Pacific,33,23,20,3
185600,Pacific,8,3,5,3
185700,Pacific,0,24,43,3
185800,Pacific,13,5,13,0
185900,Pacific,24,11,19,0
186000,Pacific,57,23,33,5
186100,Pacific,18,8,10,0
186200,Pacific,79,40,72,7
186300,Pacific,36,31,28,5
186400,Pacific,103,60,101,22
186500,Pacific,129,79,120,24
186600,Pacific,160,109,158,56
186700,Pacific,66,40,66,14
186800,Pacific,205,130,159,34
187000,Pacific,5,5,5,0
187100,Pacific,3,3,8,3
187200,Pacific,5,3,5,0
187300,Pacific,66,33,30,5
187400,Pacific,33,25,28,3
187500,Pacific,19,5,11,0
187700,Pacific,22,20,15,0
187800,Pacific,19,11,14,0
187900,Pacific,19,11,11,0
188000,Pacific,3,0,3,3
188200,Pacific,20,18,15,0
188300,Pacific,6,0,6,0
188400,Pacific,8,5,8,0
188500,Pacific,21,13,19,3
188700,Pacific,43,24,26,5
188800,Pacific,53,38,40,10
188900,Pacific,33,23,31,3
189000,Pacific,19,11,19,3
189100,Pacific,34,29,32,5
189200,Pacific,25,17,25,3
189300,Pacific,18,18,16,3
189400,Pacific,6,0,0,0
189600,Pacific,11,3,8,0
189700,Pacific,60,30,30,7
201600,Pacific,11,5,8,3
201800,Pacific,20,13,13,3
190200,Pacific,3,8,11,6
190300,Pacific,14,8,11,0
190400,Pacific,3,3,0,3
190500,Pacific,20,9,23,3
190600,Pacific,103,72,84,11
190900,Pacific,16,11,16,5
191000,Pacific,9,6,11,3
191100,Pacific,3,3,3,3
191200,Pacific,19,5,14,0
191300,Pacific,11,8,11,0
191400,Pacific,5,3,8,0
191600,Pacific,3,3,8,5
191700,Pacific,8,5,8,0
191800,Pacific,14,8,14,0
191900,Pacific,58,29,42,3
192000,Pacific,29,21,34,3
192100,Pacific,93,56,77,13
192300,Pacific,34,15,24,5
192400,Pacific,8,3,5,0
192500,Pacific,19,16,26,5
192600,Pacific,11,11,17,3
192800,Pacific,22,22,19,3
192900,Pacific,14,11,11,3
193000,Pacific,25,6,11,0
193100,Pacific,55,23,23,3
193200,Pacific,17,14,19,0
193300,Pacific,22,8,24,3
193400,Pacific,29,19,32,0
193500,Pacific,23,17,20,3
193600,Pacific,42,18,26,3
193700,Pacific,11,11,11,0
193800,Pacific,31,25,31,3
193900,Pacific,3,3,0,0
194000,Pacific,34,21,29,5
194100,Pacific,16,13,13,0
194200,Pacific,9,0,9,0
194300,Pacific,19,8,16,0
194400,Pacific,43,29,46,11
194500,Pacific,0,0,3,0
194600,Pacific,119,70,67,13
194700,Pacific,6,0,3,0
194800,Pacific,49,35,44,8
194900,Pacific,22,24,30,3
195000,Pacific,3,5,3,3
195100,Pacific,19,11,22,3
195200,Pacific,42,32,32,5
195300,Pacific,137,65,72,2
195400,Pacific,56,22,36,6
195500,Pacific,34,29,21,0
195600,Pacific,8,3,8,0
195700,Pacific,5,10,5,0
195800,Pacific,44,29,36,3
195900,Pacific,29,19,27,3
196000,Pacific,32,21,24,3
196100,Pacific,3,0,0,0
196200,Pacific,28,19,31,8
196300,Pacific,16,3,11,3
196400,Pacific,14,6,11,3
196500,Pacific,8,5,5,0
196600,Pacific,51,18,33,0
196700,Pacific,29,18,26,3
196800,Pacific,19,14,22,3
196900,Pacific,32,13,30,0
197000,Pacific,36,28,26,3
197100,Pacific,14,11,11,3
197200,Pacific,58,25,28,3
197300,Pacific,29,24,27,3
197400,Pacific,27,19,24,5
197500,Pacific,24,19,21,0
197600,Pacific,33,16,24,5
197700,Pacific,5,0,8,0
197900,Pacific,10,10,8,5
198000,Pacific,5,0,5,3
198100,Pacific,42,27,30,5
198200,Pacific,20,13,20,5
198400,Pacific,28,10,23,0
198500,Pacific,24,17,24,5
198600,Pacific,54,35,45,5
198700,Pacific,30,15,15,5
198800,Pacific,48,25,38,5
198900,Pacific,48,29,34,5
199000,Pacific,88,46,70,5
199100,Pacific,68,51,35,2
199200,Pacific,31,21,29,0
199400,Pacific,56,51,41,7
199500,Pacific,59,33,40,7
199600,Pacific,31,10,18,0
199700,Pacific,115,63,80,12
199800,Pacific,27,22,20,5
199900,Pacific,38,23,30,5
200000,Pacific,18,18,23,5
200200,Pacific,42,30,37,2
200300,Pacific,27,30,38,8
200400,Pacific,8,0,5,3
200500,Pacific,62,44,60,5
200600,Pacific,11,8,5,3
200700,Pacific,13,11,21,5
200800,Pacific,19,16,19,5
200900,Pacific,49,30,44,5
201000,Pacific,39,15,19,2
201200,Pacific,33,17,28,6
201300,Pacific,14,5,11,3
201400,Pacific,55,27,45,5
201500,Pacific,27,21,32,0
201700,Pacific,13,11,11,3
201900,Pacific,5,3,5,0
202000,Pacific,10,5,8,3
202100,Pacific,2,7,2,0
202200,Pacific,15,7,17,2
202300,Pacific,16,8,10,0
202400,Pacific,25,12,12,0
202500,Pacific,23,10,18,3
202600,Pacific,52,17,32,2
202700,Pacific,43,28,33,5
202800,Pacific,46,31,28,3
202900,Pacific,26,21,26,8
203000,Pacific,3,5,11,0
203100,Pacific,18,8,10,3
203200,Pacific,5,11,16,8
203400,Pacific,20,13,8,0
203500,Pacific,48,15,20,5
203600,Pacific,21,8,16,8
203700,Pacific,41,19,29,10
203900,Pacific,67,27,55,17
204100,Pacific,8,5,8,0
204200,Pacific,18,13,10,3
204300,Pacific,7,2,5,0
204400,Pacific,66,32,46,2
204500,Pacific,12,10,12,0
204700,Pacific,10,13,10,0
204800,Pacific,10,5,8,3
204900,Pacific,15,5,12,2
205000,Pacific,17,12,12,2
205100,Pacific,8,8,10,3
205200,Pacific,26,5,13,3
205300,Pacific,8,5,5,3
205400,Pacific,8,14,16,0
205500,Pacific,6,11,6,0
205600,Pacific,10,8,18,3
205700,Pacific,10,8,5,3
205800,Pacific,33,20,33,5
205900,Pacific,22,20,10,2
206000,Pacific,95,50,40,7
206100,Pacific,52,25,35,2
206200,Pacific,12,12,15,0
206300,Pacific,38,14,19,0
206400,Pacific,37,25,37,7
206500,Pacific,23,13,21,0
206600,Pacific,5,3,8,0
206700,Pacific,28,13,18,3
206900,Pacific,25,10,20,5
207000,Pacific,101,59,76,5
207100,Pacific,88,56,39,2
207200,Pacific,56,27,34,7
207300,Pacific,10,3,10,0
207400,Pacific,13,13,18,3
207600,Pacific,3,3,3,3
207700,Pacific,0,0,3,0
207800,Pacific,77,32,40,10
207900,Pacific,3,0,3,0
208000,Pacific,21,13,13,0
208100,Pacific,6,3,6,0
208200,Pacific,8,8,8,3
208300,Pacific,11,103,78,0
208400,Pacific,8,82,82,0
208500,Pacific,16,51,86,3
208600,Pacific,8,58,53,3
208700,Pacific,11,3,8,0
208800,Pacific,313,176,217,23
209000,Pacific,239,170,185,17
209100,Pacific,168,96,117,14
209200,Pacific,193,120,132,37
209400,Pacific,25,39,75,6
209500,Pacific,134,114,124,13
209600,Pacific,21,24,29,0
209700,Pacific,63,121,121,11
209800,Pacific,69,53,72,13
209900,Pacific,98,74,87,5
210000,Pacific,84,63,71,5
210200,Pacific,19,76,98,5
210300,Pacific,35,82,126,8
210400,Pacific,31,34,58,0
210500,Pacific,3,5,8,3
210600,Pacific,42,21,34,5
210700,Pacific,24,16,34,3
210800,Pacific,41,39,57,3
210900,Pacific,94,60,72,7
211000,Pacific,62,46,49,3
211100,Pacific,32,16,21,5
211200,Pacific,3,95,101,0
211300,Pacific,14,8,8,0
211400,Pacific,21,16,23,0
211500,Pacific,3,6,6,3
211700,Pacific,3,3,3,0
211800,Pacific,14,6,14,3
211900,Pacific,9,3,6,0
212000,Pacific,6,0,3,3
212100,Pacific,3,6,0,0
212200,Pacific,3,5,5,0
212300,Pacific,3,5,11,3
212400,Pacific,3,0,0,0
212500,Pacific,3,6,8,0
212600,Pacific,5,11,5,3
212800,Pacific,0,0,3,3
212900,Pacific,6,6,6,0
213000,Pacific,11,5,5,3
213100,Pacific,0,3,0,3
213200,Pacific,9,9,9,3
213300,Pacific,14,5,11,5
213400,Pacific,17,8,17,3
213500,Pacific,31,18,24,8
213600,Pacific,28,13,15,3
213700,Pacific,19,19,11,0
213800,Pacific,26,10,13,0
213900,Pacific,14,5,5,0
214000,Pacific,11,8,8,3
214100,Pacific,19,13,8,3
214200,Pacific,21,10,13,5
214400,Pacific,14,11,14,3
214500,Pacific,11,11,21,11
214600,Pacific,21,11,16,0
214700,Pacific,31,23,26,3
214800,Pacific,55,33,33,8
214900,Pacific,19,11,19,3
215000,Pacific,63,48,53,8
215100,Pacific,61,51,43,8
215200,Pacific,32,21,21,0
215300,Pacific,149,132,149,15
215400,Pacific,22,38,33,3
215500,Pacific,19,77,95,0
215600,Pacific,8,71,131,3
215700,Pacific,31,16,23,5
215800,Pacific,26,21,26,5
215900,Pacific,16,5,19,5
216000,Pacific,13,10,15,0
216100,Pacific,19,6,14,3
216300,Pacific,54,36,36,5
216400,Pacific,3,3,3,0
216500,Pacific,6,6,6,0
216600,Pacific,22,14,11,0
216700,Pacific,5,3,5,0
216800,Pacific,29,16,24,3
216900,Pacific,6,3,11,0
217000,Pacific,14,8,14,0
217100,Pacific,30,20,15,0
217200,Pacific,3,3,8,3
217300,Pacific,5,16,8,0
217400,Pacific,49,27,30,3
217500,Pacific,45,43,45,5
217600,Pacific,39,24,18,3
217800,Pacific,35,22,16,0
217900,Pacific,14,8,8,0
218000,Pacific,13,16,19,0
218100,Pacific,17,17,19,6
218200,Pacific,5,0,3,0
218300,Pacific,30,19,25,3
218400,Pacific,35,21,24,3
218500,Pacific,52,27,35,0
218600,Pacific,17,6,14,6
218700,Pacific,11,6,9,0
218800,Pacific,5,0,3,0
218900,Pacific,32,22,27,7
219000,Pacific,13,3,8,0
219100,Pacific,3,3,6,0
219200,Pacific,5,0,0,0
219300,Pacific,8,6,8,0
219400,Pacific,3,5,5,3
219500,Pacific,6,3,3,0
219600,Pacific,33,14,22,3
219700,Pacific,0,0,3,0
219800,Pacific,6,6,6,0
219900,Pacific,0,0,3,0
220000,Pacific,9,3,3,0
220100,Pacific,14,8,8,3
220300,Pacific,5,5,0,0
220400,Pacific,16,8,10,0
220500,Pacific,13,5,8,0
220600,Pacific,5,3,3,0
220700,Pacific,13,8,5,0
220800,Pacific,22,3,3,0
220900,Pacific,15,5,8,0
221000,Pacific,26,15,13,0
221100,Pacific,3,3,3,0
221200,Pacific,0,0,0,0
221300,Pacific,5,5,8,0
221400,Pacific,21,8,18,3
221500,Pacific,0,3,0,0
221600,Pacific,8,5,8,0
221700,Pacific,5,8,8,3
221800,Pacific,26,13,13,0
221900,Pacific,24,11,16,0
222000,Pacific,6,0,3,0
222100,Pacific,16,11,16,3
222200,Pacific,21,10,15,3
222300,Pacific,5,5,3,0
222400,Pacific,10,3,5,3
222500,Pacific,22,5,10,0
222600,Pacific,15,13,20,3
222700,Pacific,20,15,10,0
222800,Pacific,16,14,16,3
222900,Pacific,8,10,8,0
223000,Pacific,17,7,2,0
223100,Pacific,19,13,11,3
223200,Pacific,20,93,17,0
223300,Pacific,13,5,5,0
223400,Pacific,3,0,6,3
223500,Pacific,6,6,3,3
223600,Pacific,18,13,13,0
223700,Pacific,3,3,6,0
223800,Pacific,39,15,24,5
224000,Pacific,21,21,18,3
224100,Pacific,3,6,3,3
224200,Pacific,20,6,8,3
224300,Pacific,72,49,60,0
224400,Pacific,27,11,16,3
224500,Pacific,8,8,8,0
224600,Pacific,24,13,13,3
224800,Pacific,47,26,34,8
224900,Pacific,25,10,15,2
225000,Pacific,11,13,5,0
225100,Pacific,26,13,11,5
225200,Pacific,36,26,34,8
225300,Pacific,48,28,33,5
225400,Pacific,14,22,14,3
225500,Pacific,16,16,13,5
225600,Pacific,8,27,38,3
225700,Pacific,8,8,10,0
225800,Pacific,29,16,34,3
225900,Pacific,11,5,16,3
226000,Pacific,5,3,8,0
226100,Pacific,8,5,5,0
226300,Pacific,8,11,8,3
226400,Pacific,3,3,3,0
226500,Pacific,27,17,22,0
226600,Pacific,6,3,8,6
226700,Pacific,96,63,57,3
226800,Pacific,5,3,3,0
226900,Pacific,109,47,73,5
227000,Pacific,54,28,28,3
227100,Pacific,11,6,6,0
227200,Pacific,16,13,11,0
227300,Pacific,16,5,11,0
227400,Pacific,11,5,8,0
227500,Pacific,5,3,3,3
227600,Pacific,11,0,3,3
227700,Pacific,8,0,3,0
227800,Pacific,8,3,8,0
227900,Pacific,44,21,18,5
228000,Pacific,19,8,8,3
228100,Pacific,13,16,11,0
228200,Pacific,14,3,11,3
228300,Pacific,32,21,16,3
228400,Pacific,11,3,5,3
228500,Pacific,32,16,19,3
228600,Pacific,8,6,8,0
228700,Pacific,11,6,8,0
228800,Pacific,16,21,11,3
229000,Pacific,33,8,28,6
229100,Pacific,39,21,26,5
229200,Pacific,10,30,5,0
229300,Pacific,56,31,36,5
229400,Pacific,3,9,3,3
229500,Pacific,126,89,89,12
229600,Pacific,65,57,57,5
229800,Pacific,19,22,33,11
229900,Pacific,162,84,106,15
230000,Pacific,37,27,32,8
230100,Pacific,55,57,47,8
230200,Pacific,60,45,45,10
230300,Pacific,57,36,44,5
230400,Pacific,17,17,19,0
230500,Pacific,27,24,21,8
230600,Pacific,32,27,35,0
230700,Pacific,94,71,84,15
230800,Pacific,70,44,62,10
230900,Pacific,19,13,16,3
231000,Pacific,22,19,22,6
231100,Pacific,27,11,22,0
231200,Pacific,48,53,37,5
231300,Pacific,37,29,34,3
231400,Pacific,24,29,19,3
231500,Pacific,55,29,37,5
231600,Pacific,32,32,30,3
231700,Pacific,11,17,11,3
231800,Pacific,25,27,19,3
232000,Pacific,3,6,9,0
232100,Pacific,44,75,34,0
232200,Pacific,37,16,24,3
232300,Pacific,43,24,21,8
232400,Pacific,0,6,3,0
232500,Pacific,6,8,6,0
232600,Pacific,3,0,0,0
232700,Pacific,17,20,11,3
232800,Pacific,3,8,8,3
232900,Pacific,3,5,3,0
233000,Pacific,3,5,5,0
233100,Pacific,21,8,10,0
233200,Pacific,11,8,8,3
233300,Pacific,31,23,26,3
233400,Pacific,3,3,0,0
233500,Pacific,3,3,0,0
233600,Pacific,31,10,13,0
233700,Pacific,5,3,8,0
233800,Pacific,3,0,3,0
234000,Pacific,8,5,3,0
234100,Pacific,14,5,5,0
234200,Pacific,18,13,15,0
234300,Pacific,17,10,12,7
234400,Pacific,16,5,11,5
234500,Pacific,8,3,11,0
234600,Pacific,24,10,16,3
234700,Pacific,21,15,15,3
234800,Pacific,8,19,25,5
234900,Pacific,51,21,36,3
235000,Pacific,50,30,40,5
235100,Pacific,11,11,13,5
235200,Pacific,32,16,37,8
235300,Pacific,23,20,25,8
235400,Pacific,17,7,7,0
235500,Pacific,65,36,42,13
235600,Pacific,60,42,47,5
235700,Pacific,26,16,21,3
235800,Pacific,111,63,75,5
235900,Pacific,46,38,33,3
236000,Pacific,3,3,8,3
236300,Pacific,21,13,18,3
236400,Pacific,13,5,5,3
236500,Pacific,74,49,49,7
236600,Pacific,6,0,8,6
236700,Pacific,11,11,3,0
236800,Pacific,44,11,22,3
236900,Pacific,6,3,0,0
237000,Pacific,38,21,32,5
