super_area,lat,lon
1,-39.2023538,175.5400789
1,-36.8411566,174.7651868
1,-37.7920033,175.2935202
1,-37.791702,175.2932249
1,-36.8830827,174.9970369
1,-36.8822618,174.9969112
1,-35.2619107,174.1217079
1,-36.7991997,174.7305381
1,-36.7959805,174.7363259
1,-37.782444,175.2895416
1,-36.915153,174.8895339
1,-36.9209348,174.8875223
1,-36.9154666,174.8798458
1,-37.778021,175.2522633
1,-36.7678775,174.4936626
1,-36.6614636,174.4336198
1,-36.7758682,174.5563589
1,-36.9096665,174.7988518
1,-36.9066482,174.7923933
1,-36.9669995,174.6415387
1,-36.8802662,174.7260345
1,-36.9214743,174.6397003
1,-36.8485775,174.8319581
1,-36.8531563,174.8438261
1,-36.8603094,174.8364739
1,-36.8549785,174.8368091
1,-38.6913808,176.0807702
1,-39.7638458,174.634317
1,-39.7559174,174.473587
1,-39.550965,174.1262112
1,-39.4541804,173.8591658
1,-39.4544506,173.8598142
1,-38.9976171,174.3904026
1,-38.4667492,175.0153752
1,-37.0018496,174.9011452
1,-37.7442075,175.153597
1,-36.2936403,174.5238515
1,-36.2943748,174.5236439
1,-36.1012414,174.233165
1,-36.0293369,174.5059065
1,-38.136711,176.2535537
1,-36.7896387,174.6949855
1,-36.8113794,174.7246297
1,-37.6812287,176.136607
1,-37.1959563,174.8952639
1,-36.8550358,174.7391234
1,-36.8552456,174.7388223
1,-37.2351546,175.3944204
1,-37.2166744,175.1214521
1,-37.0754201,175.7833886
1,-38.0180282,176.3432168
1,-38.4357708,176.3406811
1,-39.1770018,175.40211
1,-37.9066549,175.474925
1,-37.6015296,175.6280062
1,-37.7901527,175.2983207
1,-37.9529926,176.9937455
1,-37.797367,175.3103237
1,-37.7988037,175.3159802
1,-37.8011847,175.2979492
1,-37.7896256,175.2990608
1,-37.7766022,175.2989516
1,-37.7897844,175.2999642
1,-37.2489036,174.7302618
1,-37.2485941,174.7301326
1,-37.7953329,175.3205675
1,-37.798884,175.3156001
1,-38.6818574,176.060268
1,-37.8014752,175.3220541
1,-37.7619552,175.287472
1,-37.7320759,177.6895271
1,-37.7919459,175.2937002
1,-36.9090664,174.6839248
1,-37.8156821,175.2739861
1,-37.7922355,175.292736
1,-37.7858454,175.3127838
1,-37.7902964,175.2855126
1,-37.7865285,175.2825417
1,-37.7881368,175.2835244
1,-37.7689785,175.3001953
1,-37.7838922,175.2783341
1,-36.8153445,174.7740757
1,-36.8886115,174.7552859
1,-37.6422993,176.0377762
1,-37.7851389,175.2447067
1,-37.7548105,175.2528876
1,-37.7575355,175.259323
1,-37.7576406,175.259134
1,-37.7562323,175.2847556
1,-37.7876766,175.315937
1,-37.790015,175.3261002
1,-37.8042536,175.3950835
1,-37.79002,175.291732
1,-37.787429,175.2813992
1,-36.8552944,174.762865
1,-37.7875544,175.2790502
1,-36.8546561,174.7798266
1,-36.858891,174.7826633
1,-36.8464158,174.77358
1,-37.8110866,175.2820836
1,-37.8112455,175.2822926
1,-35.1005894,173.7805224
1,-34.9893321,173.5367559
1,-39.0667406,174.1023132
1,-36.8620833,174.7821393
1,-37.7951519,175.263543
1,-36.9197921,174.7938823
1,-39.430166,174.299381
1,-39.3450784,174.287451
1,-36.7995376,175.0454622
1,-36.7946242,175.0560134
1,-37.729138,175.2747696
1,-37.7289801,175.2748359
1,-36.8456094,174.7349655
1,-36.8458608,174.7340557
1,-35.874634,174.4555469
1,-36.3518693,174.7168132
1,-35.9065371,174.4550096
1,-35.8253923,174.4589432
1,-35.9405773,173.8708189
1,-35.6839219,174.3006614
1,-35.7343892,174.3052197
1,-35.7691884,174.4807571
1,-35.7431887,174.3075464
1,-37.2460128,175.022128
1,-37.7873344,175.2657611
1,-37.788411,175.2644938
1,-37.7888827,175.263927
1,-37.7869199,175.2658441
1,-37.7881763,175.2658173
1,-37.8082807,175.2805533
1,-37.7878091,175.2639832
1,-36.9169492,174.7962974
1,-37.7722506,175.2945176
1,-37.772587,175.2942721
1,-37.7725317,175.294707
1,-37.7722542,175.2933178
1,-36.4236476,174.7267197
1,-36.7817287,174.7228262
1,-36.866774,174.7770064
1,-36.9974963,174.7890291
1,-36.8710575,174.7610583
1,-36.8653261,174.7373569
1,-36.9132255,174.6183734
1,-36.7826574,175.0098383
1,-36.796059,175.0464276
1,-36.7809418,175.0461772
1,-36.7938578,175.0260503
1,-37.7853685,175.3085982
1,-38.6901625,176.0993118
1,-36.8660465,174.7574928
1,-36.8600027,174.7521419
1,-36.8489366,174.7438045
1,-36.9112142,174.7750991
1,-34.8148985,173.1177004
1,-35.1141139,173.2638109
1,-37.7486706,175.2488026
1,-35.278444,174.0850758
1,-37.7806977,175.2580633
1,-36.8583854,174.7489731
1,-36.7580416,175.4981672
1,-36.8305574,175.7056483
1,-36.8859254,175.6742365
1,-36.7702083,174.7222573
1,-36.9425511,174.7867925
1,-37.8066124,175.2637
1,-36.7805587,174.7214857
1,-36.779367,174.7290758
1,-36.7905833,174.764601
1,-36.7862821,174.7728827
1,-36.7872813,174.7721533
1,-36.7810221,174.7541874
1,-36.7742161,174.7200781
1,-36.998245,174.8946543
1,-36.8715712,174.7463079
1,-36.8739025,174.7367214
1,-36.8719265,174.7446883
1,-36.8738252,174.7371188
1,-36.7879892,174.7710497
1,-36.7704376,174.7300641
1,-36.7918086,174.7248948
1,-36.8077915,174.7902013
1,-36.8476931,174.7805084
1,-36.7763404,174.7442474
1,-38.0517554,175.7794987
1,-36.6060297,174.6984374
1,-37.8082373,175.2874466
1,-37.8082076,175.2877571
1,-37.8089678,175.29413
1,-37.7482098,175.2367982
1,-36.8803159,175.0342769
1,-36.7383779,174.7530874
1,-37.800819,174.8704038
1,-36.9705321,174.7855
1,-37.1877783,174.8287153
1,-37.1267935,174.8014241
1,-37.8032943,175.2811722
1,-37.7858187,175.2819085
1,-37.7114788,175.2104351
1,-36.9866236,174.8841059
1,-36.8811591,174.8999155
1,-36.9041787,174.9392958
1,-37.8196699,175.2852358
1,-37.8032205,175.2439109
1,-36.9134752,174.9288126
1,-36.9246716,174.8937271
1,-36.9249951,174.8962797
1,-37.7932677,175.3128824
1,-37.7896535,175.25894
1,-36.9762009,174.8961012
1,-36.9651294,174.9023551
1,-36.8714974,174.7620889
1,-36.8672958,174.7758263
1,-36.8699217,174.7785838
1,-36.8683356,174.7762579
1,-36.9435621,174.8449777
1,-36.9464132,174.8459302
1,-37.6414057,176.1847967
1,-37.394131,175.844216
1,-37.3809265,175.6715712
1,-37.69573,176.1097104
1,-37.699073,176.2837376
1,-37.7180312,176.3420204
1,-36.9416685,174.8435736
1,-37.9781635,175.7567357
1,-38.1176997,176.2231412
1,-38.1370959,176.2143584
1,-38.1200505,176.2381866
1,-38.1339325,176.2947887
1,-36.9071855,174.6880799
1,-36.8822666,174.6321712
1,-36.9324996,174.8438503
1,-36.7722141,174.5468864
1,-36.772095,174.5454505
1,-36.9025927,174.7488327
1,-36.8187035,174.6121372
1,-36.907299,174.684385
1,-37.2759187,175.4970575
1,-37.7256908,176.1327997
1,-37.7135008,176.1506858
1,-37.7254099,176.1924395
1,-37.7248906,176.1827075
1,-37.7327472,176.1314053
1,-37.6906772,176.1277684
1,-37.7030642,176.1292655
1,-37.6898319,176.1353877
1,-37.6949017,176.1400251
1,-37.6787208,176.128505
1,-37.6682805,176.1398264
1,-37.6648825,176.1336951
1,-37.6654345,176.1266813
1,-37.5445121,175.1592643
1,-36.851062,174.7612168
1,-36.8979751,174.6967285
1,-36.9211761,174.6480953
1,-36.8988985,174.6956747
1,-36.8590044,174.7236501
1,-36.8863168,174.6279837
1,-37.6572323,175.5301208
1,-37.9186144,175.3070244
1,-38.4195436,175.7968707
1,-38.0533202,175.7788602
1,-38.2186332,175.8718271
1,-38.6195475,176.1015601
1,-38.6877134,176.0867024
1,-38.7152711,176.091438
1,-36.2952437,174.5236617
1,-35.7284528,174.315744
1,-35.7293259,174.3191943
1,-35.7345498,174.3200932
1,-35.739515,174.2826649
1,-35.7077396,174.3252362
1,-35.6980432,174.3211644
1,-35.6843391,174.3317785
1,-35.7044959,174.3178128
1,-35.6778079,174.3098048
1,-35.6867169,174.3266656
1,-35.6846932,174.2939162
1,-36.6167603,174.4937818
1,-35.6945854,174.3191699
1,-36.9130465,174.680561
1,-36.8859365,174.6842997
1,-36.8167325,174.7319922
1,-36.9257264,174.8565758
1,-37.7695279,175.2623
1,-36.8730996,174.7563511
1,-36.8911967,174.8355382
1,-36.7931122,174.6604752
1,-39.3273137,174.2793688
1,-36.855206,175.6060159
1,-35.3589013,173.5460746
1,-36.9741654,174.9184016
1,-36.9489337,174.6304642
1,-36.8957534,174.6357649
1,-37.7848472,175.280568
1,-36.1607629,174.4440197
1,-36.7310401,174.723895
1,-36.7307864,174.7242571
1,-37.0398761,174.9239723
1,-36.8992975,174.7564666
1,-36.8964104,174.7576991
1,-36.8953475,174.7580411
1,-36.8919314,174.7590898
1,-36.8861133,174.7608337
1,-36.8634859,174.7047964
1,-36.8593457,174.7021812
1,-36.6031877,174.6927078
1,-36.5869844,174.6963447
1,-36.5865439,174.6915306
1,-36.7679643,174.746679
1,-37.789473,175.3076584
1,-37.7886393,175.2844965
1,-36.7889361,174.7713239
1,-37.7719392,176.4986566
1,-37.0390637,174.9198073
1,-37.039227,174.9193533
1,-36.6150302,174.6779419
1,-36.9061543,174.7295626
1,-36.9198437,174.6699603
1,-37.7804786,175.2879458
1,-36.8512221,174.8576667
1,-36.900511,174.6653213
1,-36.9016091,174.7056356
1,-36.8999429,174.6970736
1,-36.9153108,174.6765113
1,-35.6296518,174.5041953
1,-37.8172996,175.2831884
1,-37.8180481,175.2824752
1,-36.8477177,174.7581201
1,-37.3214179,175.0688832
1,-36.8658759,174.7768484
1,-37.7389657,176.1037743
1,-37.8076946,175.3285253
1,-35.5057034,173.3906506
1,-37.2672286,174.9422617
1,-37.1971562,174.9163152
1,-37.19003,174.9024549
1,-37.2169633,174.8994602
1,-37.2004611,174.9007027
1,-39.1155763,173.9575032
1,-39.0357187,174.1425213
1,-39.035591,174.1415896
1,-39.002662,174.2339192
1,-39.001615,174.2363387
1,-38.9954231,174.2431862
1,-39.073656,174.0589395
1,-39.077861,174.0565141
1,-39.0823026,174.0682454
1,-39.0804966,174.085367
1,-39.0696079,174.090022
1,-39.075618,174.0895784
1,-39.0578687,174.0838479
1,-39.04745,174.1030816
1,-39.0494473,174.1013268
1,-39.0498072,174.1000347
1,-39.0513322,174.0948251
1,-39.0619439,174.1011562
1,-39.0633742,174.0458679
1,-39.0623652,174.058255
1,-39.0695866,174.0266217
1,-39.0674297,174.0425393
1,-39.0674614,174.0424515
1,-39.0746644,174.0490356
1,-39.0694608,174.0754507
1,-39.0630152,174.0702445
1,-39.0717145,174.0618573
1,-39.0830584,174.0506609
1,-39.0581102,174.0633156
1,-39.0594244,174.0597711
1,-39.059899,174.0578738
1,-36.8635996,174.6298253
1,-36.8795082,174.7020575
1,-36.2425522,175.4619793
1,-36.8388311,175.7418727
1,-36.805935,174.704561
1,-39.5765469,174.2749717
1,-38.4658291,175.0166083
1,-39.0007171,174.2241201
1,-36.9007596,174.8561694
1,-36.9009456,174.8572656
1,-36.9007704,174.8568969
1,-36.9006981,174.856585
1,-36.8996297,174.8547852
1,-36.8990329,174.852177
1,-36.8992759,174.8532288
1,-36.9042078,174.8415899
1,-38.3484666,176.7828928
1,-36.9593368,175.2431731
1,-36.9484109,175.16886
1,-36.9618443,174.8998571
1,-37.7599445,175.2675821
1,-37.7715406,175.2718003
1,-37.7651869,175.2790979
1,-38.1489192,176.276312
1,-37.0731938,174.9473518
1,-37.257548,174.946826
1,-37.2581909,174.9465617
1,-37.2494569,174.7310015
1,-37.0506036,174.9363003
1,-37.0491926,174.9355899
1,-37.0539997,174.9510639
1,-37.052301,174.9574175
1,-37.0620278,174.9475137
1,-37.0614152,174.9591659
1,-39.4523449,173.8535134
1,-39.7573561,174.4813982
1,-38.1386644,176.2517178
1,-36.8581295,174.7569332
1,-36.8576364,174.7575074
1,-36.8577811,174.7580191
1,-36.8577421,174.7581433
1,-36.8580039,174.7601411
1,-36.8577558,174.762202
1,-36.8580613,174.7619158
1,-36.8582128,174.7634772
1,-36.857776,174.7610529
1,-36.8568417,174.7590948
1,-36.8529354,174.7592896
1,-36.847501,174.7621062
1,-36.8473619,174.761546
1,-36.8632403,174.760944
1,-36.864213,174.7607409
1,-36.8499642,174.7658715
1,-36.8460841,174.7687186
1,-36.8452273,174.7680931
1,-36.8458395,174.7698163
1,-36.8506947,174.7653202
1,-36.8529302,174.7642203
1,-36.8531497,174.7643994
1,-36.8544409,174.7651293
1,-36.8554775,174.7656952
1,-36.7933721,174.6159817
1,-36.7932322,174.6151604
1,-35.6099567,174.5241885
1,-38.1380593,176.2495165
1,-38.1360288,176.2517146
1,-38.1380552,176.2518664
1,-38.1380624,176.2509022
1,-36.8503991,174.7604326
1,-37.7674799,175.2886775
1,-37.7668102,175.2933874
1,-37.7668875,175.2931018
1,-37.7654256,175.3039272
1,-37.7381755,175.2528349
1,-36.7763099,174.5569657
1,-36.8470052,174.7638558
1,-36.8504297,174.7633864
1,-36.846541,174.7634007
1,-36.8480106,174.7672015
1,-36.843927,174.7682757
1,-36.8550353,174.7669991
1,-36.8459212,174.7712757
1,-36.8460439,174.7713487
1,-36.8479956,174.7727614
1,-36.7725871,174.5444231
1,-36.8598801,174.6440107
1,-36.7725416,174.5442373
1,-36.6619159,174.4341331
1,-36.8565139,174.762373
1,-36.8806911,174.6298354
1,-36.8551407,174.6297571
1,-36.8347521,174.6025515
1,-36.8343203,174.602922
1,-36.8646567,174.6139729
1,-36.86389,174.6140753
1,-36.8631814,174.6148582
1,-36.8599811,174.6114468
1,-36.8563329,174.7623115
1,-36.8956921,174.6276749
1,-36.8954896,174.6278466
1,-36.8967075,174.6269118
1,-36.8980988,174.613197
1,-36.8972452,174.6138248
1,-35.5559924,173.4758489
1,-36.8794184,174.6316237
1,-36.8862576,174.6446254
1,-36.8864397,174.6441128
1,-36.8866204,174.6441205
1,-36.9086544,174.6412976
1,-36.8740745,174.6460118
1,-36.8924814,174.6391154
1,-36.8471823,174.7645797
1,-36.8647187,174.7376366
1,-36.6762628,174.450564
1,-36.661772,174.4339821
1,-36.8325914,174.6228946
1,-36.8562095,174.6329908
1,-36.8695128,174.628122
1,-36.8877193,174.6845825
1,-36.8874348,174.6844661
1,-36.884405,174.7153839
1,-36.8838548,174.7156545
1,-36.8803482,174.7256589
1,-36.9025993,174.675893
1,-36.9120416,174.865432
1,-36.8984709,174.8212354
1,-36.8964757,174.8322838
1,-36.9115945,174.7085961
1,-36.9087856,174.64127
1,-36.8983313,174.8101853
1,-36.8984203,174.8104717
1,-36.8911168,174.8219995
1,-36.8913589,174.8214858
1,-36.8962037,174.8323978
1,-36.8808178,174.7757624
1,-36.883082,174.7851688
1,-36.878691,174.7765586
1,-36.897232,174.7331463
1,-36.8926772,174.7363158
1,-36.8921644,174.7364271
1,-36.8921048,174.7364057
1,-36.8918738,174.7361214
1,-36.8914838,174.7365359
1,-36.8913744,174.7362751
1,-36.8904699,174.7369309
1,-36.8876514,174.7377912
1,-36.8845351,174.7384123
1,-36.8778025,174.7409529
1,-36.8778097,174.7406711
1,-36.8803332,174.7401386
1,-36.8849502,174.7148219
1,-36.894944,174.7158576
1,-36.8922243,174.7131633
1,-36.9002256,174.7199765
1,-36.8885151,174.7471482
1,-36.9202361,174.7367424
1,-36.9157688,174.730626
1,-36.9150375,174.7223665
1,-36.9152027,174.7225281
1,-36.9078646,174.735813
1,-36.8935656,174.7451415
1,-36.8903334,174.7465259
1,-36.8977015,174.7441685
1,-36.9194937,174.7199652
1,-36.9222276,174.7128778
1,-36.9138593,174.7160073
1,-36.9109231,174.7165994
1,-36.9073713,174.7134598
1,-36.8491672,174.544753
1,-36.865512,174.579979
1,-36.8637924,174.6020401
1,-36.9152269,174.6315588
1,-38.0194493,175.3209031
1,-37.7892081,175.2422893
1,-37.7963895,175.2457855
1,-37.7962416,175.2463199
1,-37.7948522,175.246682
1,-37.8192613,175.2254184
1,-37.7724914,175.2414333
1,-37.7728659,175.2417961
1,-37.7764993,175.2467967
1,-37.7755292,175.2459887
1,-37.7777692,175.2705001
1,-37.5588977,175.1589647
1,-36.8998264,174.7733306
1,-36.8854112,174.775769
1,-36.9097519,174.7546173
1,-36.9161671,174.7516548
1,-36.9162796,174.7515555
1,-36.9240403,174.7432461
1,-36.9261273,174.7364842
1,-36.9302981,174.7384562
1,-36.9213589,174.7558136
1,-36.854216,174.7633745
1,-38.0110841,175.3268845
1,-36.8694546,174.8243342
1,-36.8807468,174.8114771
1,-36.8762592,174.8261183
1,-36.8736164,174.8104592
1,-36.8726094,174.832339
1,-36.8499411,174.8420899
1,-36.8593102,174.860932
1,-36.8592083,174.8612588
1,-36.8659298,174.8515406
1,-36.8633371,174.8416553
1,-36.8606597,174.7671834
1,-36.8712019,174.7992613
1,-36.8652985,174.788912
1,-36.8559834,174.8145784
1,-36.8609685,174.8245579
1,-36.8481656,174.8308097
1,-36.8527431,174.7862454
1,-36.8076902,174.7897187
1,-36.821316,174.8050507
1,-36.9010327,174.6565963
1,-34.9922149,173.5094581
1,-36.9888335,174.8569309
1,-37.0663398,174.9434902
1,-37.0653513,174.9438007
1,-37.0634669,174.9430227
1,-37.0617061,174.9435155
1,-37.0606289,174.9425587
1,-37.0598771,174.9418499
1,-37.0627646,174.9410543
1,-37.0787925,174.9369271
1,-37.0675848,174.9306292
1,-36.8750763,174.7852421
1,-36.8659051,174.7070261
1,-36.8706442,174.7105613
1,-36.868236,174.7164719
1,-36.8687446,174.7332707
1,-36.8438843,174.7533117
1,-36.8415508,174.7579442
1,-36.843385,174.7624213
1,-36.8511118,174.7641096
1,-36.9435042,174.8422552
1,-36.9436689,174.8385708
1,-36.9438195,174.8382647
1,-36.943013,174.8427149
1,-36.9423433,174.8410883
1,-36.9419837,174.8413625
1,-36.9625626,174.8548108
1,-36.9439175,174.843974
1,-36.9449188,174.8441906
1,-36.979441,174.8511228
1,-36.9796374,174.8541113
1,-36.9785098,174.8544322
1,-36.9794458,174.8538627
1,-36.9693585,174.8614009
1,-36.9697602,174.8602727
1,-36.9704792,174.8455702
1,-36.9790389,174.8508273
1,-36.8259824,174.796379
1,-36.8978024,174.8028806
1,-36.9074113,174.8049137
1,-36.9149759,174.800948
1,-36.9153518,174.791746
1,-36.924453,174.7854312
1,-36.9245086,174.7857245
1,-36.9214673,174.7850303
1,-36.9219036,174.7853848
1,-36.9210381,174.7852873
1,-36.9196568,174.7847713
1,-36.912826,174.8006154
1,-35.6987252,174.3125794
1,-36.7900758,174.7731082
1,-36.7685915,174.7583743
1,-35.7233575,174.3197235
1,-37.5541344,175.9169252
1,-37.5529571,175.9177466
1,-36.937858,174.6565327
1,-36.9272283,174.6544734
1,-36.8822205,174.6356815
1,-36.9264896,174.6703813
1,-36.7641551,174.7562605
1,-36.7546842,174.7405281
1,-36.7603358,174.7468477
1,-36.8985355,174.8468813
1,-35.7251019,174.3233842
1,-35.725031,174.3236719
1,-37.0269422,174.9065508
1,-37.0213463,174.9037526
1,-37.0253343,174.9008739
1,-37.0300787,174.8968238
1,-37.0302685,174.8969227
1,-37.0253849,174.8929909
1,-37.0254027,174.8929438
1,-37.0276765,174.8874359
1,-37.0310365,174.868004
1,-37.0309214,174.8599104
1,-37.0207215,174.8645151
1,-37.0210656,174.8645345
1,-37.0136303,174.8923309
1,-37.0159786,174.8863892
1,-37.0191916,174.8895837
1,-37.0190127,174.891578
1,-37.0244211,174.870999
1,-37.0243627,174.8816119
1,-37.0150494,174.8744292
1,-37.0147216,174.8752879
1,-37.0146241,174.8755554
1,-37.0139718,174.8770142
1,-37.0095053,174.8903571
1,-37.0034877,174.8914548
1,-37.0230437,174.897968
1,-37.0229066,174.8978868
1,-37.0226571,174.8979864
1,-37.0228619,174.8982911
1,-37.0210595,174.8954606
1,-37.0202928,174.8947659
1,-37.0227553,174.8863102
1,-36.7126815,174.7227475
1,-36.71261,174.7228065
1,-36.7287675,174.7307836
1,-36.726489,174.7472487
1,-36.695754,174.7519247
1,-36.7391111,174.7533673
1,-36.7396992,174.7419015
1,-36.714087,174.7431874
1,-36.7169328,174.7484256
1,-36.715728,174.7462011
1,-36.8793567,174.855328
1,-36.8797483,174.8559985
1,-36.8795112,174.8561323
1,-36.8783703,174.8564639
1,-36.8782469,174.856488
1,-36.8767065,174.870627
1,-36.8702413,174.8655425
1,-36.8691397,174.8595203
1,-36.8744434,174.8613824
1,-36.8499472,174.8694562
1,-36.8823266,174.8650436
1,-36.8825266,174.8647781
1,-36.8929226,174.8632539
1,-36.8908849,174.73169
1,-36.893772,174.7267094
1,-36.8839088,174.7105323
1,-36.8764742,174.7193132
1,-36.8693052,174.7493359
1,-36.8977052,174.802782
1,-37.7653366,175.253744
1,-37.7650692,175.2600882
1,-37.7574623,175.2473375
1,-37.1358106,174.7021205
1,-36.8312416,174.6463591
1,-36.8427478,174.6514794
1,-36.8490251,174.6506486
1,-36.8395129,174.6407868
1,-36.8409227,174.6515974
1,-36.8406335,174.6518932
1,-36.8440958,174.6520534
1,-36.865436,174.7373819
1,-36.865811,174.7378375
1,-36.8656438,174.7378124
1,-35.7299899,174.3305339
1,-36.9113105,174.6521815
1,-36.9109974,174.6516296
1,-36.9103502,174.6515337
1,-36.9104687,174.6519347
1,-36.8658402,174.5803134
1,-36.8895884,174.6496558
1,-36.8927926,174.6534861
1,-36.9145366,174.6712731
1,-36.8630188,174.6069342
1,-37.5737462,175.6750127
1,-36.9545431,174.7852217
1,-36.9413269,174.787171
1,-36.9449689,174.7776783
1,-36.9443204,174.777646
1,-36.9627465,174.8145765
1,-36.9635239,174.8361623
1,-36.9725588,174.8340923
1,-36.9633889,174.8362293
1,-36.9583738,174.8328014
1,-36.9580249,174.8325782
1,-36.9572394,174.8333372
1,-36.9515854,174.8389591
1,-36.9516945,174.8398543
1,-36.9580314,174.8237403
1,-36.9582757,174.8242204
1,-36.966248,174.8255873
1,-36.9632287,174.8068611
1,-36.9663324,174.7919923
1,-36.9526676,174.7991612
1,-36.957017,174.8037789
1,-36.8589309,174.7308319
1,-36.7960548,175.045914
1,-36.9487911,174.8109133
1,-36.9537071,174.809146
1,-36.943203,174.7876943
1,-36.9743503,174.8284902
1,-36.9714291,174.8189072
1,-36.968743,174.8130282
1,-36.9759182,174.7973585
1,-36.969922,174.7974048
1,-36.9699782,174.7973261
1,-36.9704736,174.7996695
1,-36.9702298,174.7986932
1,-36.9156403,174.6807672
1,-37.1937162,174.9816273
1,-36.8801731,174.9116886
1,-36.8955589,174.8870639
1,-36.9110467,174.8716888
1,-36.9088195,174.8838928
1,-36.9204395,174.876793
1,-36.908924,174.889276
1,-36.9119222,174.9004481
1,-36.8851979,174.7871079
1,-36.9022527,174.9043822
1,-37.7591831,175.7525088
1,-37.8206752,175.7709181
1,-38.2362604,175.8679805
1,-37.4043706,175.1431243
1,-36.8755494,174.7508016
1,-36.7414309,174.7109262
1,-36.7429497,174.6963139
1,-36.7428014,174.6976563
1,-36.7254694,174.6953382
1,-36.7257848,174.6970139
1,-36.7248845,174.6948686
1,-36.7361238,174.725837
1,-36.8683324,174.7766709
1,-36.8756903,174.776913
1,-36.1262939,174.5759707
1,-35.9842401,174.4454607
1,-35.7546421,174.3680864
1,-35.7549653,174.3680775
1,-36.9240837,174.6818367
1,-36.8818865,174.7622279
1,-37.0824687,175.0727019
1,-36.8484038,174.7626252
1,-36.9221148,174.6384788
1,-36.9296677,174.6852022
1,-36.8681805,174.6024131
1,-36.8656127,174.7766666
1,-38.2116816,175.858043
1,-38.2314646,175.8668286
1,-38.2320303,175.8541498
1,-38.2194597,175.8674452
1,-38.2200857,175.8642663
1,-35.3903121,174.342728
1,-38.2186876,175.8697879
1,-38.2185125,175.8728524
1,-38.2186924,175.8729531
1,-37.6621734,175.5314072
1,-35.5367354,173.3861865
1,-35.3925184,173.5053138
1,-38.1390342,176.2532409
1,-38.2291802,175.8640382
1,-36.1116539,174.3523031
1,-36.2951791,174.5236695
1,-37.1677005,174.8954371
1,-36.8540419,174.7179362
1,-36.8541369,174.7180984
1,-38.2396843,175.859364
1,-36.2905849,174.8045948
1,-36.8861475,174.6281122
1,-37.0495938,174.9290411
1,-37.0393969,174.9137766
1,-37.0488911,174.9319272
1,-36.8534642,174.7631948
1,-36.8486457,174.7645305
1,-36.8482749,174.7631807
1,-37.0243274,174.9145444
1,-37.0134313,174.9001645
1,-37.0124422,174.9115287
1,-37.0054458,174.9160948
1,-36.8364518,174.6006583
1,-38.1859309,175.2117386
1,-38.1867209,175.2108031
1,-38.1873144,175.2109044
1,-38.3359522,175.1668518
1,-36.8994456,174.9191364
1,-36.909821,174.9175358
1,-36.9024613,174.9254362
1,-36.9037933,174.9260639
1,-36.9191298,174.9179341
1,-36.9253634,174.9125903
1,-36.9809386,174.9029727
1,-36.9681942,174.8784875
1,-36.977341,174.897092
1,-36.9581186,174.9016128
1,-36.9596429,174.9018795
