area,socioeconomic_centile,super_area
308800,4.0,13
308900,6.0,13
309000,9.0,12
309200,9.0,12
309300,5.0,12
309400,9.0,12
309500,10.0,12
309600,6.0,12
309700,8.0,12
309800,9.0,12
309900,8.0,12
310000,9.0,12
310100,10.0,12
310200,8.0,12
310300,7.0,12
310400,9.0,12
310500,6.0,12
310600,3.0,12
310700,2.0,12
310800,5.0,12
310900,8.0,12
311000,7.0,12
311100,5.0,12
311300,6.0,12
311400,5.0,12
311500,7.0,12
311700,3.0,12
311800,8.0,12
311900,8.0,12
312000,6.0,12
312200,4.0,13
312300,3.0,13
312400,5.0,13
312500,6.0,13
312600,2.0,13
312700,5.0,13
312800,4.0,13
312900,5.0,13
313000,1.0,13
313100,3.0,13
313200,6.0,13
313300,1.0,13
313400,2.0,13
313500,2.0,13
313600,1.0,13
313700,3.0,13
313800,1.0,13
313900,1.0,13
314000,2.0,13
314100,5.0,13
314200,8.0,13
314300,2.0,13
314500,4.0,13
314600,7.0,13
314700,4.0,13
314800,1.0,13
314900,3.0,13
315000,5.0,13
315100,1.0,13
315200,3.0,13
315300,3.0,13
315400,2.0,13
315500,1.0,13
315600,7.0,13
315700,7.0,13
315800,3.0,13
315900,2.0,13
316000,6.0,13
316100,7.0,13
316200,3.0,13
316500,8.0,13
316600,2.0,13
316800,1.0,13
316900,4.0,13
317000,1.0,13
317100,2.0,13
317200,6.0,13
317300,7.0,13
317400,1.0,13
317500,2.0,13
317600,1.0,13
317700,4.0,13
317800,4.0,13
317900,4.0,13
318000,6.0,13
318100,4.0,13
318200,7.0,13
318300,3.0,13
318400,4.0,13
318500,2.0,13
318600,3.0,13
318700,8.0,13
318800,9.0,13
318900,3.0,13
319000,5.0,13
319200,6.0,13
319300,7.0,13
319400,9.0,13
319500,4.0,13
319600,6.0,13
319700,4.0,13
319800,5.0,13
319900,7.0,13
320100,4.0,13
320200,5.0,13
320300,7.0,13
320500,6.0,13
320600,3.0,13
320700,5.0,13
320800,7.0,13
320900,3.0,13
321000,6.0,13
321100,7.0,13
321200,7.0,13
321300,1.0,13
321400,2.0,13
321500,1.0,13
321600,1.0,13
321700,5.0,13
321800,8.0,13
321900,5.0,13
322000,9.0,13
322100,2.0,13
322200,1.0,13
322300,8.0,13
322400,2.0,13
322500,3.0,13
322600,1.0,13
322700,8.0,13
322800,2.0,13
322900,2.0,13
323000,3.0,13
323100,5.0,13
323200,3.0,13
323300,9.0,13
323400,8.0,13
323600,2.0,13
323700,5.0,13
323800,6.0,13
323900,5.0,13
324000,4.0,13
324100,2.0,13
324300,2.0,13
324400,8.0,13
324500,1.0,13
324600,4.0,13
324700,1.0,13
324800,6.0,13
325000,5.0,13
325100,6.0,13
325200,5.0,13
325300,7.0,13
325400,1.0,13
325600,6.0,13
325700,4.0,13
325800,6.0,13
325900,6.0,13
326000,1.0,13
326100,8.0,13
326300,4.0,13
326500,7.0,13
326700,9.0,13
326800,9.0,13
326900,6.0,13
327000,7.0,13
327100,8.0,13
327200,7.0,13
327300,1.0,13
327400,8.0,13
327500,7.0,13
327600,7.0,13
327700,3.0,13
327800,10.0,13
327900,9.0,13
328000,2.0,13
328200,7.0,13
328300,8.0,13
328400,8.0,13
328500,8.0,13
328600,10.0,13
328700,8.0,13
328800,9.0,13
328900,9.0,13
329000,1.0,13
329100,4.0,13
329200,3.0,13
329300,9.0,13
329400,8.0,13
329500,2.0,13
329600,9.0,13
329700,7.0,13
329800,9.0,13
329900,8.0,13
330000,1.0,13
330100,8.0,13
330200,8.0,13
330300,1.0,13
330400,9.0,13
330500,8.0,13
330600,1.0,13
330800,4.0,13
330900,4.0,13
331000,8.0,13
331100,8.0,13
331200,1.0,13
331300,1.0,13
331400,3.0,13
331500,8.0,13
331700,5.0,13
331800,6.0,13
331900,3.0,13
332000,1.0,13
332100,1.0,13
332200,1.0,13
332400,1.0,13
332500,3.0,13
332700,2.0,13
332900,1.0,13
333100,4.0,13
333200,3.0,13
333300,3.0,13
333700,4.0,13
333800,3.0,13
333900,4.0,13
334000,2.0,13
334100,1.0,13
334200,3.0,13
334300,1.0,13
334400,1.0,13
334500,1.0,13
334600,1.0,13
334700,5.0,13
334900,1.0,13
335000,1.0,13
335100,2.0,13
335200,1.0,13
335300,1.0,13
335400,4.0,13
335500,1.0,13
335600,1.0,13
335700,1.0,13
335800,3.0,13
335900,1.0,13
336000,3.0,13
336100,1.0,13
336200,4.0,13
336300,1.0,13
336400,2.0,13
336700,2.0,13
336800,3.0,13
336900,3.0,13
337000,4.0,13
337100,2.0,13
337200,4.0,13
337300,4.0,13
337400,2.0,13
337500,6.0,13
337600,6.0,13
337700,1.0,13
337800,4.0,13
337900,4.0,13
338100,6.0,13
338200,6.0,13
338300,8.0,13
338400,7.0,13
338500,8.0,13
338700,2.0,13
338800,2.0,13
338900,5.0,13
339000,3.0,13
339100,5.0,13
339200,5.0,13
339300,7.0,13
339400,1.0,13
339500,3.0,13
339600,6.0,13
339700,1.0,13
339800,5.0,13
339900,4.0,13
340000,2.0,13
340100,6.0,13
340200,8.0,13
340300,9.0,13
340400,4.0,13
340500,4.0,13
340600,6.0,13
340700,5.0,13
340800,7.0,13
341000,6.0,13
341100,9.0,13
341300,8.0,13
341400,8.0,13
341500,2.0,13
341800,4.0,13
341900,3.0,13
342000,4.0,13
342100,4.0,13
342200,4.0,13
342300,5.0,13
342400,5.0,13
342500,6.0,13
342600,5.0,13
342700,9.0,13
342800,9.0,13
343100,3.0,13
343300,5.0,13
343400,5.0,14
343500,3.0,14
343600,6.0,14
343700,4.0,14
343800,2.0,14
343900,6.0,14
344000,8.0,14
344100,6.0,14
344200,8.0,14
344300,4.0,14
344500,7.0,14
344700,7.0,14
344800,1.0,14
344900,3.0,14
345000,3.0,14
345100,2.0,14
345200,1.0,14
345300,1.0,14
345400,3.0,14
345500,4.0,14
345600,3.0,14
345700,4.0,14
345800,5.0,14
346000,3.0,14
346200,1.0,14
346400,1.0,14
346600,1.0,14
346700,1.0,14
346800,1.0,14
346900,1.0,14
347000,2.0,14
347100,2.0,14
347200,1.0,14
347300,2.0,14
347400,1.0,14
347500,1.0,14
347700,6.0,14
347800,3.0,14
347900,1.0,14
348000,1.0,14
348100,6.0,14
348200,4.0,14
348300,3.0,14
348400,3.0,14
348600,1.0,14
348700,1.0,14
348800,1.0,14
348900,1.0,14
349000,5.0,14
349100,4.0,14
349200,5.0,14
349300,2.0,14
349400,1.0,14
349600,3.0,14
349700,6.0,14
349800,3.0,14
349900,7.0,14
350000,8.0,14
350100,2.0,14
350200,1.0,14
350300,1.0,14
350400,6.0,14
350500,2.0,14
350600,4.0,14
350700,1.0,14
350900,9.0,14
351000,6.0,14
351100,3.0,14
351200,5.0,14
351300,7.0,14
351400,5.0,14
351500,2.0,14
351600,3.0,14
351700,8.0,14
351800,3.0,14
351900,5.0,14
352000,8.0,14
352100,3.0,14
352200,9.0,14
352300,3.0,14
352400,9.0,14
352500,1.0,14
352600,6.0,14
352700,7.0,14
352800,9.0,14
352900,7.0,14
353000,3.0,14
353100,9.0,14
353300,6.0,14
353400,8.0,14
353500,5.0,14
353600,4.0,14
353800,9.0,14
353900,6.0,14
354000,7.0,14
354100,8.0,14
354200,9.0,14
354400,4.0,14
354500,9.0,14
354600,9.0,14
354700,10.0,14
354800,2.0,14
354900,2.0,14
355000,1.0,14
355100,3.0,14
355200,8.0,14
355300,5.0,14
355400,1.0,14
355500,8.0,14
355600,2.0,14
355700,4.0,14
355800,4.0,14
355900,6.0,14
356000,6.0,14
356100,3.0,14
356200,5.0,14
356300,5.0,14
356400,8.0,14
356500,7.0,14
356600,6.0,14
356800,8.0,14
357300,3.0,15
357500,3.0,15
357600,1.0,15
357700,5.0,15
357900,7.0,15
358000,8.0,15
358100,4.0,15
358200,4.0,15
358300,3.0,15
358400,6.0,15
358500,4.0,15
358600,5.0,15
358700,2.0,15
358800,7.0,15
358900,3.0,15
359000,1.0,15
359100,4.0,15
359400,4.0,15
359500,6.0,15
359600,3.0,15
359700,3.0,15
359800,4.0,15
359900,5.0,15
360000,8.0,15
360200,6.0,15
360300,8.0,15
360400,9.0,15
360500,3.0,15
360600,6.0,15
360700,4.0,15
360800,1.0,15
360900,1.0,15
361000,10.0,15
361100,2.0,15
361200,1.0,15
361300,7.0,15
361400,3.0,15
361500,6.0,15
361600,6.0,15
361700,9.0,15
361900,6.0,15
362000,10.0,15
362100,9.0,15
362200,10.0,15
362300,2.0,15
362400,7.0,15
362500,9.0,15
362600,9.0,15
362700,9.0,15
362800,9.0,15
362900,8.0,15
363000,9.0,15
363100,6.0,15
363300,8.0,15
