area,latitude,longitude
204900,-37.86680632,178.19588547
205000,-38.07908632,178.14017739
205100,-38.67842084,177.63331484
205200,-38.4322622,178.15682921
205300,-38.65827971,177.89701491
205400,-38.62021616,177.96813152
205500,-38.63811028,177.99902719
205600,-38.65787303,177.97255068
205700,-38.64381481,177.99767123
205800,-38.65019278,178.00054269
205900,-38.63947853,178.01215184
206000,-38.65935883,177.99213863
206100,-38.6565594,178.00431578
206200,-38.64354706,178.02146282
206300,-38.64907911,178.0142546
206400,-38.6560244,178.01721277
206500,-38.66282628,178.0094277
206600,-38.64990296,178.03200646
206700,-38.65837976,178.02898274
206900,-38.66763381,178.04468182
207000,-38.67922301,178.03919529
207100,-38.66939983,178.05655503
207200,-38.67903252,178.05343956
207300,-38.69472117,178.05983754
207400,-38.9717569,177.05706012
207600,-38.79568211,177.34997241
207700,-39.01763369,177.54176403
207800,-39.03908469,177.41898076
207900,-38.98042026,177.71581946
208000,-39.19745874,176.64300698
208100,-39.47575154,176.49801476
208200,-39.62634976,176.29699518
208300,-39.4377947,176.79125757
208400,-39.56659265,176.82024777
208500,-39.63313082,176.76284806
208600,-39.59961385,176.81874894
208700,-39.75996379,176.70227115
208800,-39.61622285,176.77323386
209000,-39.61954659,176.78200752
209100,-39.62368341,176.78714711
209200,-39.63097019,176.79128021
209400,-39.62166848,176.82925988
209500,-39.63000463,176.82581524
209600,-39.58681014,176.91303792
209700,-39.63470466,176.83315248
209800,-39.62404962,176.84888085
209900,-39.64068599,176.82489735
210000,-39.63081696,176.84243026
210200,-39.67130041,176.82499355
210300,-39.64609207,176.83245272
210400,-39.62823535,176.88383629
210500,-39.63962329,176.84642759
210600,-39.63141616,176.8562162
210700,-39.65011585,176.8405243
210800,-39.64447191,176.85383704
210900,-39.64014808,176.86339942
211000,-39.65455823,176.84825769
211100,-39.64945934,176.86097554
211200,-39.63473335,176.92517797
211300,-39.6348138,176.97324787
211400,-39.6706916,176.87014438
211500,-39.66451096,176.88627126
211700,-39.65974248,176.8952269
211800,-39.67719283,176.87643265
211900,-39.67259367,176.89279269
212000,-39.68967679,176.903869
212100,-39.68336487,176.88652908
212200,-39.7652496,176.93488506
212300,-39.44155622,176.85839471
212400,-39.50072983,176.83415263
212500,-39.49267269,176.8587725
212600,-39.4746211,176.88117125
212800,-39.49700088,176.88218064
212900,-39.48272533,176.89759358
213000,-39.52609392,176.83827792
213100,-39.51591342,176.85346584
213200,-39.54323393,176.82989073
213300,-39.48081517,176.91538913
213400,-39.48954321,176.90207674
213500,-39.51290647,176.86337195
213600,-39.5079037,176.87242528
213700,-39.5289489,176.84963144
213800,-39.51596053,176.86916874
213900,-39.49919694,176.89599413
214000,-39.52255684,176.86157809
214100,-39.50598803,176.88890769
214200,-39.51328394,176.87873144
214400,-39.5259049,176.86737772
214500,-39.49765371,176.90801557
214600,-39.53439372,176.85652109
214700,-39.51832585,176.88243344
214800,-39.50931627,176.89566416
214900,-39.54400792,176.85143036
215000,-39.50747604,176.90676197
215100,-39.51636261,176.89173053
215200,-39.5083024,176.9160949
215300,-39.51577224,176.90367746
215400,-39.54411569,176.89304136
215500,-39.80378374,176.41709256
215600,-39.94160872,176.31273142
215700,-39.93975904,176.5913431
215800,-39.99738364,176.54048302
215900,-39.99003717,176.76264858
216000,-40.00231546,176.56027065
216100,-40.20716661,176.53337716
216300,-39.07096507,174.02427884
216400,-39.09431592,174.01853893
216500,-39.11694914,173.95066015
216600,-39.06270468,174.04833643
216700,-39.19318761,173.94218883
216800,-39.07074008,174.04322204
216900,-39.06419765,174.06571362
217000,-39.05700192,174.07537454
217100,-39.07502389,174.04711191
217200,-39.08580042,174.03707356
217300,-39.05369313,174.09475657
217400,-39.0747742,174.06011109
217500,-39.02995252,174.13758616
217600,-39.0162041,174.17002393
217800,-39.07209853,174.0782174
217900,-39.09534718,174.05059554
218000,-39.08421237,174.07012898
218100,-39.06454623,174.10205958
218200,-39.08975124,174.05803756
218300,-39.08571024,174.093116
218400,-39.07427128,174.12360445
218500,-38.9975014,174.2265459
218600,-39.09023955,174.08332265
218700,-39.08069461,174.10443117
218800,-39.05356228,174.16214176
218900,-38.99532406,174.24390005
219000,-39.03478152,174.21868922
219100,-39.18102935,174.06017628
219200,-38.92321069,174.62433902
219300,-39.13469225,174.16388593
219400,-39.04099797,174.34313238
219500,-39.22793305,174.18116727
219600,-39.15653753,174.20152057
219700,-39.1604937,174.39053007
219800,-39.34019567,174.18536541
219900,-39.24071688,174.62972523
220000,-39.31711879,174.34830199
220100,-39.32802895,174.28261319
220300,-39.3375964,174.28910646
220400,-39.34903873,174.28515816
220500,-39.31360193,173.8715951
220600,-39.44771938,173.97542033
220700,-39.45132365,173.85878435
220800,-39.43452513,174.22980453
220900,-39.51778061,174.12379578
221000,-39.4310866,174.29903566
221100,-39.5375084,174.217588
221200,-39.43904821,174.49347034
221300,-39.57617162,174.26308228
221400,-39.58187479,174.31137817
221500,-39.53843359,174.44896319
221600,-39.57067046,174.2791488
221700,-39.58215942,174.27683195
221800,-39.60612482,174.27478512
221900,-39.59042249,174.28314512
222000,-39.61067493,174.74556695
222100,-39.78384701,174.57529167
222200,-39.75417884,174.4704212
222300,-38.86696248,175.00298022
222400,-38.85395468,175.37813224
222500,-38.86254762,175.24467641
222600,-38.88792031,175.26436605
222700,-38.88852154,175.31379572
222800,-39.11630156,175.37193356
222900,-39.36236325,175.16766499
223000,-39.42926305,175.27603962
223100,-39.41156448,175.41465037
223200,-39.46984453,175.67763799
223300,-39.70091534,175.16952733
223400,-39.84344675,174.90288293
223500,-39.87675408,175.02918802
223600,-39.92973815,174.97717523
223700,-39.90577525,175.02190613
223800,-39.9365306,174.99269163
224000,-39.90451924,175.05309598
224100,-39.91309776,175.03958323
224200,-39.92023434,175.030642
224300,-39.93592026,175.00997642
224400,-39.92948142,175.01753635
224500,-39.92557706,175.02322505
224600,-39.89595181,175.06983054
224800,-39.91964278,175.04579452
224900,-39.90764024,175.06400242
225000,-39.9305007,175.03470499
225100,-39.91385177,175.06149866
225200,-39.94273365,175.01822847
225300,-39.93848551,175.02900874
225400,-39.92629435,175.05079129
225500,-39.92181181,175.06127975
225600,-39.94185467,175.15622153
225700,-39.93513676,175.04701799
225800,-39.94790734,175.03400175
225900,-39.93438728,175.06596965
226000,-39.95056973,175.04998521
226100,-39.59566818,175.89442958
226300,-40.0113956,175.25773896
226400,-39.8895865,175.52547495
226500,-39.67806733,175.79677339
226600,-40.10983805,175.37739628
226700,-40.06299097,175.37098077
226800,-40.17938557,175.28477582
226900,-40.08428893,175.38541594
227000,-40.17938877,175.3825101
227100,-40.00817686,175.69603871
227200,-40.12383342,175.549708
227300,-40.21459412,175.39491461
227400,-40.32828797,175.2906718
227500,-40.24996829,175.47223109
227600,-40.07201708,175.91250803
227700,-40.20143326,175.55504652
227800,-40.35854632,175.39433243
227900,-40.20622477,175.56555066
228000,-40.22623004,175.54609153
228100,-40.2074565,175.58214784
228200,-40.22282513,175.55901821
228300,-40.21815279,175.57020381
228400,-40.23865803,175.58114321
228500,-40.22630659,175.57801558
228600,-40.37673467,175.4759989
228700,-40.23630115,175.69344838
228800,-40.33398879,175.57992885
229000,-40.32708272,175.60731249
229100,-40.3451422,175.58518807
229200,-40.33969042,175.59865691
229300,-40.33443818,175.60505225
229400,-40.31079696,175.69110134
229500,-40.35570204,175.57802859
229600,-40.34988583,175.59869127
229800,-40.34174356,175.61482217
229900,-40.3613441,175.58624604
230000,-40.36636017,175.57679046
230100,-40.35685753,175.59360268
230200,-40.33547398,175.62895929
230300,-40.32856085,175.64441186
230400,-40.32242994,175.6605118
230500,-40.34721244,175.61892073
230600,-40.35537702,175.61010962
230700,-40.37027268,175.58870846
230800,-40.34168056,175.63362604
230900,-40.38387287,175.57910311
231000,-40.35209317,175.62547171
231100,-40.33074153,175.66259312
231200,-40.36797536,175.60339294
231300,-40.37784493,175.59343472
231400,-40.35969543,175.61983251
231500,-40.34920538,175.64194858
231600,-40.36732356,175.61429075
231700,-40.36171123,175.62589337
231800,-40.35738577,175.63633044
232000,-40.37008236,175.63164612
232100,-40.40509247,175.58721079
232200,-40.29115251,175.75860165
232300,-40.36620394,175.64166717
232400,-40.36929816,175.65623441
232500,-40.45284951,175.60466791
232600,-40.3679274,175.71806409
232700,-40.3900382,175.64544144
232800,-40.11138214,176.15105007
232900,-40.2208018,175.99586663
233000,-40.39758846,175.82546085
233100,-40.33673831,175.86635223
233200,-40.19710678,176.10242336
233300,-40.21019552,176.10213546
233400,-40.30073659,176.21621287
233500,-40.47250224,175.97682513
233600,-40.45465931,175.83721683
233700,-40.65364269,175.79396455
233800,-40.51321329,176.31039241
234000,-40.52713273,175.31641185
234100,-40.46403695,175.23078759
234200,-40.47062245,175.29513751
234300,-40.48423901,175.31104993
234400,-40.57378541,175.25710024
234500,-40.65346254,175.18854367
234600,-40.53552154,175.48107991
234700,-40.61416466,175.27041448
234800,-40.69886257,175.20752463
234900,-40.61507877,175.28391389
235000,-40.62400084,175.27456646
235100,-40.61371427,175.30050027
235200,-40.6233097,175.2848475
235300,-40.64205371,175.30927003
235400,-40.54988606,175.41331329
235500,-40.62073993,175.29658523
235600,-40.62888671,175.29037198
235700,-40.6214039,175.30936396
235800,-40.63650667,175.2892378
235900,-40.63216009,175.29899841
236000,-40.65174754,175.40147681
236300,-40.75542681,175.11598727
236400,-40.74369534,175.16963257
236500,-40.75304139,175.13966802
236600,-40.79710947,175.10587813
236700,-40.75979827,175.1672598
236800,-40.86463333,175.02708132
236900,-40.83731455,175.07479791
237000,-40.88107643,174.99882094
237100,-40.89195563,174.98473058
237200,-40.86251456,175.04924738
237300,-40.89483919,174.99338163
237400,-40.88290094,175.02785593
237500,-40.8945728,175.01141009
237600,-40.86597934,175.06643407
237700,-40.82379781,175.18692762
237800,-40.90799495,174.99886348
237900,-40.93688543,175.04763194
238000,-40.91582202,174.98216422
238100,-40.86699218,175.07883134
238300,-40.92186239,174.99270893
238400,-40.91934665,175.01186633
238500,-40.94126612,174.98329156
238600,-40.97186832,174.96895136
238800,-41.04419545,174.87349264
239000,-41.06768493,174.86039572
239100,-41.0986598,174.84388615
239200,-41.11339531,174.82698818
239300,-41.13204408,174.80949296
239400,-41.09485489,174.94674014
239500,-41.10398798,174.85284499
239600,-41.08897126,174.87453415
239800,-41.09886842,174.8670634
240000,-41.11593264,174.86350564
240100,-41.1282577,174.85723027
240200,-41.11331454,174.88235004
240300,-41.12000324,174.87336814
240400,-41.11717134,174.89107268
240500,-41.14311394,174.85567585
240600,-41.11459136,174.90415779
240700,-41.13969216,174.86263001
240800,-41.12984631,174.87999879
240900,-41.15160958,174.85007214
241000,-41.13722514,174.87140063
241100,-41.14999717,174.87143178
241200,-41.01655002,175.13338376
241300,-41.11205217,175.03826653
241400,-41.13877359,175.01905143
241500,-41.08596013,175.1131529
241600,-41.12290419,175.04604601
241700,-41.12890914,175.03679072
241800,-41.15226988,175.00981756
241900,-41.1201997,175.05787956
242000,-41.1328255,175.04564394
242100,-41.1093256,175.08443163
242200,-41.14890544,175.04082561
242300,-41.1566926,175.11790375
242400,-41.11875719,175.07244049
242500,-41.12888528,175.06086829
242600,-41.10626518,175.10879212
242700,-41.08870706,175.14335145
242800,-41.16844867,175.01768274
242900,-41.11739699,175.08712646
243000,-41.12711172,175.0762649
243200,-41.20840978,174.87990307
243300,-41.21562751,174.86781402
243400,-41.17271184,174.94294237
243500,-41.20345009,174.89320848
243600,-41.1900686,174.92123901
243700,-41.22362356,174.86969444
243800,-41.19825451,174.90584966
244000,-41.21402786,174.89365185
244100,-41.17126316,174.96462745
244200,-41.19937004,174.92439872
244300,-41.20872236,174.90664869
244400,-41.19088299,174.94107219
244500,-41.16891621,174.97736126
244600,-41.18492338,174.95918534
244700,-41.2248184,174.89062655
244800,-41.21349159,174.90936129
244900,-41.1669317,174.99312135
245000,-41.22967597,174.88725425
245100,-41.20573675,174.92732065
245200,-41.19581347,174.94455461
245300,-41.219921,174.90766865
245400,-41.19973943,174.94956607
245500,-41.21499593,174.92055257
245600,-41.20891382,174.93484484
245800,-41.22794428,174.90362008
245900,-41.1864706,174.97924526
246000,-41.22552582,174.91742982
246100,-41.21794009,174.92916885
246200,-41.19737756,174.96248511
246300,-41.18502912,174.98698353
246400,-41.20946486,174.95050323
246600,-41.23870795,174.94479641
246700,-41.28078028,174.90926531
246800,-41.27707617,175.02703281
246900,-41.25104641,174.93287708
247000,-41.2429916,174.95473935
247100,-41.26139998,174.94068073
247200,-41.30031562,174.8943222
247300,-41.2691306,174.95843259
247400,-41.2741023,174.94976407
247500,-41.25931237,174.71526254
247600,-41.16425548,174.82107209
247700,-41.15666441,174.83380144
247800,-41.18147753,174.81690066
247900,-41.17402334,174.82717262
248000,-41.17727395,174.83897037
248100,-41.19767254,174.81365567
248300,-41.21086631,174.8069531
248400,-41.22309862,174.79383525
248500,-41.20467061,174.82539903
248600,-41.21764248,174.80300624
248700,-41.21674369,174.81983715
248800,-41.24641459,174.77163121
248900,-41.22372125,174.80743127
249000,-41.23505672,174.79326105
249100,-41.25754511,174.76182629
249200,-41.23102176,174.80210834
249300,-41.2435098,174.78546517
249400,-41.28258876,174.72565725
249500,-41.22406312,174.82053599
249600,-41.2531632,174.77602584
249700,-41.23454859,174.82124819
249800,-41.21623239,174.83461826
249900,-41.27758715,174.74437222
250000,-41.24289834,174.79769751
250100,-41.26835527,174.76073653
250200,-41.25262817,174.78863328
250300,-41.26222883,174.77572711
250400,-41.28902351,174.73328551
250500,-41.24952131,174.80282147
250600,-41.28702587,174.747422
250700,-41.27624822,174.78772639
250800,-41.27908062,174.76019207
250900,-41.27246445,174.77422734
251000,-41.28249882,174.76874329
251100,-41.28798133,174.76045619
251200,-41.29574618,174.75986554
251300,-41.289084,174.7676253
251400,-41.2849345,174.77572593
251500,-41.30427883,174.75585667
251600,-41.29101921,174.77469531
251700,-41.2946931,174.77283972
251800,-41.29206034,174.78280365
251900,-41.30788268,174.76585404
252000,-41.30328333,174.77184245
252100,-41.29691524,174.78007236
252200,-41.31685108,174.75650937
252300,-41.29186473,174.79287237
252400,-41.30251481,174.77750144
252500,-41.29882878,174.78763827
252600,-41.29229126,174.80079878
252700,-41.33789607,174.76120032
252800,-41.31951669,174.76580188
252900,-41.30900081,174.78319441
253000,-41.31289315,174.77608237
253100,-41.30162529,174.79629811
253200,-41.31155628,174.79670032
253300,-41.3232653,174.77378029
253400,-41.30906949,174.79244614
253500,-41.297146,174.82454514
253600,-41.32048296,174.78439861
253700,-41.31694317,174.79267899
253800,-41.34095916,174.7690484
253900,-41.32428747,174.78913074
254000,-41.33666605,174.77592354
254100,-41.30598537,174.82326311
254200,-41.32095571,174.80136587
254300,-41.32710382,174.79417852
254400,-41.31292943,174.81763576
254500,-41.3341201,174.7826653
254600,-41.31756605,174.82576397
254700,-41.33776631,174.7873919
254800,-41.31890777,174.82187288
254900,-41.32072604,174.81420546
255100,-41.33164104,174.82054496
255200,-41.32569332,174.83335901
255300,-40.79823344,175.63791121
255400,-40.89511815,175.57935646
255500,-40.90223549,175.65959234
255600,-40.94117259,175.636236
255700,-40.9574562,175.63029837
255800,-40.93651284,175.6651881
255900,-40.95047108,175.66167048
256000,-40.95167579,175.64326344
256100,-40.94626766,175.65254353
256200,-40.96910555,175.63403571
256300,-40.94138749,175.68119066
256400,-40.95711923,175.66136336
256500,-40.91901694,175.98994746
256600,-40.98154193,175.71227861
256700,-40.96017905,175.66745802
256800,-40.91709663,175.45136445
256900,-41.01943446,175.52683939
257000,-41.0381449,175.58145467
257100,-41.03427242,175.51425212
257200,-41.21809101,175.86448451
257300,-41.06390044,175.36907465
257400,-41.33273164,175.08046255
257500,-41.11610965,175.32429671
257700,-41.08242941,175.45428378
257800,-41.37490301,175.45793738
257900,-41.21981971,175.45862537
300300,-40.86935481,172.57195655
300500,-40.86055176,172.81878698
300600,-40.89750912,172.92321196
300700,-41.05045126,172.92413331
300800,-41.08454704,173.00471432
300900,-41.24935169,172.85150896
301000,-41.16044272,172.98050868
301100,-41.1058919,173.01318855
301200,-41.12544913,172.99560963
301300,-41.12000591,173.0192224
301500,-41.50890922,172.78826525
301600,-41.26413088,173.0336074
301800,-41.88459953,172.4650349
302100,-41.32976373,173.08124813
302200,-41.33424814,173.1374464
302300,-41.41061439,173.04424634
302400,-41.33020686,173.16950532
302500,-41.49668834,173.12155468
302600,-41.37680724,173.09986171
302700,-41.36688271,173.14308841
302800,-41.33750365,173.18938637
302900,-41.34508297,173.17589231
303000,-41.35692129,173.17156812
303100,-41.34753186,173.18668242
303200,-41.34152248,173.20418736
303300,-41.34673271,173.19836451
303400,-41.35339405,173.18085402
303500,-41.38639039,173.20891676
303600,-41.23837971,173.41272827
303800,-41.22889456,173.32217366
304100,-41.2844889,173.24112112
304200,-41.26846575,173.2703045
304300,-41.24786852,173.31976671
304400,-41.30725889,173.22687972
304500,-41.27521882,173.26654466
304600,-41.29106093,173.25332264
304700,-41.27273863,173.28210878
304800,-41.26709294,173.29239874
304900,-41.28540651,173.26170072
305000,-41.30432817,173.23648616
305100,-41.31388017,173.22157736
305200,-41.28580137,173.26988584
305300,-41.28072441,173.28230759
305400,-41.30875019,173.24301865
305500,-41.27666765,173.2982542
305600,-41.29660057,173.27351504
305800,-41.32485632,173.2209409
305900,-41.32459713,173.24438648
306000,-41.31495427,173.26437329
306100,-41.33817502,173.21258863
306200,-41.3006165,173.29144468
306300,-41.25619764,173.62635385
306500,-41.3212678,174.04011823
306600,-41.71793751,173.30406264
306700,-41.26901239,174.03367332
306800,-41.2943994,173.99961791
306900,-41.41852542,173.91114659
307000,-42.09611412,173.2944504
307100,-41.50813804,173.82591754
307200,-41.48548663,174.00600752
307300,-41.5308031,173.90363794
307400,-41.47495673,173.96410184
307500,-41.50422292,173.93617831
307600,-41.51419128,173.93427609
307700,-41.50254609,173.95223455
307800,-41.52198108,173.9421136
307900,-41.51522392,173.96254647
308000,-41.50646403,173.96708444
308100,-41.52059859,173.95891011
308200,-41.5299556,173.94858091
308300,-41.5400542,173.9453563
308400,-41.52801744,173.95981668
308600,-41.53819682,173.9585948
308800,-42.19710797,173.64408497
308900,-42.4127248,173.67667951
309000,-41.29229662,172.26451215
309200,-41.74413804,171.60899375
309300,-41.78172508,171.64675725
309400,-41.76073382,171.60950019
309500,-41.7281935,171.86681611
309600,-41.92259823,171.5843637
309700,-42.17196452,171.99565878
309800,-42.11509177,171.86010893
309900,-42.31021412,171.43339948
310000,-42.39680002,171.25096679
310100,-42.43633349,171.2084546
310200,-42.44740905,171.19758926
310300,-42.45704831,171.19924986
310400,-42.45663632,171.21056711
310500,-42.4696684,171.20484572
310600,-42.48259655,171.19595853
310700,-42.52592165,171.16476131
310800,-42.55654451,171.28646793
310900,-42.48840424,171.41007694
311000,-42.43145547,171.68813975
311100,-42.66149957,171.69470271
311300,-43.61327906,169.84261384
311400,-42.6790058,171.13822806
311500,-42.71867868,170.97186323
311700,-42.78693668,170.96082934
311800,-43.09058185,170.78199705
311900,-43.25841799,170.43905254
312000,-42.87811794,171.30442912
312200,-42.64453066,172.95870738
312300,-42.5230022,172.82303493
312400,-42.93387941,172.54733326
312500,-42.79494631,173.22267123
312600,-43.12462587,172.56403398
312700,-42.98563474,172.94683521
312800,-43.13161687,172.78405755
312900,-43.15508463,172.73121686
313000,-43.12763768,172.24230998
313100,-43.284114,172.07365277
313200,-43.2987357,172.18309394
313300,-43.29262485,172.36275322
313400,-43.23066472,172.51680596
313500,-43.39853546,172.28813683
313600,-43.3561292,172.43471785
313700,-43.24549574,172.65358254
313800,-43.32395864,172.5645026
313900,-43.29751332,172.56938186
314000,-43.29311511,172.58645499
314100,-43.30164492,172.5814134
314200,-43.29742452,172.60089954
314300,-43.30960469,172.57660327
314500,-43.3119255,172.5854551
314600,-43.31092043,172.59368431
314700,-43.29270375,172.66440938
314800,-43.36686582,172.54447057
314900,-43.30889905,172.61033583
315000,-43.32718073,172.59765801
315100,-43.41513779,172.51062005
315200,-43.3357899,172.6359632
315300,-43.32176017,172.66587597
315400,-43.31136296,172.6965139
315500,-43.39545445,172.60785081
315600,-43.35501518,172.69010397
315700,-43.37053744,172.65771293
315800,-43.37879521,172.63724758
315900,-43.36711702,172.66837672
316000,-43.38223807,172.64425626
316100,-43.38654697,172.65446965
316200,-43.39182324,172.64664871
316500,-43.52734771,172.46226351
316600,-43.51680117,172.51440607
316800,-43.45442864,172.59833432
316900,-43.44568253,172.62309123
317000,-43.47757938,172.5726116
317100,-43.39599786,172.68638006
317200,-43.43834815,172.68103716
317300,-43.44840955,172.63764405
317400,-43.45866323,172.61415345
317500,-43.49336565,172.55854726
317600,-43.47061675,172.60263602
317700,-43.50441948,172.55027421
317800,-43.48356448,172.58765972
317900,-43.47930829,172.59864558
318000,-43.48933117,172.57900137
318100,-43.55260267,172.46962786
318200,-43.53364724,172.50821004
318300,-43.50169208,172.56281526
318400,-43.46980091,172.64502745
318500,-43.50653015,172.55730048
318600,-43.46919569,172.62469572
318700,-43.52505687,172.53013766
318800,-43.47845362,172.61331603
318900,-43.51339363,172.55038452
319000,-43.49422735,172.58605509
319200,-43.50309147,172.5759413
319300,-43.53393242,172.52261477
319400,-43.48926229,172.5969871
319500,-43.51559902,172.55870079
319600,-43.47970507,172.62290932
319700,-43.52219969,172.55203263
319800,-43.52902176,172.54286039
319900,-43.50194025,172.58969325
320100,-43.49681218,172.60013645
320200,-43.51329549,172.5691116
320300,-43.54456745,172.5156459
320500,-43.48988035,172.61871397
320600,-43.51329391,172.58360326
320700,-43.5243795,172.56260385
320800,-43.5066813,172.59635325
320900,-43.49804758,172.61506457
321000,-43.5324799,172.55741654
321100,-43.54829435,172.53309133
321200,-43.52336127,172.57826459
321300,-43.47713961,172.667796
321400,-43.50761954,172.60874654
321500,-43.5158088,172.59670819
321600,-43.46773853,172.6744824
321700,-43.49292661,172.63819328
321800,-43.52942223,172.576402
321900,-43.55272616,172.53849075
322000,-43.53514903,172.5690102
322100,-43.5022149,172.63050731
322200,-43.50650406,172.62267483
322300,-43.5449149,172.56350496
322400,-43.52473249,172.59447189
322500,-43.54869576,172.55275466
322600,-43.519344,172.6084094
322700,-43.53501129,172.58050185
322800,-43.55347306,172.54834148
322900,-43.56061939,172.54356224
323000,-43.51635206,172.61911331
323100,-43.50208583,172.64539115
323200,-43.52638334,172.60669389
323300,-43.53414393,172.59138797
323400,-43.49946804,172.65695807
323600,-43.55637675,172.55472853
323700,-43.47537667,172.69715881
323800,-43.5100332,172.63729113
323900,-43.51530568,172.62868317
324000,-43.48560388,172.68870014
324100,-43.55333199,172.56191278
324300,-43.56943685,172.5494709
324400,-43.53444076,172.60196831
324500,-43.57962401,172.54047012
324600,-43.49842561,172.66725305
324700,-43.55950031,172.56064383
324800,-43.5171441,172.63759046
325000,-43.55310995,172.58378183
325100,-43.48059253,172.70806659
325200,-43.53245227,172.61070266
325300,-43.51435173,172.64705847
325400,-43.56445434,172.56732388
325600,-43.49555459,172.68488895
325700,-43.52780609,172.6306519
325800,-43.52331085,172.64031708
325900,-43.51297088,172.65862627
326000,-43.48124273,172.71946258
326100,-43.54499206,172.61361904
326300,-43.57609972,172.56190899
326500,-43.51125813,172.67161006
326700,-43.56060632,172.59043228
326800,-43.52133921,172.65627083
326900,-43.55299393,172.6045523
327000,-43.5288128,172.64552854
327100,-43.53815861,172.64240289
327200,-43.49110354,172.71475402
327300,-43.57394904,172.5780119
327400,-43.5451456,172.62305787
327500,-43.50772731,172.69299144
327600,-43.55155974,172.62013861
327700,-43.56478385,172.60014316
327800,-43.52342743,172.6705672
327900,-43.52976222,172.6590257
328000,-43.58945552,172.56528263
328200,-43.5582285,172.61334307
328300,-43.50238558,172.71700742
328400,-43.51845163,172.68982292
328500,-43.52803092,172.67221803
328600,-43.51060358,172.70532318
328700,-43.5508551,172.63316794
328800,-43.5413884,172.6534567
328900,-43.53685957,172.66374679
329000,-43.59666832,172.5839002
329100,-43.55924724,172.62950338
329200,-43.56590241,172.61924876
329300,-43.52959968,172.68287429
329400,-43.55054464,172.64356518
329500,-43.5718849,172.6115739
329600,-43.5431686,172.65983408
329700,-43.55482073,172.64130395
329800,-43.51992407,172.70528668
329900,-43.55056762,172.65328212
330000,-43.58478365,172.60947081
330100,-43.54092011,172.67524201
330200,-43.51368514,172.72951195
330300,-43.57398844,172.62274596
330400,-43.53669331,172.68367216
330500,-43.54795758,172.66831604
330600,-43.56340204,172.64282459
330800,-43.5572164,172.6539556
330900,-43.55608227,172.66204386
331000,-43.55161834,172.67606106
331100,-43.54874136,172.68689845
331200,-43.56900535,172.6509299
331300,-43.57800586,172.64062139
331400,-43.56038209,172.67013928
331500,-43.56123026,172.68421207
331700,-43.53129617,172.73917693
331800,-43.56010436,172.70020341
331900,-43.57763059,172.71241055
332000,-43.56433719,172.71890228
332100,-43.56567241,172.73175646
332200,-43.6325423,172.63975372
332400,-43.57187078,172.74783696
332500,-43.6070273,172.70649172
332700,-43.57493364,172.7635625
332900,-43.63070411,172.73508181
333100,-43.78081842,172.72633833
333200,-43.67581961,172.93129665
333300,-43.84175281,172.95321591
333700,-43.34568833,171.90320308
333800,-43.48288665,171.78713574
333900,-43.47318088,172.01364558
334000,-43.49796117,172.09991696
334100,-43.47484385,172.19966515
334200,-43.65857485,172.03741575
334300,-43.56459027,172.15086518
334400,-43.49237114,172.35028822
334500,-43.56941172,172.31944743
334600,-43.52569623,172.36518722
334700,-43.61513889,172.30295866
334900,-43.60086348,172.3634067
335000,-43.65558055,172.37556591
335100,-43.60049642,172.37569815
335200,-43.59059543,172.39602587
335300,-43.6149097,172.37458523
335400,-43.79254412,172.21023844
335500,-43.61058176,172.40183653
335600,-43.59541921,172.46487554
335700,-43.57865333,172.50783629
335800,-43.72598112,172.33815647
335900,-43.63935048,172.52476378
336000,-43.64345571,172.47791199
336100,-43.638533,172.49369169
336200,-43.7602356,172.29661938
336300,-43.66624869,172.58448288
336400,-43.71908674,172.52693209
336700,-43.66455634,171.77355459
336800,-43.78492258,171.43181981
336900,-43.63301935,171.64267984
337000,-44.03656373,171.49741748
337100,-43.95897704,171.66500519
337200,-43.82506248,171.96646486
337300,-43.96318598,171.82829097
337400,-43.88205658,171.74512562
337500,-43.89054116,171.73232663
337600,-43.74700637,172.00903425
337700,-43.89179707,171.78945866
337800,-43.89118299,171.75756446
337900,-43.91264327,171.72370365
338100,-43.89854645,171.74431228
338200,-43.92478814,171.71822146
338300,-43.90293675,171.75799844
338400,-43.90025621,171.76581085
338500,-43.91158863,171.75646729
338700,-44.06044997,171.05797729
338800,-44.27189292,171.01446242
338900,-44.09410338,171.23854167
339000,-44.11035618,171.32575726
339100,-44.18539597,171.37833391
339200,-44.25662164,171.1360097
339300,-44.23697154,171.27660085
339400,-44.37278751,171.14676587
339500,-44.29433296,171.25526363
339600,-44.24725922,171.29783677
339700,-44.37306152,171.18538893
339800,-44.35333362,171.24781336
339900,-44.44015612,171.17525821
340000,-44.3836929,171.19636587
340100,-44.38744935,171.20852652
340200,-44.37956812,171.22462484
340300,-44.37704716,171.23534538
340400,-44.38615156,171.22318733
340500,-44.39352828,171.2178066
340600,-44.38365816,171.24203267
340700,-44.39596592,171.23045071
340800,-44.39548712,171.24169589
341000,-44.40623438,171.23201132
341100,-44.39838399,171.2514175
341300,-44.40469035,171.24632921
341400,-44.41174605,171.24726222
341500,-43.93299669,170.30583782
341800,-44.26855663,170.09376847
341900,-43.8561873,171.06857118
342000,-44.09701087,170.82535345
342100,-44.5949764,170.59314374
342200,-44.49962787,170.93976175
342300,-44.49021445,171.10964227
342400,-44.68813769,171.05113933
342500,-44.72202963,171.04779397
342600,-44.85372568,171.00103288
342700,-44.73240496,171.03832528
