,area,max_students,sector,latitude,longitude,age_min,age_max
1473,174900,45,primary,-37.813286345393905,175.77808357270126,5,13
1474,202000,39,primary,-37.89110085513559,176.75825294805824,5,13
1475,173900,211,primary,-37.65460243930939,175.532303414502,5,13
1476,204400,190,primary,-38.00252493616401,177.28605810416644,5,13
1477,169200,68,primary,-37.38594576301688,175.6797880281452,5,13
1478,174100,102,primary,-37.5399942164312,175.7108036954875,5,13
1479,187300,123,primary,-38.33997654877079,175.16449928471982,5,13
1480,169600,56,primary,-37.39295632357224,175.84470975765254,5,13
1481,202900,271,primary,-37.964377974569,176.98346799038993,5,13
1482,186000,201,primary,-38.047742095978116,175.7796694817515,5,13
1483,200500,472,primary,-38.14681580496571,176.24785330935185,5,11
1484,194800,436,primary,-37.70572566770659,176.16580753617612,5,11
1485,199500,102,primary,-38.131185547708526,176.21904706306054,5,11
1486,222600,33,primary,-38.88056572342155,175.25974332350577,5,13
1487,183600,308,primary,-38.00881247238544,175.3189341558645,5,13
1488,172100,138,primary,-37.672362615070305,175.15515540411047,5,13
1489,177600,333,primary,-37.76346256266275,175.25348850566652,5,13
1490,183200,204,primary,-37.89245355579136,175.4716760596463,5,13
1491,180900,235,primary,-37.81404153187455,175.28935134365398,5,13
1492,174200,273,primary,-37.54728280055166,175.69690439618077,5,13
1493,186600,136,primary,-38.23330294461055,175.8717699639703,5,11
1494,199700,116,primary,-38.13959463682473,176.22330984893756,5,11
1495,186900,39,primary,-38.14921202855386,174.73267516994565,5,13
1496,186800,358,primary,-38.242954651585954,175.85772062686107,5,13
1497,168100,156,primary,-37.01155834159616,175.8469691813006,5,13
1498,173200,417,primary,-37.827419556297386,175.35354633245478,5,11
1499,203100,133,primary,-38.06555767566782,177.0096306109356,5,13
1500,167200,8,primary,-36.98505948109856,175.500777067706,5,13
1501,222500,48,primary,-38.86741734602138,175.25175278245715,5,13
1502,173700,124,primary,-37.62168429522718,175.5970525974755,5,11
1503,188900,207,primary,-38.69179052349603,176.1003482924368,5,11
1504,173500,31,primary,-37.601838653133015,175.42979921300596,5,11
1505,222600,135,primary,-38.883505621454916,175.27137743064307,5,13
1506,171900,76,primary,-37.61364365783934,175.1873150477888,5,13
1507,189100,354,secondary,-38.69722374710833,176.09826788038907,11,13
1508,188600,462,primary,-38.68696000593031,176.07373258596084,5,11
1509,194800,784,secondary,-37.713149591540834,176.15483580312994,11,13
1510,193800,471,primary,-37.692472486146805,176.16463262910924,5,11
1511,194800,322,primary,-37.71179548350849,176.1469462792671,5,11
1512,194500,304,primary,-37.74056361141798,176.0949285335694,5,13
1513,173300,116,primary,-37.77311887806254,175.45443538354056,5,11
1514,203500,56,primary,-38.152021967054154,176.98533235481932,5,13
1515,171000,46,primary,-37.66935672197789,174.87371165620758,5,13
1516,188700,375,primary,-38.618507195893976,176.10113999981547,5,11
1517,174100,205,primary,-37.536852572846996,175.7097765454715,5,13
1518,184400,255,secondary,-38.01837305515478,175.33373177318018,11,13
1519,184000,552,primary,-38.01273527908886,175.31898426954427,5,11
1520,171100,313,primary,-37.40445198473974,175.1449385538413,5,11
1521,172400,327,primary,-37.74012546661787,175.1540001391875,5,13
1522,187300,328,primary,-38.32907311076765,175.16008918152485,5,13
1523,202400,28,primary,-38.10833499196865,176.8158926418056,5,13
1524,171800,134,primary,-37.881237135940275,174.86680151238903,5,13
1525,192100,45,primary,-37.7910592808442,176.3592102657203,5,13
1526,182300,44,primary,-37.80684446311619,175.5451004472547,5,13
1527,181400,120,primary,-37.92356421269943,175.13870617826,5,13
1528,175100,74,primary,-37.87015165971945,175.8478660352866,5,11
1529,191900,256,secondary,-37.79558608393494,176.3149714348696,11,13
1530,191900,368,primary,-37.78704127122591,176.31624219359549,5,11
1531,191200,270,primary,-37.67505455100254,176.07639330517287,5,13
1532,192000,144,primary,-37.90430433458132,176.2724609740965,5,13
1533,227200,231,primary,-40.14747810736925,175.49870791562748,5,13
1534,175700,561,primary,-37.739612572883814,175.2354328354611,5,13
1535,202400,192,primary,-38.03443537126282,176.79765644529317,5,13
1536,171800,108,primary,-37.827986843005554,174.95749559290698,5,13
1537,185900,134,primary,-38.144067792625904,175.68876674588313,5,13
1538,167700,100,primary,-37.14494189032235,175.54852717800847,5,13
1539,202000,133,primary,-37.92600474190973,176.86372811562867,5,13
1540,185800,126,primary,-37.975250865846306,175.75525554950949,5,11
1541,187700,18,primary,-38.468553369128976,175.9096359232256,5,13
1542,169200,48,primary,-37.43168102130719,175.64924517878174,5,13
1543,219800,112,primary,-39.32224804814154,174.22950618191996,5,13
1544,186500,195,primary,-38.22087335301309,175.86602317487208,5,11
1545,186600,200,secondary,-38.22763086009803,175.8602649392469,11,13
1546,186200,438,primary,-38.21268831280076,175.85477501595037,5,11
1547,222600,222,primary,-38.886968371517945,175.26880565263517,5,13
1548,168800,100,primary,-37.24208730232254,175.56934969234774,5,13
1549,201600,60,primary,-38.33249593276244,176.06799555946986,5,13
1550,177600,349,primary,-37.76267244822325,175.25772484766637,5,11
1551,171300,73,primary,-37.37142124046498,175.2665867842778,5,11
1552,174600,24,primary,-37.75976119132947,175.75472636834039,5,11
1553,190200,261,primary,-37.40568654213239,175.93828235216426,5,11
1554,169500,205,primary,-37.38264375481686,175.85565544275988,5,11
1555,169400,102,primary,-37.39010138181832,175.83792289201313,5,11
1556,170400,34,primary,-37.54353775109509,174.83257121002882,5,13
1557,169300,81,primary,-37.40964111304708,175.77077814784883,5,11
1558,201600,90,primary,-38.34150426210415,176.25641601436502,5,13
1559,204000,20,primary,-38.14309112665443,177.07253348805943,5,13
1560,190100,70,primary,-37.42680094381689,175.86932206315484,5,11
1561,170900,39,primary,-37.6751577215034,174.96911307127917,5,13
1562,204500,70,primary,-38.0839011118283,177.2935072385969,5,13
1563,203500,72,secondary,-38.22358431851147,176.84193118317071,5,19
1564,204100,127,primary,-38.026410890487725,177.1926658751449,5,13
1565,172200,379,primary,-37.675971654035195,175.1497919669101,5,13
1566,189300,414,primary,-38.71780848135829,176.0871102121513,5,11
1567,208200,31,primary,-39.65603163497029,176.40759272527515,5,13
1568,189400,73,primary,-38.787866886749946,176.07786271551936,5,11
1569,168700,75,primary,-37.23661788672937,175.39293861982907,5,13
1570,171800,66,primary,-37.847200894501846,175.03143038134812,5,13
1571,187100,30,primary,-38.261624993472836,175.1096932244162,5,13
1572,174500,139,primary,-37.7332915328342,175.69720146601802,5,11
1573,174500,55,primary,-37.72348502437907,175.7789053018727,5,11
1574,196600,332,primary,-37.72619757140476,176.19623731715515,5,11
1575,200000,553,primary,-38.15064858958325,176.21971040779206,5,11
1576,198600,438,primary,-38.13012626840534,176.21289814514296,5,11
1577,190900,72,primary,-37.717049778491834,175.99394191960488,5,13
1578,187700,102,primary,-38.427341604526816,175.80765513277058,5,13
1579,201200,156,primary,-38.158545773102624,176.26468942962978,5,13
1580,202600,288,secondary,-37.96200740144436,176.97015775546097,11,13
1581,198000,166,primary,-38.02634137079711,176.34337471258584,5,13
1582,204700,109,secondary,-37.574726248329,177.99659254130066,5,19
1583,138500,1624,secondary,-36.86405028589686,174.777419611236,5,19
1584,185000,36,primary,-38.14266559898394,175.5344536766193,5,13
1585,172800,260,primary,-37.791782259232455,175.15726739596735,5,13
1586,167400,130,primary,-36.914983728495365,175.77655750598328,5,13
1587,171700,109,primary,-37.61085040342198,175.34568716059823,5,13
1588,178300,202,primary,-37.77935433822544,175.27070637166526,5,13
1589,204300,162,primary,-38.038491756269735,177.2626842081074,5,13
1590,177700,385,primary,-37.76879121019155,175.2743362665302,5,11
1591,179700,663,primary,-37.790110623849436,175.29434878154055,5,13
1592,220800,111,primary,-39.4264880848819,174.15010340401244,5,13
1593,176800,326,primary,-37.774576489149815,175.2325193341841,5,13
1594,220900,92,primary,-39.54688759530996,174.12284688251415,5,13
1595,220800,170,primary,-39.479211695902194,174.225736275766,5,13
1596,242000,415,primary,-41.12887161155256,175.04458263538334,5,11
1597,246300,234,primary,-41.18025946701336,174.98489479740826,5,11
1598,104700,22,primary,-35.486382603436766,174.10520839156106,5,13
1599,104500,132,secondary,-35.394006004974436,174.00997456952675,5,14
1600,104500,195,secondary,-35.388290515187045,174.0205864171861,5,19
1601,309900,82,primary,-42.3475335045043,171.53855133234885,5,13
1602,310000,84,primary,-42.451895871339666,171.3111474303798,5,13
1603,338900,332,primary,-44.09678713521752,171.23909951608775,5,11
1604,227400,20,primary,-40.29581534291036,175.24903702384205,5,13
1605,339300,157,primary,-44.19020609633759,171.27839929821243,5,11
1606,339600,252,primary,-44.24640855762497,171.2855535972205,5,11
1607,340300,84,primary,-44.3790792472147,171.2313367255572,5,13
1608,340300,340,primary,-44.37356094882559,171.23601364867116,5,13
1609,339900,193,primary,-44.40969128638844,171.17220683937583,5,13
1610,340700,546,primary,-44.398563026907894,171.22668746685537,5,13
1611,339900,141,primary,-44.43450913796627,171.13046481918627,5,13
1612,341400,250,primary,-44.408881578901216,171.249867217732,5,13
1613,362200,219,primary,-46.43539852052868,168.35859991036918,5,11
1614,362500,243,primary,-46.431085282203945,168.37062973285992,5,11
1615,362400,224,primary,-46.42014738551579,168.38092450659352,5,11
1616,360600,462,primary,-46.37855338049955,168.339643511908,5,11
1617,363300,151,primary,-46.60207129623306,168.34443300766523,5,13
1618,310900,58,primary,-42.57601043551902,171.48165282038286,5,13
1619,326800,7,primary,-43.520278571651225,172.65496228578584,5,13
1620,220600,223,primary,-39.482592687695856,174.04528954976956,5,13
1621,220400,58,primary,-39.35084896387184,174.2839158617843,5,13
1622,217500,484,primary,-39.03516877059838,174.14447625048948,5,13
1623,217000,354,primary,-39.05971528188908,174.07898945511482,5,11
1624,216600,501,secondary,-39.06234586604559,174.0529425743914,11,13
1625,219300,163,primary,-39.14706783972411,174.14542155416527,5,13
1626,221000,153,primary,-39.435175287305164,174.29865788461933,5,13
1627,217300,392,primary,-39.04799880359839,174.10326144709384,5,11
1628,218200,351,primary,-39.089580675992416,174.05795719273814,5,11
1629,221900,164,secondary,-39.59401735378511,174.27759149425466,11,13
1630,221900,208,primary,-39.59326980329996,174.27433208184817,5,11
1631,217800,848,secondary,-39.07311456122424,174.08925947824227,11,13
1632,219900,18,primary,-39.26033595357895,174.56826550378074,5,13
1633,219000,127,primary,-39.05185314070477,174.24980072066492,5,11
1634,219600,454,primary,-39.159552060403854,174.1992395376428,5,13
1635,219600,94,primary,-39.16079432365775,174.29152696702192,5,13
1636,219000,160,primary,-39.06223248558919,174.2089476340991,5,11
1637,219900,12,primary,-39.29288774273663,174.63158397521016,5,13
1638,218700,369,primary,-39.089654350332395,174.10682057774736,5,13
1639,218900,134,secondary,-38.99939809523275,174.2421614510016,11,13
1640,220200,21,primary,-39.106783252204536,174.75037905189677,5,13
1641,217100,126,primary,-39.07567713411343,174.04573905100204,5,11
1642,222300,42,primary,-38.764526236113575,175.10226709184676,5,13
1643,218100,242,primary,-39.06257978023966,174.10325651692133,5,11
1644,220100,141,primary,-39.29107362943344,174.26381913660393,5,13
1645,219400,43,primary,-38.970446740866954,174.44956207543459,5,11
1646,221400,30,primary,-39.626496304776325,174.37046944094442,5,11
1647,216200,133,primary,-39.06368069172894,174.0362556648677,5,11
1648,221000,177,primary,-39.395574700646804,174.30224082738758,5,13
1649,219500,165,primary,-39.20100586842715,174.2315330798223,5,13
1650,221600,162,primary,-39.54038960985614,174.27287828738162,5,11
1651,216500,398,primary,-39.11939157575556,173.95740140863438,5,13
1652,216400,216,primary,-39.093436807079286,174.01919619182206,5,13
1653,222500,31,primary,-38.71253353207181,175.28847129883138,5,13
1654,220700,213,primary,-39.44962058024434,173.8555430028752,5,13
1655,217500,403,primary,-39.024478943043434,174.15114773005644,5,13
1656,221800,58,primary,-39.6005393338589,174.28000328394762,5,11
1657,219700,26,primary,-39.20043505513514,174.32169338945587,5,13
1658,221000,56,primary,-39.424493060618744,174.36110967328983,5,13
1659,216800,308,primary,-39.07404196506934,174.0346565774603,5,11
1660,217300,285,primary,-39.05145541671133,174.10193103441512,5,11
1661,228800,171,primary,-40.31532455921149,175.57171786916803,5,13
1662,221900,295,primary,-39.59011572067666,174.28035056018987,5,13
1663,216600,304,primary,-39.062861727419524,174.05122490759305,5,11
1664,220700,84,primary,-39.44963752497446,173.859797323008,5,13
1665,220400,217,primary,-39.344308006667084,174.2844416159116,5,13
1666,218500,68,primary,-39.0062449930115,174.2285438449452,5,13
1667,220800,14,primary,-39.42782586021921,174.15358724236745,5,13
1668,219600,92,primary,-39.15808582810815,174.2103419149668,5,13
1669,217800,184,primary,-39.07559662720523,174.08207663174286,5,11
1670,220300,444,primary,-39.34013495778124,174.27840111895904,5,13
1671,221700,292,primary,-39.58093070444568,174.28946941038285,5,11
1672,219000,172,primary,-39.034654598982,174.2792256060051,5,11
1673,222300,20,primary,-38.93912127062584,175.01250459528498,5,13
1674,220000,156,primary,-39.32392461017802,174.40792803583884,5,13
1675,221300,308,primary,-39.57110996682684,174.2690587100349,5,11
1676,219400,102,primary,-38.99935654745259,174.39130886143744,5,11
1677,219200,13,primary,-38.94565800887616,174.53047534194658,5,13
1678,218000,398,primary,-39.08008902528623,174.0777748882019,5,11
1679,218500,105,primary,-39.00408608195384,174.2338654051109,5,11
1680,218900,241,primary,-38.993655007003014,174.24334202769023,5,11
1681,219600,51,primary,-39.13361537964343,174.24490324214221,5,13
1682,218100,402,primary,-39.07200621229524,174.09300977402003,5,11
1683,216600,369,primary,-39.06165258462925,174.0557490030795,5,11
1684,217400,117,primary,-39.072249964515876,174.06391611539036,5,11
1685,187000,1,primary,-38.47175296050363,174.679893611862,5,13
1686,218000,426,primary,-39.08221935749173,174.06609754233807,5,11
1687,223300,13,primary,-39.787168206750486,175.2620577093082,5,13
1688,232400,133,primary,-40.3633469057017,175.66420622661366,5,11
1689,227600,33,primary,-39.97225327291896,175.87383127261438,5,13
1690,225300,54,secondary,-39.93900618670259,175.0305953743,8,15
1691,223600,81,primary,-39.93057958886683,174.98071796574166,5,11
1692,232200,488,primary,-40.29050337669915,175.75646018817304,5,13
1693,228700,32,primary,-40.177813978254335,175.81176050430287,5,13
1694,230700,102,primary,-40.37229439910267,175.58725354098198,5,11
1695,227800,64,primary,-40.40914287057264,175.37740452439735,5,13
1696,223500,61,primary,-39.84386299499931,175.02435378900142,5,13
1697,227000,181,primary,-40.168258742150556,175.3852070231566,5,13
1698,228900,19,primary,-40.281647995255156,175.63329044147218,5,13
1699,225300,241,primary,-39.93555324498899,175.03030426053456,5,11
1700,223800,198,primary,-39.94085359379486,174.9918068570385,5,11
1701,224600,158,primary,-39.89262360333714,175.08279411569035,5,11
1702,227000,193,primary,-40.18022214668548,175.3790926104367,5,13
1703,229100,344,primary,-40.345062893851996,175.584332682675,5,11
1704,350700,40,primary,-45.90012509576544,170.41014719912,5,13
1705,234200,250,primary,-40.47491501933068,175.29347402863095,5,13
1706,231400,663,primary,-40.36106937003916,175.62085115222666,5,11
1707,228700,147,primary,-40.22676420138688,175.64892339083158,5,13
1708,225900,261,primary,-39.93832031622085,175.07427942513044,5,11
1709,228500,202,secondary,-40.221738456675084,175.57897141345833,11,13
1710,225600,136,primary,-39.95896268806824,175.19949616379066,5,13
1711,234100,192,primary,-40.460634159474,175.22646753183938,5,13
1712,234200,78,primary,-40.468984195803955,175.2814416360879,5,13
1713,227800,75,primary,-40.33085486312639,175.4113570807056,5,13
1714,225300,296,primary,-39.94249152282326,175.03045147972347,5,11
1715,229500,192,primary,-40.35362711559646,175.58374416805262,5,11
1716,228700,156,primary,-40.27141735957726,175.70283519623894,5,13
1717,231800,391,primary,-40.35653764740195,175.6307277988707,5,11
1718,226400,171,primary,-39.935558296107246,175.56480306088028,5,13
1719,226900,226,primary,-40.07889939794894,175.37306183253344,5,13
1720,223400,85,primary,-39.85112873972626,174.9323821061409,5,13
1721,229500,153,primary,-40.34789507652421,175.5334898097803,5,13
1722,222800,19,primary,-39.101244705719616,175.27218845585807,5,13
1723,225900,116,primary,-39.9610139133512,175.10035301536317,5,13
1724,222200,72,primary,-39.706581875026934,174.44705193987517,5,11
1725,223300,8,primary,-39.69028409356831,175.33550255098547,5,13
1726,205800,255,primary,-38.65106476411678,178.00070561167905,5,11
1727,223800,168,secondary,-39.94078169550108,174.99553438023966,5,19
1728,224800,150,primary,-39.92234954596306,175.04702025180464,5,11
1729,207600,6,primary,-38.81625094813322,177.29604881629498,5,13
1730,227100,46,primary,-40.05322702140751,175.77789899013618,5,13
1731,227100,79,primary,-40.10725477110309,175.72082119936272,5,13
1732,221900,106,secondary,-39.59265667642944,174.27055226053977,5,19
1733,224700,158,secondary,-39.94366694455384,175.00533899529285,5,19
1734,227500,51,primary,-40.31080592966527,175.4872287395984,5,13
1735,232100,176,primary,-40.41151981522879,175.59185106578218,5,13
1736,232100,20,primary,-40.42993814354314,175.55072328292843,5,13
1737,229700,152,primary,-40.38529755674275,175.5433070250206,5,13
1738,228300,596,primary,-40.218247008618086,175.5781449164303,5,11
1739,228200,426,primary,-40.22191945547903,175.55964689169963,5,11
1740,226400,4,primary,-39.817722825000615,175.36217382225257,5,13
1741,226500,19,primary,-39.80761774955608,175.7908268815246,5,13
1742,222700,100,primary,-38.888608791246476,175.32347777477543,5,13
1743,224300,46,primary,-39.93749772337505,175.01417219410922,5,13
1744,226900,82,primary,-40.08859267856288,175.38767809015008,5,13
1745,226300,28,primary,-40.0361122340275,175.17562641762626,5,13
1746,226700,198,primary,-40.0717313696078,175.38019782211546,5,13
1747,226500,40,primary,-39.65143926857125,175.7211261003708,5,13
1748,229000,418,primary,-40.33151734730438,175.6117525644619,5,11
1749,226100,13,primary,-39.58076733550606,175.861115512079,5,13
1750,235100,212,primary,-40.57801600690549,175.33728719788067,5,13
1751,229900,199,secondary,-40.3631073704183,175.59188385900137,11,13
1752,223900,160,primary,-39.92000512669089,175.01135464995002,5,11
1753,227500,108,primary,-40.20080554152039,175.48184321352952,5,13
1754,222800,56,primary,-39.172532584394745,175.39766950852152,5,13
1755,222000,12,primary,-39.5868345761841,174.839734593473,5,13
1756,228300,296,primary,-40.21297208020481,175.56777952438873,5,13
1757,223100,279,primary,-39.415381718298946,175.4069037450437,5,13
1758,225600,66,primary,-39.92419062749877,175.12550119485638,5,13
1759,222900,43,primary,-39.328779496661404,175.2341745667362,5,13
1760,227400,129,primary,-40.37389369504821,175.31924021863819,5,13
1761,230100,144,primary,-40.361306077969694,175.59527343462224,5,11
1762,222800,51,primary,-38.99765713400843,175.37991238082648,5,13
1763,229600,448,primary,-40.35035680247178,175.60329780304423,5,11
1764,231600,390,secondary,-40.36221425017362,175.61108059938348,11,13
1765,226500,6,primary,-39.6764051776491,175.54306925141037,5,13
1766,231500,327,primary,-40.35093504628631,175.63966608430903,5,11
1767,226100,6,primary,-39.61643055421042,176.0021102440296,5,13
1768,223000,172,primary,-39.43188548292158,175.27891801526098,5,13
1769,231300,396,primary,-40.37745175001336,175.5934353655723,5,11
1770,227500,148,primary,-40.29542375411234,175.42889832366737,5,13
1771,230200,385,primary,-40.3299634972652,175.63365600018045,5,13
1772,230200,349,secondary,-40.33944305212233,175.62489796598788,11,13
1773,229800,345,primary,-40.339351375954074,175.6138974194923,5,11
1774,224400,98,secondary,-39.933561308919664,175.02003111098756,11,13
1775,227300,33,primary,-40.22244510709772,175.4231973652029,5,13
1776,209200,195,secondary,-39.642303379346004,176.78552538610808,5,19
1777,226700,156,primary,-40.08703178253001,175.30937922229657,5,13
1778,225500,270,primary,-39.92039773697077,175.06656113503854,5,13
1779,209500,542,primary,-39.6271176842096,176.83207662803846,5,11
1780,231700,196,primary,-40.36120805978665,175.6314251558651,5,11
1781,224200,435,primary,-39.91750919138157,175.02939476100414,5,11
1782,228300,117,primary,-40.22051901442193,175.57038045243175,5,13
1783,222200,21,primary,-39.7595294412345,174.47785192926654,5,11
1784,226500,138,primary,-39.68477868657855,175.80914341551966,5,13
1785,224800,265,primary,-39.91244678941799,175.05001435725748,5,13
1786,234200,26,primary,-40.47670371777738,175.2849523616227,5,13
1787,226900,38,primary,-40.07482728883144,175.37679453889928,5,13
1788,230200,199,primary,-40.33840039311215,175.62325584475045,5,11
1789,229900,264,primary,-40.360346671777265,175.59034606340657,5,13
1790,228400,136,primary,-40.25718392899855,175.59911263144897,5,13
1791,226100,16,primary,-39.69195965925405,175.94244113180167,5,13
1792,224300,121,primary,-39.93608639008182,175.01440206798708,5,11
1793,230800,150,primary,-40.34523678703117,175.6279106482612,5,11
1794,231900,154,primary,-40.401091959994474,175.62011200504307,5,11
1795,226300,32,primary,-40.04944555436774,175.21601023100152,5,13
1796,224600,123,primary,-39.8660241131274,175.11519229911133,5,13
1797,223200,98,primary,-39.4688570514033,175.67316167715867,5,13
1798,222100,44,primary,-39.80440353050307,174.73637948279352,5,13
1799,227100,63,primary,-40.0417951516176,175.64260908390236,5,13
1800,225100,210,primary,-39.91493298020832,175.06344522420568,5,11
1801,225000,292,secondary,-39.92840237788178,175.04163827037667,11,13
1802,222100,98,primary,-39.76362170717569,174.6294185275329,5,13
1803,231200,336,primary,-40.37075140674034,175.60090135022668,5,11
1804,223700,243,primary,-39.896490930221844,174.99365345472646,5,13
1805,231100,525,primary,-40.32556766874186,175.67518666302743,5,13
1806,226300,32,primary,-40.006281216273194,175.17521669397118,5,13
1807,222200,42,primary,-39.74464643226863,174.51189320558169,5,11
1808,231800,380,primary,-40.360497408221235,175.64191343924188,5,11
1809,215700,79,primary,-39.861774840569915,176.53190640706617,5,13
1810,214900,362,primary,-39.54138650579097,176.85888674546754,5,11
1811,206500,273,primary,-38.66679636867023,178.00914333044048,5,11
1812,214600,339,primary,-39.536455216468724,176.85143874572333,5,11
1813,208500,88,primary,-39.64864577035767,176.7543007186691,5,13
1814,209500,86,primary,-39.626064161226864,176.81873248869695,5,11
1815,209600,242,primary,-39.585072427457256,176.9222805018871,5,11
1816,206000,40,primary,-38.66104666140206,177.9954696567915,5,11
1817,233300,277,primary,-40.20929958861733,176.09134055815943,5,13
1818,209900,157,primary,-39.64463499959574,176.8257798974636,5,11
1819,207000,387,primary,-38.676553228191594,178.04493579162443,5,11
1820,206000,72,primary,-38.65510227425449,177.99403850184845,5,11
1821,215900,49,primary,-39.9147804636076,176.81293557520078,5,13
1822,212300,349,primary,-39.40259776430287,176.8529191544536,5,13
1823,214600,85,secondary,-39.53633205446653,176.85206610878024,8,15
1824,209100,486,primary,-39.621691596907525,176.79156559755137,5,13
1825,216100,112,primary,-40.14960686281723,176.44414783016057,5,13
1826,207800,114,primary,-38.96654014710669,177.4059918591836,5,11
1827,206700,418,primary,-38.654658039938255,178.0301259712379,5,11
1828,206500,364,secondary,-38.66325349477023,178.01181800316348,11,13
1829,214600,488,primary,-39.52946224716318,176.85818343387155,5,11
1830,210700,218,primary,-39.64625389809277,176.84068261325868,5,11
1831,210700,549,secondary,-39.64919956739456,176.838074984383,11,13
1832,212600,144,primary,-39.47701458010424,176.88246629466875,5,11
1833,211300,169,primary,-39.6256920475446,176.9508169675076,5,11
1834,211700,318,secondary,-39.664528355360915,176.89382566987894,11,13
1835,211600,580,primary,-39.67066699479317,176.88018265644348,5,11
1836,215100,294,primary,-39.515903008155306,176.88731932867873,5,11
1837,343100,63,primary,-44.489222890561855,169.96190606675088,5,13
1838,209500,415,secondary,-39.62996004017134,176.8222871600586,11,13
1839,204900,175,primary,-37.927714349732085,178.26052142912854,5,13
1840,206900,223,secondary,-38.66879960972112,178.04531873233256,11,13
1841,209100,352,primary,-39.627991335991,176.78330024038863,5,13
1842,207400,16,primary,-39.06205144343248,177.0356401941924,5,13
1843,210700,130,secondary,-39.64656887171649,176.84158872194453,8,15
1844,211400,316,primary,-39.67361127895972,176.8704048278242,5,11
1845,208800,39,primary,-39.58131894501627,176.75911014647713,5,13
1846,209800,398,primary,-39.626235841331784,176.846580336837,5,11
1847,205600,139,primary,-38.651079560508315,177.9600725785894,5,11
1848,204900,15,primary,-37.951708507646075,178.2260495409474,5,13
1849,205400,182,primary,-38.6251641229056,177.95668061907622,5,11
1850,206300,495,primary,-38.6479016337882,178.0193702988155,5,11
1851,210400,49,primary,-39.617156677932854,176.89274996767298,5,13
1852,205200,26,primary,-38.29388017641573,178.27270313015038,5,13
1853,205300,144,primary,-38.68010700113934,177.904156958773,5,13
1854,215300,180,primary,-39.512761036321365,176.90529525617052,5,13
1855,257100,194,primary,-41.03452655738964,175.52082158776653,5,13
1856,215000,252,primary,-39.5061235197698,176.90563857725158,5,11
1857,205000,4,primary,-38.099260279476624,178.0533109935135,5,13
1858,204800,49,primary,-38.359976079641925,177.53425025401202,5,13
1859,208700,96,primary,-39.83421696152538,176.63375336267424,5,13
1860,210900,302,primary,-39.637660541473174,176.86098343776345,5,11
1861,215400,104,primary,-39.54501060484415,176.890349107612,5,13
1862,204600,10,primary,-38.25641229588444,177.54837818186994,5,13
1863,205300,25,primary,-38.75558518655244,177.92060451961078,5,13
1864,252100,274,primary,-41.29775061371879,174.7780234909382,5,13
1865,213400,286,primary,-39.48896250773055,176.9086851436985,5,11
1866,214500,406,secondary,-39.49499296088042,176.9076487646078,11,13
1867,214500,422,primary,-39.49744040086346,176.90798876826648,5,11
1868,205300,30,primary,-38.584814995853606,177.79037618998905,5,13
1869,232800,67,primary,-40.071451824550195,176.2169482390165,5,13
1870,207900,118,primary,-39.045316137706955,177.73913768359466,5,13
1871,214100,339,primary,-39.50525128987345,176.89200623504664,5,11
1872,215600,67,primary,-39.91493982786533,176.41854578885216,5,13
1873,205400,96,primary,-38.552407161145474,177.91970173615817,5,11
1874,215700,90,primary,-39.89775601912554,176.63205863373747,5,13
1875,210200,37,primary,-39.68789597440783,176.78661206541662,5,13
1876,208400,39,primary,-39.58136685154857,176.863415837098,5,11
1877,233100,30,primary,-40.30735670233696,175.9099853718407,5,13
1878,211100,524,primary,-39.652068257532235,176.85967670215373,5,11
1879,208000,54,primary,-39.346960625884805,176.60555966215935,5,13
1880,205300,15,primary,-38.626558012309104,177.88803611399123,5,13
1881,124200,141,primary,-36.87540468708163,174.5985683537988,5,13
1882,209200,558,primary,-39.62933494220881,176.79120400922076,5,13
1883,307900,81,primary,-41.510355961885445,173.95529014913515,5,11
1884,213800,396,primary,-39.51668232929344,176.86592286487598,5,11
1885,212900,308,primary,-39.485502503535336,176.8975796108546,5,11
1886,204700,26,primary,-37.57272515567674,178.1424231960285,5,13
1887,208700,116,primary,-39.75923336064453,176.72356805221898,5,13
1888,208800,97,primary,-39.54734164705228,176.68287106097955,5,13
1889,212400,260,primary,-39.506516234595644,176.7918215540361,5,13
1890,207400,12,primary,-38.94313367539814,177.02721108549548,5,13
1891,207400,15,primary,-39.134577720652565,177.00704936778996,5,13
1892,204700,27,primary,-37.77239319586025,178.46069538511674,5,13
1893,209900,328,primary,-39.63897697344174,176.82348672555705,5,11
1894,214600,214,primary,-39.53154109491527,176.85873526352054,5,11
1895,205100,27,primary,-38.54886888121822,177.63147659261404,5,13
1896,204700,31,primary,-37.792597115889116,178.41320736256193,5,13
1897,215300,82,primary,-39.519537188130826,176.90257447618325,5,11
1898,205700,154,primary,-38.64548352507604,178.003549734082,5,11
1899,232900,166,primary,-40.234400417920575,176.0034467436497,5,13
1900,208100,66,primary,-39.50582275522507,176.57504268820952,5,13
1901,215600,25,primary,-39.941585813315235,176.30938566020805,5,13
1902,233300,162,primary,-40.20989650656359,176.10197550003312,5,13
1903,210800,229,primary,-39.646033101094616,176.84668850881494,5,13
1904,216000,124,primary,-39.99422593505508,176.55923680152125,5,13
1905,207800,87,primary,-39.03491218997699,177.41969610500982,5,13
1906,205700,230,primary,-38.64844171821637,177.9903845598087,5,11
1907,209800,278,primary,-39.62362428124999,176.8478601755825,5,13
1908,215600,175,primary,-40.02502263916641,176.3466235120482,5,13
