oareas,f A,f B,f C,f D,f E,f F,f G,f H,f I,f J,f K,f L,f M,f N,f O,f P,f Q,f R,f S,m A,m B,m C,m D,m E,m F,m G,m H,m I,m J,m K,m L,m M,m N,m O,m P,m Q,m R,m S
208100,86,0,7,0,9,0,2,2,4,0,0,6,7,6,0,13,0,0,4,207,0,17,0,60,0,1,1,16,0,0,6,5,6,0,3,0,0,4
208200,74,2,56,0,4,0,2,8,3,0,0,2,20,6,0,27,10,2,14,178,10,125,0,25,0,1,4,13,0,0,2,14,6,0,7,2,2,14
208300,99,0,218,0,21,4,2,50,29,0,0,6,72,40,0,54,82,0,17,237,3,482,3,132,8,1,27,110,0,0,6,53,43,0,15,15,0,17
208400,194,2,48,0,12,0,17,2,11,0,0,4,14,175,6,27,24,8,14,465,14,106,3,78,0,12,1,44,0,0,4,10,189,6,7,4,8,14
208500,516,0,39,0,1,0,4,22,5,0,0,4,4,114,302,81,58,21,4,1236,0,86,0,7,0,3,12,19,0,0,4,3,123,328,23,11,20,4
208600,305,0,39,65,47,49,20,72,35,9,0,4,2,53,0,54,3,18,10,732,0,86,215,288,90,14,39,132,7,0,4,1,58,0,15,0,16,10
208700,128,0,5,0,2,7,7,0,0,0,0,2,2,0,0,19,14,8,2,306,0,11,0,14,13,5,0,0,0,0,2,1,0,0,5,2,8,2
208800,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,3,0,4,24,0,0,0,7,0,0,0,0,0,0,0,0,0,0,25,0,0,4
209000,4,0,1,0,0,1,4,0,0,0,0,0,0,0,0,32,17,0,2,11,0,2,0,0,2,3,0,0,0,0,0,0,0,0,9,3,0,2
209100,16,0,0,1,4,0,68,31,0,2,0,2,0,0,8,184,141,4,2,39,0,0,6,25,0,50,17,0,1,0,2,0,0,8,53,27,4,2
209200,14,0,2,0,4,0,7,5,0,0,0,0,0,6,2,76,14,0,6,34,0,5,0,30,0,5,2,3,0,0,0,0,6,2,22,2,0,6
209400,26,0,0,0,33,0,40,163,3,0,0,6,4,4,0,348,141,2,4,64,0,0,0,204,0,29,88,13,0,0,6,3,4,0,100,27,2,4
209500,2,0,2,0,5,17,2,8,2,0,9,2,24,0,30,130,3587,4,8,5,0,5,0,36,31,1,4,9,0,7,2,17,0,32,37,689,4,8
209600,49,0,2,3,25,0,60,27,7,0,0,0,14,6,0,48,47,8,12,118,0,5,12,156,0,44,14,27,0,0,0,10,6,0,14,9,8,12
209700,12,0,30,0,4,7,404,154,1,6,19,4,60,57,4,38,152,2,17,29,0,67,0,30,13,296,83,6,5,15,4,44,61,4,11,29,2,17
209800,7,0,7,0,4,5,4,27,8,0,0,2,0,4,0,141,152,0,4,17,0,17,0,30,10,3,14,33,0,0,2,0,4,0,40,29,0,4
209900,70,0,1,0,4,0,20,5,0,0,0,0,28,6,2,87,35,0,8,168,0,2,0,30,0,14,2,0,0,0,0,20,6,2,25,6,0,8
210000,49,0,2,0,6,2,9,13,0,0,0,8,7,6,12,9,82,2,8,118,0,5,0,42,5,7,7,0,0,0,8,5,6,13,2,15,2,8
210200,413,0,43,0,23,46,48,22,1,0,0,12,20,60,0,9,10,6,35,989,0,96,0,144,86,35,12,6,0,0,13,14,65,0,2,2,6,34
210300,0,0,1,0,3,0,0,19,0,0,2,0,12,12,0,6,423,39,14,0,0,2,0,21,0,0,10,3,0,1,0,8,13,0,1,81,37,14
210400,330,0,398,42,10,128,32,19,47,4,0,4,128,444,16,16,0,10,84,791,0,877,140,66,236,23,10,177,3,0,4,95,481,18,4,0,10,83
210500,41,0,546,21,154,123,1336,427,16,73,442,121,715,464,619,250,823,32,281,98,0,1206,70,938,227,977,231,60,59,370,130,533,502,670,72,158,30,279
210600,111,0,32,0,9,0,16,27,0,0,0,2,4,0,0,22,29,4,21,267,0,72,0,60,0,11,14,0,0,0,2,3,0,0,6,5,4,20
210700,22,0,2,0,19,2,9,2,0,0,9,0,2,2,14,326,17,13,35,54,0,5,0,120,5,7,1,3,0,7,0,1,2,15,94,3,12,34
210800,20,0,6,0,2,0,12,2,0,0,0,0,0,10,0,81,0,8,10,49,0,14,0,14,0,8,1,3,0,0,0,0,10,0,23,0,8,10
210900,12,0,9,0,19,1,17,0,1,0,0,0,0,4,0,239,88,0,0,29,0,20,0,120,2,12,0,6,0,0,0,0,4,0,69,16,0,0
211000,0,0,0,0,10,0,28,19,0,0,0,4,9,8,0,97,14,2,12,0,0,0,0,66,0,20,10,0,0,0,4,7,8,0,28,2,2,12
211100,10,0,5,0,4,0,32,36,3,0,0,0,24,30,0,54,47,6,10,24,0,11,0,30,0,23,19,13,0,0,0,17,32,0,15,9,6,10
211200,165,0,96,13,17,1,0,13,0,0,2,2,7,2,0,54,3,6,4,395,0,212,43,108,2,0,7,0,0,1,2,5,2,0,15,0,6,4
211300,7,0,19,0,12,4,40,81,0,0,0,4,4,12,0,16,3,18,2,17,0,43,0,78,8,29,44,3,0,0,4,3,13,0,4,0,16,2
211400,10,0,0,0,9,0,2,0,0,0,0,0,7,2,0,54,29,0,6,24,0,0,0,60,0,1,0,0,0,0,0,5,2,0,15,5,0,6
211500,1,0,13,0,8,4,20,68,13,0,2,2,4,33,0,261,529,0,4,2,0,28,0,54,8,14,36,49,0,1,2,3,36,0,75,101,0,4
211700,12,0,7,0,13,1,12,50,0,0,0,12,24,0,0,19,64,2,12,29,0,17,0,84,2,8,27,0,0,0,13,17,0,0,5,12,2,12
211800,3,0,2,0,9,12,4,50,0,0,0,2,0,10,0,54,70,4,12,8,0,5,0,60,22,3,27,3,0,0,2,0,10,0,15,13,4,12
211900,57,0,3,0,8,10,9,5,0,2,11,10,24,4,0,54,52,0,21,138,0,8,0,54,19,7,2,0,1,9,10,17,4,0,15,10,0,20
212000,2,0,41,0,4,1,44,63,0,0,0,4,7,6,0,38,41,0,4,5,0,91,0,30,2,32,34,0,0,0,4,5,6,0,11,7,0,4
212100,0,0,2,0,3,0,2,0,1,0,0,2,12,0,0,163,0,6,2,0,0,5,0,21,0,1,0,6,0,0,2,8,0,0,47,0,6,2
212200,37,0,37,0,7,1,9,77,0,0,2,0,4,4,0,16,7,4,2,89,0,82,3,48,2,7,41,0,0,1,0,3,4,0,4,1,4,2
212300,49,0,74,0,6,1,60,36,64,0,2,26,14,329,0,43,10,0,31,118,0,164,0,42,2,44,19,243,0,1,29,10,357,0,12,2,0,31
212400,16,0,17,0,4,0,14,45,0,0,0,2,7,2,0,108,258,0,0,39,0,38,0,30,0,10,24,0,0,0,2,5,2,0,31,49,0,0
212500,0,0,6,0,1,0,0,45,0,0,0,0,0,4,8,0,0,28,6,0,0,14,0,7,0,0,24,0,0,0,0,0,4,8,0,0,27,6
212600,0,0,7,0,2,4,2,63,0,0,0,0,0,0,2,19,0,10,0,0,0,17,0,14,8,1,34,3,0,0,0,0,0,2,5,0,10,0
212800,99,0,722,13,140,345,445,118,141,58,15,80,241,276,134,38,82,6,218,237,0,1591,43,854,635,325,64,531,46,12,87,179,298,145,11,15,6,216
212900,61,0,74,0,15,34,64,309,26,2,16,67,305,12,148,38,764,25,14,148,0,164,0,96,63,47,167,99,1,13,72,227,13,160,11,146,23,14
213000,2,0,24,0,12,0,48,40,0,0,0,2,7,0,2,54,10,2,0,5,0,53,0,78,0,35,22,3,0,0,2,5,0,2,15,2,2,0
213100,8,0,7,0,7,1,14,45,7,0,2,2,12,14,0,0,129,6,6,20,0,17,0,48,2,10,24,27,0,1,2,8,15,0,0,24,6,6
213200,8,0,2,1,7,4,9,59,0,0,0,8,44,2,26,522,482,4,10,20,0,5,6,48,8,7,32,3,0,0,8,32,2,29,151,92,4,10
213300,0,0,7,0,4,2,9,63,165,0,2,12,56,20,14,195,7,2,21,0,0,17,0,30,5,7,34,619,0,1,13,41,21,15,56,1,2,20
213400,8,0,7,0,8,8,24,22,1,0,0,14,20,134,0,59,41,0,28,19,0,17,0,54,16,17,12,6,0,0,15,14,145,0,17,7,0,27
213500,14,0,0,0,6,0,7,8,1,0,0,2,2,8,0,16,58,0,6,34,0,0,0,42,0,5,4,6,0,0,2,1,8,0,4,11,0,6
213600,0,0,1,0,4,0,170,27,3,0,0,0,0,0,0,27,29,0,4,0,0,2,0,30,0,124,14,13,0,0,0,0,0,0,7,5,0,4
213700,3,0,9,0,19,2,129,90,3,0,13,8,36,2,12,32,117,2,28,8,0,20,0,120,5,94,49,13,0,11,8,26,2,13,9,22,2,27
213800,2,0,1,0,3,0,2,22,5,0,0,0,2,2,0,141,7,4,2,5,0,2,0,21,0,1,12,22,0,0,0,1,2,0,40,1,4,2
213900,4,0,1,0,4,0,2,0,0,0,0,4,2,0,37,0,29,4,0,11,0,2,0,30,0,1,0,0,0,0,4,1,0,40,0,5,4,0
214000,0,0,3,0,7,7,161,27,0,0,0,2,2,4,0,22,17,0,6,0,0,8,0,48,13,118,14,0,0,0,2,1,4,0,6,3,0,6
214100,0,0,3,0,3,0,113,5,0,0,0,0,12,14,0,141,58,39,8,0,0,8,0,21,0,82,2,0,0,0,0,8,15,0,40,11,37,8
214200,3,0,2,0,3,0,7,10,0,0,0,0,0,4,0,0,0,0,0,8,0,5,0,24,0,5,5,3,0,0,0,0,4,0,0,0,0,0
214400,0,0,6,0,16,1,44,27,1,0,2,2,0,4,0,65,164,0,35,0,0,14,0,102,2,32,14,6,0,1,2,0,4,0,18,31,0,34
214500,0,0,0,0,16,0,60,22,0,0,0,4,9,10,4,108,76,2,12,0,0,0,0,102,0,44,12,3,0,0,4,7,10,4,31,14,2,12
214600,49,0,5,0,2,0,9,40,0,0,0,0,2,10,0,206,21,13,10,118,0,11,0,18,0,7,22,0,0,0,0,1,10,0,59,4,12,10
214700,4,0,0,0,3,0,2,16,0,0,0,0,7,0,2,54,41,0,6,11,0,0,0,21,0,1,8,3,0,0,0,5,0,2,15,7,0,6
214800,3,0,0,0,4,0,4,2,0,0,0,0,2,0,0,130,29,2,2,8,0,0,0,30,0,3,1,3,0,0,0,1,0,0,37,5,2,2
214900,0,0,3,0,14,0,17,77,4,0,0,2,4,2,0,271,29,54,6,0,0,8,0,90,0,12,41,16,0,0,2,3,2,0,78,5,50,6
215000,12,0,2,0,7,2,40,90,2,0,0,0,44,4,0,87,99,4,14,29,0,5,0,48,5,29,49,9,0,0,0,32,4,0,25,19,4,14
215100,0,0,2,0,4,0,7,13,0,0,0,0,2,4,0,43,0,0,4,0,0,5,0,30,0,5,7,3,0,0,0,1,4,0,12,0,0,4
215200,6,0,2,0,17,1,12,36,5,0,0,6,9,4,40,174,3,21,12,14,0,5,0,108,2,8,19,19,0,0,6,7,4,43,50,0,20,12
215300,7,0,1,0,4,1,14,0,0,0,0,0,0,0,2,81,21,0,24,17,0,2,0,30,2,10,0,0,0,0,0,0,0,2,23,4,0,24
215400,74,0,236,0,53,14,28,68,11,0,4,6,36,60,20,19,35,18,4,178,0,520,3,325,27,20,36,44,0,3,6,26,65,21,5,6,16,4
215500,99,0,1,0,1,0,0,5,0,0,0,0,4,14,0,48,0,0,2,237,0,2,0,7,0,0,2,0,0,0,0,3,15,0,14,0,0,2
215600,322,0,503,0,25,4,0,18,7,0,0,4,4,8,14,48,10,4,6,771,0,1109,0,156,8,0,9,27,0,0,4,3,8,15,14,2,4,6
215700,3,0,9,2,27,0,48,27,17,4,0,0,16,0,20,59,14,2,49,8,0,20,9,168,0,35,14,66,3,0,0,12,0,21,17,2,2,48
215800,39,0,109,13,21,49,299,63,11,9,30,6,104,8,63,119,211,18,59,93,0,241,43,132,90,219,34,44,7,25,6,77,8,69,34,40,16,59
215900,132,0,15,1,13,1,17,22,0,4,0,13,2,0,0,43,21,2,10,316,0,33,6,84,2,12,12,0,3,0,14,1,0,0,12,4,2,10
216000,1,0,2,0,1,0,0,2,0,4,0,0,7,4,0,87,99,2,2,2,0,5,0,7,0,0,1,0,3,0,0,5,4,0,25,19,2,2
216100,128,7,2,0,4,0,12,0,1,0,0,2,2,0,0,27,0,6,0,306,41,5,0,30,0,8,0,6,0,0,2,1,0,0,7,0,6,0
216300,2,3,41,1,20,49,92,40,3,0,0,14,8,5,0,369,35,0,27,5,17,113,3,113,104,61,22,12,0,0,14,8,6,0,107,6,0,28
216400,8,0,1,0,10,20,10,16,2,0,0,6,6,0,0,27,0,0,2,16,0,3,0,59,42,6,8,9,0,0,6,6,0,0,7,0,0,2
216500,1,2,3,0,8,0,15,45,0,2,2,6,20,7,0,38,41,2,6,2,10,9,0,47,0,10,24,3,1,1,6,21,8,0,11,7,1,6
216600,0,0,3,0,4,1,67,81,0,0,8,12,12,3,0,163,65,4,17,0,0,9,0,25,2,44,44,0,0,4,12,13,4,0,47,11,3,17
216700,48,0,4,0,13,1,15,27,3,0,0,2,12,7,0,54,10,9,14,91,0,12,0,77,2,10,14,12,0,0,2,13,8,0,15,1,7,14
216800,2,0,0,0,3,0,12,31,4,4,0,2,26,0,4,38,14,0,10,5,0,0,0,21,0,8,17,16,3,0,2,29,0,4,11,2,0,10
216900,2,0,20,0,8,13,63,36,8,0,22,28,60,3,0,48,367,67,45,5,0,56,0,47,28,41,19,26,0,12,27,65,4,0,14,66,51,45
217000,26,106,112,37,101,121,1476,1313,106,182,706,112,944,541,757,195,1245,119,300,50,454,308,96,571,257,977,720,342,154,387,111,1018,621,715,56,226,91,302
217100,0,0,0,0,11,0,5,5,0,0,2,0,0,0,4,43,3,0,0,0,0,0,0,65,0,3,2,0,0,1,0,0,0,4,12,0,0,0
217200,0,0,6,0,7,0,0,2,0,0,0,6,4,0,0,3,213,0,4,0,0,18,0,41,0,0,1,3,0,0,6,4,0,0,0,38,0,4
217300,10,0,52,0,35,38,67,76,8,0,2,0,74,39,86,315,344,23,52,19,0,143,0,202,80,44,42,26,0,1,0,80,44,81,91,62,18,52
217400,1,0,18,0,46,9,67,72,24,0,5,21,128,78,4,119,2729,31,45,2,0,51,0,262,19,44,39,80,0,2,20,138,89,4,34,496,24,45
217500,17,0,6,0,18,11,59,54,8,2,5,8,12,3,8,108,166,7,8,31,0,18,0,107,23,39,29,26,1,2,8,13,4,8,31,30,5,8
217600,8,0,5,0,12,8,33,5,49,0,0,8,8,0,0,70,65,0,17,16,0,15,0,71,17,22,2,160,0,0,8,8,0,0,20,11,0,17
217800,1,0,6,0,7,0,2,45,1,0,0,2,16,0,8,32,100,4,8,2,3,18,0,41,0,1,24,6,0,0,2,18,0,8,9,18,3,8
217900,17,0,3,1,9,8,0,27,3,6,13,0,4,5,0,3,23,4,8,31,0,9,3,53,17,0,14,12,5,7,0,4,6,0,0,4,3,8
218000,4,0,3,0,7,0,15,0,0,0,0,2,6,16,0,54,3,2,10,8,3,9,0,41,0,10,0,3,0,0,2,6,18,0,15,0,1,10
218100,0,0,22,1,5,0,75,40,3,0,2,0,16,0,0,76,65,0,6,0,0,61,3,29,0,50,22,12,0,1,0,18,0,0,22,11,0,6
218200,0,0,0,0,3,0,0,0,0,0,0,0,6,5,0,43,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,6,0,12,0,0,0
218300,2,0,4,0,5,1,15,99,0,15,0,4,20,26,18,576,94,55,45,5,0,12,0,29,2,10,54,3,12,0,4,21,29,17,167,17,42,45
218400,8,0,9,21,52,40,84,144,21,2,2,17,20,5,0,119,23,7,66,16,0,25,55,297,85,55,79,69,1,1,17,21,6,0,34,4,5,66
218500,0,7,89,0,25,15,134,40,14,6,5,4,14,65,21,76,53,2,48,0,34,246,0,142,33,89,22,48,5,2,4,15,74,20,22,9,1,49
218600,0,0,11,0,6,2,84,40,8,0,0,2,4,22,0,54,130,2,10,0,0,30,0,35,5,55,22,26,0,0,2,4,26,0,15,23,1,10
218700,8,0,1,101,31,0,37,19,1,0,2,10,12,11,46,43,249,9,4,16,0,3,263,178,0,25,10,6,0,1,10,13,13,44,12,45,7,4
218800,22,0,3,0,8,4,0,5,1,0,0,0,0,0,0,0,17,2,2,41,0,9,0,47,8,0,2,6,0,0,0,0,0,0,0,3,1,2
218900,1,0,1,0,13,0,10,0,0,0,2,0,2,9,0,86,71,2,6,2,0,3,0,77,0,6,0,3,0,1,0,2,11,0,25,12,1,6
219000,161,10,29,2,7,4,17,49,31,0,0,2,10,1,0,22,17,0,8,301,45,82,6,41,8,11,27,101,0,0,2,10,2,0,6,3,0,8
219100,31,0,6,15,13,2,21,5,1,0,0,4,10,1,0,38,3,4,20,59,0,18,40,77,5,13,2,6,0,0,4,10,2,0,11,0,3,21
219200,36,0,2,0,0,8,0,2,0,0,0,4,12,0,0,22,0,0,0,68,3,6,0,3,17,0,1,0,0,0,4,13,0,0,6,0,0,0
219300,29,1,7,0,8,5,5,2,2,0,0,2,4,1,0,32,0,27,10,54,6,20,0,47,11,3,1,9,0,0,2,4,2,0,9,0,21,10
219400,63,6,59,0,8,4,0,45,0,0,2,0,16,1,0,108,3,11,12,118,28,164,0,47,8,0,24,3,0,1,0,18,2,0,31,0,9,12
219500,88,0,9,0,35,9,10,16,1,0,0,6,6,13,0,70,7,51,6,164,0,25,0,202,19,6,8,6,0,0,6,6,15,0,20,1,39,6
219600,17,0,37,1,37,15,75,58,1,22,5,6,40,3,2,184,106,2,90,31,0,102,3,214,33,50,32,6,19,2,6,43,4,2,53,19,1,91
219700,48,0,2,0,4,1,0,0,0,0,0,0,2,0,0,9,0,0,0,91,0,6,0,25,2,0,0,0,0,0,0,2,0,0,2,0,0,0
219800,78,0,33,0,7,8,7,18,0,0,0,6,0,0,0,130,0,0,10,146,0,92,0,41,17,5,9,0,0,0,6,0,0,0,37,0,0,10
219900,48,0,1,0,1,0,0,0,0,0,0,6,0,1,0,38,0,0,2,91,0,3,0,10,0,0,0,0,0,0,6,0,2,0,11,0,0,2
220000,78,0,2,19,14,1,0,0,3,0,0,0,4,13,2,27,3,0,2,146,0,6,50,83,2,0,0,12,0,0,0,4,14,2,7,0,0,2
220100,2,0,0,0,3,0,67,27,0,0,0,0,0,3,0,32,47,2,4,5,0,0,0,17,0,44,14,0,0,0,0,0,4,0,9,8,1,4
220300,14,0,35,0,17,45,219,108,1,4,10,10,80,5,180,260,35,15,59,27,0,97,0,101,95,145,59,6,3,5,10,87,6,170,75,6,12,59
220400,2,0,9,2,11,1,21,5,1,0,0,6,0,0,46,70,189,0,20,5,0,25,6,65,2,13,2,6,0,0,6,0,0,44,20,34,0,21
220500,190,7,2,0,2,1,0,31,0,0,0,8,8,0,0,27,7,2,4,355,34,6,0,14,2,0,17,0,0,0,8,8,0,0,7,1,1,4
220600,176,0,1,0,3,1,2,0,11,0,0,10,6,0,0,19,0,0,0,328,0,3,0,17,2,1,0,37,0,0,10,6,0,0,5,0,0,0
220700,8,0,6,2,12,11,50,54,9,6,2,2,12,0,2,141,59,4,10,16,0,18,6,71,23,33,29,32,5,1,2,13,0,2,40,10,3,10
220800,88,13,1,31,1,4,10,10,4,0,0,0,2,0,0,38,0,4,24,164,56,3,80,7,8,6,5,16,0,0,0,2,0,0,11,0,3,24
220900,63,0,138,0,2,1,15,16,0,2,0,2,12,0,0,27,0,2,14,118,0,380,0,14,2,10,8,0,1,0,2,13,0,0,7,0,1,14
221000,12,0,467,1,8,1,33,10,14,4,2,2,40,0,21,43,29,2,8,22,0,1285,3,47,2,22,5,48,3,1,2,43,0,20,12,5,1,8
221100,68,0,89,0,1,0,0,5,11,0,0,4,2,11,0,27,0,2,0,127,0,246,0,7,0,0,2,37,0,0,4,2,13,0,7,0,1,0
221200,68,0,6,0,0,0,0,5,4,0,0,4,8,0,0,6,21,0,2,127,0,18,0,3,0,0,2,16,0,0,4,8,0,0,1,3,0,2
221300,2,0,6,0,10,13,12,27,0,0,5,24,6,0,0,59,213,0,8,5,0,18,0,59,28,8,14,3,0,2,24,6,0,0,17,38,0,8
221400,58,0,20,0,17,1,17,2,0,0,0,10,2,5,0,38,0,0,6,109,0,56,0,101,2,11,1,0,0,0,10,2,6,0,11,0,0,6
221500,34,2,0,0,2,0,7,5,2,0,0,4,0,0,0,6,0,11,4,63,10,0,0,14,0,5,2,9,0,0,4,0,0,0,1,0,9,4
221600,2,0,258,9,33,4,15,2,0,0,0,45,6,1,10,54,0,0,8,5,0,709,25,190,8,10,1,0,0,0,45,6,2,10,15,0,0,8
221700,0,0,20,0,37,31,101,10,9,2,0,0,6,13,25,108,94,35,45,0,0,56,0,214,66,67,5,32,1,0,0,6,15,23,31,17,27,45
221800,12,0,373,0,10,6,15,67,13,0,0,4,2,0,2,141,177,2,4,22,0,1028,0,59,14,10,37,42,0,0,4,2,0,2,40,32,1,4
221900,22,0,63,0,35,9,337,135,2,19,72,17,121,32,165,48,166,19,76,41,0,174,0,202,19,223,74,9,16,39,17,130,37,156,14,30,15,77
222000,83,0,1,0,0,0,0,0,0,0,0,2,2,7,0,3,0,0,0,155,3,3,0,3,0,0,0,0,0,0,2,2,8,0,0,0,0,0
222100,156,0,142,0,9,13,29,2,9,2,0,10,2,3,6,59,3,2,4,292,0,390,0,53,28,19,1,32,1,0,10,2,4,6,17,0,1,4
222200,4,0,1,0,0,0,25,10,0,4,0,0,14,1,0,59,47,7,2,8,0,3,0,0,0,16,5,0,3,0,0,15,2,0,17,8,5,2
222300,106,0,2,0,0,0,0,8,1,0,0,4,0,8,0,30,0,0,0,243,0,6,0,3,0,0,4,6,0,0,4,0,8,0,11,0,0,0
222400,76,0,0,0,11,1,9,5,1,0,0,0,11,2,0,45,6,4,0,175,0,0,0,72,2,7,2,6,0,0,0,9,2,0,17,1,4,0
222500,3,0,0,4,3,0,9,5,0,0,0,0,2,0,0,110,81,4,6,8,0,0,8,21,0,7,2,3,0,0,0,1,0,0,43,16,4,6
222600,21,0,12,13,34,15,166,131,2,2,16,2,48,27,91,100,255,8,64,48,0,36,28,217,33,128,65,9,2,9,2,42,29,133,39,52,8,68
222700,3,0,14,0,0,2,7,11,4,0,0,0,0,6,0,45,10,0,8,8,0,41,0,3,5,5,5,16,0,0,0,0,6,0,17,2,0,8
222800,29,0,7,0,15,1,9,168,0,0,0,0,0,2,1,30,3,61,8,68,0,21,0,96,2,7,83,3,0,0,0,0,2,2,11,0,57,8
222900,158,0,95,4,4,3,11,14,1,0,0,4,2,14,0,18,0,25,20,360,3,282,8,30,8,9,6,6,0,0,4,1,15,0,7,0,23,21
223000,47,0,0,0,2,6,14,28,8,4,0,0,13,4,3,35,40,0,2,107,0,0,0,18,14,11,13,26,4,0,0,11,4,4,13,8,0,2
223100,12,0,2,0,6,3,142,131,4,0,0,6,13,12,10,95,20,25,6,29,0,6,0,42,8,110,65,16,0,0,6,11,13,14,37,4,23,6
223200,0,0,1,0,11,0,0,16,0,0,0,0,0,16,296,25,0,0,2,0,0,3,0,72,0,0,8,0,0,0,0,0,18,433,9,0,0,2
223300,85,0,0,2,5,0,0,23,0,0,0,2,0,4,1,55,0,0,0,194,0,0,5,36,0,0,11,0,0,0,2,0,4,2,21,0,0,0
223400,51,0,1,0,8,0,9,5,33,0,0,2,2,0,0,25,17,0,14,116,0,3,0,54,0,7,2,107,0,0,2,1,0,0,9,3,0,15
223500,40,0,6,0,11,3,4,5,0,0,0,0,13,16,14,45,17,13,2,92,0,18,0,72,8,3,2,3,0,0,0,11,18,20,17,3,12,2
223600,0,0,0,0,7,0,7,23,2,0,5,0,2,0,1,30,0,2,20,0,0,0,0,48,0,5,11,9,0,3,0,1,0,2,11,0,2,21
223700,1,0,0,0,10,0,11,28,1,0,0,0,0,0,0,12,174,0,8,2,0,0,0,66,0,9,13,6,0,0,0,0,0,0,4,36,0,8
223800,7,0,39,0,5,1,19,16,3,0,0,0,0,20,0,80,34,0,14,17,0,115,0,36,2,15,8,12,0,0,0,0,21,0,31,7,0,15
224000,2,0,156,0,16,2,27,46,0,0,0,0,0,0,1,35,40,2,10,5,0,460,0,102,5,21,23,0,0,0,0,0,0,2,13,8,2,10
224100,0,0,2,0,2,3,2,0,0,0,0,0,2,4,0,50,197,0,8,0,0,6,0,14,8,1,0,0,0,0,0,1,4,0,19,40,0,8
224200,0,0,2,0,5,0,15,28,0,0,0,2,2,0,0,55,69,0,2,0,0,6,0,36,0,12,13,0,0,0,2,1,0,0,21,14,0,2
224300,2,0,1,0,7,5,16,16,0,0,0,2,2,0,0,130,127,0,8,5,0,3,0,48,11,12,8,3,0,0,2,1,0,0,51,26,0,8
224400,3,0,0,0,4,5,27,14,0,0,0,2,0,0,0,0,17,8,12,8,0,0,0,30,11,21,6,0,0,0,2,0,0,0,0,3,8,12
224500,2,0,6,0,10,0,14,28,0,0,2,2,2,0,0,30,46,0,2,5,0,18,0,66,0,11,13,3,0,1,2,1,0,0,11,9,0,2
224600,2,0,0,0,4,0,0,11,0,0,0,0,0,0,0,30,29,0,2,5,0,0,0,30,0,0,5,0,0,0,0,0,0,0,11,6,0,2
224800,0,0,14,0,15,5,15,16,0,0,0,0,4,8,0,95,232,2,20,0,0,41,0,96,11,12,8,0,0,0,0,3,8,0,37,48,2,21
224900,7,0,0,0,2,1,0,0,0,0,2,0,0,0,0,6,0,0,8,17,0,0,0,18,2,0,0,0,0,1,0,0,0,0,2,0,0,8
225000,0,0,5,0,3,1,19,2,0,0,0,0,0,0,0,351,6,58,0,0,0,15,0,21,2,15,1,0,0,0,0,0,0,0,139,1,54,0
225100,0,0,21,0,6,1,19,28,1,0,0,0,2,2,0,50,110,8,4,0,0,62,0,42,2,15,13,6,0,0,0,1,2,0,19,22,8,4
225200,0,0,0,0,0,0,0,8,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,1,0,0,0,0,0,0
225300,7,0,0,0,3,0,15,14,1,0,0,0,15,0,0,180,104,4,0,17,0,0,0,24,0,12,6,6,0,0,0,13,0,0,71,21,4,0
225400,27,0,1,2,5,3,23,56,0,0,2,14,81,0,3,70,174,10,27,63,0,3,5,36,8,18,27,3,0,1,14,72,0,4,27,36,10,28
225500,2,0,2,0,7,8,4,8,0,0,0,0,13,0,0,110,13,0,17,5,0,6,0,48,19,3,4,0,0,0,0,11,0,0,43,2,0,18
225600,85,0,7,1,10,1,2,8,3,0,2,2,2,12,210,75,13,0,4,194,0,21,2,66,2,1,4,12,0,1,2,1,13,308,29,2,0,4
225700,68,0,127,33,98,109,1344,712,62,64,151,55,341,81,495,280,732,87,272,155,0,376,71,616,240,1039,352,203,61,87,57,303,87,724,111,151,81,288
225800,5,0,19,0,11,0,23,5,0,0,0,0,0,0,0,45,1452,0,0,11,0,57,0,72,0,18,2,3,0,0,0,0,0,0,17,300,0,0
225900,3,0,2,0,9,1,27,28,0,0,0,2,4,0,0,35,17,0,6,8,0,6,0,60,2,21,13,0,0,0,2,3,0,0,13,3,0,6
226000,1,0,6,1,1,0,9,0,0,0,2,0,0,0,0,30,0,0,4,2,0,18,2,10,0,7,0,0,0,1,0,0,0,0,11,0,0,4
226100,239,0,24,0,5,1,9,14,9,0,0,8,2,0,3,30,0,43,0,545,0,73,0,36,2,7,6,32,0,0,8,1,0,4,11,0,40,0
226300,76,0,1,5,1,1,7,5,0,0,0,0,2,0,0,40,0,0,4,175,0,3,11,7,2,5,2,0,0,0,0,1,0,0,15,0,0,4
226400,166,0,1,0,3,7,16,8,3,0,0,6,18,2,1,21,6,6,0,380,3,3,0,21,17,12,4,12,0,0,6,16,2,2,8,1,6,0
226500,47,7,10,0,4,17,110,112,3,0,16,4,22,6,8,95,81,0,17,107,48,31,0,30,38,85,55,12,0,9,4,19,6,12,37,16,0,18
226600,76,4,95,0,1,1,0,14,0,0,0,0,0,6,6,15,3,0,0,175,30,282,0,7,2,0,6,0,0,0,0,0,6,9,5,0,0,0
226700,3,0,81,6,17,19,181,70,8,0,2,0,22,2,54,230,151,2,47,8,0,240,14,108,43,140,34,26,0,1,0,19,2,79,91,31,2,50
