oareas,f A,f B,f C,f D,f E,f F,f G,f H,f I,f J,f K,f L,f M,f N,f O,f P,f Q,f R,f S,m A,m B,m C,m D,m E,m F,m G,m H,m I,m J,m K,m L,m M,m N,m O,m P,m Q,m R,m S
100100,83,0,1,0,1,0,19,22,3,0,0,2,0,33,2,52,68,6,4,183,0,6,0,7,0,15,12,9,0,0,1,0,36,1,17,15,6,4
100200,83,0,14,0,18,9,58,2,10,0,0,15,2,53,0,47,51,0,8,183,0,48,0,107,19,46,1,31,0,0,13,1,58,0,15,11,0,8
100400,21,0,0,0,2,0,2,63,0,0,0,0,4,0,0,15,0,0,10,48,0,3,0,14,0,1,34,0,0,0,0,3,0,0,5,0,0,10
100500,41,4,2,0,16,8,0,0,5,0,0,9,6,16,0,73,39,2,0,91,24,9,0,95,16,0,0,15,0,0,7,5,18,0,24,9,2,0
100600,13,0,0,0,1,0,2,13,0,0,0,4,2,0,0,0,0,4,0,28,0,0,0,10,0,1,7,0,0,0,3,1,0,0,0,0,4,0
100700,13,0,82,23,44,9,422,155,12,13,40,26,50,101,52,190,159,18,165,28,0,281,81,263,18,334,83,36,14,22,22,40,109,46,62,36,16,170
100800,37,0,2,0,12,0,16,27,5,0,0,0,58,20,59,221,614,13,10,82,0,9,0,71,0,13,14,15,0,0,0,47,21,52,72,142,12,10
100900,13,4,0,0,9,0,2,0,2,0,0,0,6,0,26,95,0,0,0,28,21,0,0,53,0,1,0,6,0,0,0,5,0,23,31,0,0,0
101000,8,0,0,0,3,0,7,0,0,0,0,0,2,0,0,0,0,2,27,19,0,3,0,17,0,5,0,0,0,0,0,1,0,0,0,0,2,28
101100,5,0,2,0,17,2,101,109,22,0,0,13,4,2,2,105,73,0,10,11,0,9,3,101,5,80,58,68,0,0,11,3,2,1,34,17,0,10
101200,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0
101300,1,0,0,0,3,0,16,0,3,0,0,0,0,8,0,0,0,0,0,2,0,0,0,17,0,13,0,9,0,0,0,0,8,0,0,0,0,0
101400,13,0,0,0,1,0,0,2,3,0,0,2,6,2,0,22,0,0,2,28,0,0,0,7,0,0,1,9,0,0,1,5,2,0,7,0,0,2
101500,5,0,0,0,2,1,0,10,0,0,0,0,2,2,0,26,0,2,4,11,0,0,3,14,2,0,5,0,0,0,0,1,2,0,8,0,2,4
101600,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
101700,7,0,1,0,1,0,2,8,1,0,0,4,0,0,0,36,0,0,0,17,0,6,0,10,0,1,4,3,0,0,3,0,0,0,12,0,0,0
101800,10,0,0,0,1,14,0,68,3,0,0,4,0,2,0,36,0,8,2,24,0,3,0,10,28,0,36,9,0,0,3,0,2,0,12,0,8,2
101900,9,0,0,0,1,0,11,5,5,0,0,0,0,0,2,47,113,0,12,20,0,0,0,7,0,9,2,15,0,0,0,0,0,1,15,26,0,12
102000,17,0,0,0,1,0,0,8,0,8,0,0,6,0,0,19,0,2,0,38,0,3,0,7,0,0,4,0,8,0,0,5,0,0,6,0,2,0
102100,6,0,0,0,1,0,11,13,4,0,0,0,0,4,2,58,216,2,4,14,0,0,0,10,0,9,7,12,0,0,0,0,4,1,19,50,2,4
102200,83,0,11,0,30,88,2,54,3,0,0,6,38,195,2,19,0,4,10,183,0,37,0,179,177,1,29,9,0,0,5,31,211,1,6,0,4,10
102300,15,0,6,0,5,0,2,2,5,0,0,2,2,2,0,126,0,0,0,33,0,22,0,29,0,1,1,15,0,0,1,1,2,0,41,0,0,0
102400,13,0,0,0,6,5,9,36,0,0,0,4,4,2,0,19,0,8,0,28,0,0,0,35,11,7,19,0,0,0,3,3,2,0,6,0,8,0
102500,39,0,38,14,18,23,234,13,1,0,2,15,23,23,4,3,13,0,17,86,0,130,48,107,46,186,7,3,0,1,12,18,25,3,1,3,0,17
102600,65,0,63,0,14,7,16,2,8,0,2,13,11,0,0,42,13,8,6,144,3,216,0,83,14,13,1,26,0,1,11,9,0,0,13,3,8,6
102700,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
102800,6,0,11,0,8,16,7,45,13,0,5,0,13,8,0,73,20,21,17,14,0,37,3,47,32,5,24,42,0,3,0,11,8,0,24,4,20,17
102900,1,0,0,0,0,0,11,73,0,0,0,6,4,12,0,36,0,8,6,2,0,0,0,3,0,9,39,0,0,0,5,3,13,0,12,0,8,6
103000,10,0,25,22,14,16,516,228,12,10,62,41,170,33,237,295,557,32,89,24,0,86,76,83,32,409,122,36,10,35,35,138,36,210,96,129,30,92
103100,32,0,19,0,26,56,39,31,3,0,0,4,16,2,0,9,68,0,10,72,0,65,3,155,112,31,17,9,0,0,3,13,2,0,3,15,0,10
103200,21,0,0,0,9,0,23,10,3,0,0,2,2,4,0,26,20,0,6,48,0,0,0,53,0,18,5,9,0,0,1,1,4,0,8,4,0,6
103300,13,0,15,0,8,5,19,63,3,0,0,0,4,0,0,21,0,73,4,28,0,54,0,47,11,15,34,9,0,0,0,3,0,0,6,0,66,4
103400,30,0,0,3,9,0,0,0,3,0,0,6,0,0,215,3,13,4,10,67,0,3,13,53,0,0,0,9,0,0,5,0,0,191,1,3,4,10
103500,19,1,11,0,11,8,203,77,13,2,26,9,42,2,267,338,284,6,44,43,7,37,0,65,16,161,41,42,2,15,7,34,2,237,110,66,6,46
103600,6,0,0,0,0,0,0,0,0,0,0,0,6,8,0,19,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,8,0,6,0,0,0
103700,6,0,6,14,10,0,35,31,1,0,0,2,0,2,0,12,56,6,0,14,0,22,48,59,0,27,17,3,0,0,1,0,2,0,4,13,6,0
103800,2,0,0,0,3,1,39,155,1,0,0,2,0,0,0,12,10,15,6,5,0,3,0,17,2,31,83,3,0,0,1,0,0,0,4,2,14,6
103900,0,4,2,0,10,0,86,346,10,2,0,30,15,2,8,47,34,4,8,0,24,9,0,59,0,68,186,31,2,0,25,12,2,7,15,7,4,8
104000,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
104100,6,0,1,0,2,0,0,5,0,0,0,0,2,0,0,22,0,0,0,14,0,6,0,14,0,0,2,0,0,0,0,1,0,0,7,0,0,0
104200,6,0,5,0,2,0,0,10,0,0,0,0,0,4,0,0,3,0,0,14,0,19,0,14,0,0,5,0,0,0,0,0,4,0,0,0,0,0
104300,1,0,12,0,5,0,19,22,19,0,0,15,4,6,2,15,6,2,6,2,0,43,0,29,0,15,12,58,0,0,13,3,6,1,5,1,2,6
104400,5,0,0,0,0,0,2,5,0,0,0,2,0,4,0,47,0,0,6,11,0,3,0,3,0,1,2,0,0,0,1,0,4,0,15,0,0,6
104500,1,0,92,0,1,0,11,5,1,0,0,0,0,4,8,73,10,0,20,2,0,314,0,10,0,9,2,3,0,0,0,0,4,7,24,2,0,21
104600,0,0,6,0,2,4,23,50,13,2,0,0,6,0,11,100,512,18,10,0,0,22,0,14,8,18,26,42,2,0,0,5,0,9,32,118,16,10
104700,34,0,0,0,0,0,0,2,0,0,0,2,2,0,0,21,0,0,2,77,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,2
104800,78,5,1,0,6,18,9,0,1,0,0,4,2,0,0,63,3,6,0,173,29,6,0,35,37,7,0,3,0,0,3,1,0,0,20,0,6,0
104900,48,0,2,2,7,0,23,36,3,0,0,2,9,2,0,26,0,2,8,106,0,9,9,41,0,18,19,9,0,0,1,7,2,0,8,0,2,8
105100,48,0,5,0,28,5,0,36,4,0,0,4,9,10,0,58,3,6,14,106,0,19,3,167,11,0,19,12,0,0,3,7,10,0,19,0,6,14
105200,0,0,12,0,9,0,7,2,0,0,0,6,6,12,0,42,3,0,14,0,0,43,0,53,0,5,1,0,0,0,5,5,13,0,13,0,0,14
105300,39,0,149,0,17,0,9,0,19,2,0,9,13,0,0,26,13,0,8,86,0,509,0,101,0,7,0,58,2,0,7,11,0,0,8,3,0,8
105400,113,0,3,0,22,0,39,27,13,0,0,9,9,40,0,116,20,15,20,250,0,13,0,131,0,31,14,42,0,0,7,7,43,0,38,4,14,21
105500,0,0,31,0,57,18,7,22,12,2,0,18,23,6,0,126,307,2,17,0,0,108,0,335,37,5,12,36,2,0,16,18,6,0,41,71,2,17
105600,13,0,3,0,22,0,19,45,1,0,0,0,11,6,0,19,13,40,2,28,0,13,0,131,0,15,24,3,0,0,0,9,6,0,6,3,36,2
105700,5,0,0,0,7,0,0,2,0,0,5,2,6,0,0,63,0,0,0,11,0,0,0,41,0,0,1,0,0,3,1,5,0,0,20,0,0,0
105800,0,0,2,0,3,0,2,22,4,0,0,4,6,8,0,58,13,0,4,0,0,9,0,21,0,1,12,12,0,0,3,5,8,0,19,3,0,4
105900,0,0,6,0,14,14,62,118,3,0,5,4,11,2,13,68,250,0,17,0,0,22,0,83,28,49,63,9,0,3,3,9,2,11,22,58,0,17
106000,1,0,15,0,4,4,23,45,2,2,0,0,23,8,33,179,39,2,34,2,0,54,0,23,8,18,24,6,2,0,0,18,8,29,58,9,2,35
106100,0,0,1,2,22,1,7,36,0,0,0,4,11,10,0,68,204,4,27,0,0,6,9,131,2,5,19,0,0,0,3,9,10,0,22,47,4,28
106200,2,0,3,0,1,0,125,13,10,2,0,0,0,2,0,158,68,2,0,5,0,13,0,10,0,99,7,31,2,0,0,0,2,0,51,15,2,0
106300,21,0,5,0,10,1,19,2,6,0,0,6,9,26,0,105,34,25,8,48,0,19,0,59,2,15,1,18,0,0,5,7,29,0,34,7,23,8
106400,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,147,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,34,0,10
106500,5,0,5,0,14,0,19,5,2,0,0,4,2,6,0,12,96,6,17,11,0,19,0,83,0,15,2,6,0,0,3,1,6,0,4,22,6,17
106600,13,0,4,0,7,5,86,136,27,0,5,15,85,6,0,137,614,87,65,28,0,16,0,41,11,68,73,84,0,3,13,69,6,0,44,142,80,67
106700,6,0,28,0,18,0,0,8,5,0,0,2,9,4,0,31,17,0,4,14,0,97,0,107,0,0,4,15,0,0,1,7,4,0,10,3,0,4
106800,0,0,1,0,13,0,7,2,5,0,0,0,19,20,40,73,28,0,0,0,0,6,0,77,0,5,1,15,0,0,0,15,21,36,24,6,0,0
106900,3,0,1,0,13,0,50,36,3,0,0,2,34,23,8,105,4040,0,24,8,0,6,0,77,0,40,19,9,0,0,1,28,25,7,34,937,0,24
107000,0,0,5,0,13,9,62,100,5,0,2,4,50,16,0,42,136,4,10,0,0,19,0,77,19,49,53,15,0,1,3,40,18,0,13,31,4,10
107100,34,1,162,9,124,173,1994,848,38,102,314,151,773,303,1560,877,1991,65,455,77,7,552,32,730,345,1581,455,116,107,176,129,628,328,1384,286,462,60,470
107200,2,0,5,0,13,5,23,45,1,0,0,4,9,0,0,9,3,80,8,5,0,19,0,77,11,18,24,3,0,0,3,7,0,0,3,0,73,8
107300,0,7,3,0,6,0,2,0,3,0,0,0,2,12,0,52,0,0,0,0,35,13,0,35,0,1,0,9,0,0,0,1,13,0,17,0,0,0
107400,0,0,0,117,0,0,7,10,2,0,0,0,2,8,0,317,51,0,0,0,0,0,401,0,0,5,5,6,0,0,0,1,8,0,103,11,0,0
107500,1,0,2,0,12,0,35,10,0,0,0,0,4,2,0,84,34,2,10,2,0,9,0,71,0,27,5,0,0,0,0,3,2,0,27,7,2,10
107600,0,0,0,0,3,0,19,13,0,0,0,0,4,0,0,36,6,4,2,0,0,0,0,21,0,15,7,0,0,0,0,3,0,0,12,1,4,2
107700,26,1,60,0,17,11,0,2,8,0,0,4,6,0,0,26,0,0,0,57,7,205,0,101,23,0,1,26,0,0,3,5,0,0,8,0,0,0
107800,48,0,2,0,8,0,19,8,4,0,0,11,2,6,0,95,6,0,4,106,0,9,0,47,0,15,4,12,0,0,9,1,6,0,31,1,0,4
108000,24,0,5,0,10,1,11,19,0,0,0,0,4,6,0,0,28,4,10,53,0,19,0,59,2,9,10,0,0,0,0,3,6,0,0,6,4,10
108100,0,0,1,0,3,14,2,5,0,0,0,2,6,8,0,9,23,0,4,0,0,6,0,21,28,1,2,0,0,0,1,5,8,0,3,5,0,4
108200,0,0,0,0,4,0,7,27,1,0,0,2,6,0,2,0,34,0,0,0,0,0,0,23,0,5,14,3,0,0,1,5,0,1,0,7,0,0
108300,19,0,4,0,3,0,78,31,7,2,0,6,6,37,0,116,22,0,2,43,0,16,0,21,0,62,17,22,2,0,5,5,40,0,38,5,0,2
108500,15,0,2,0,12,0,19,36,8,0,0,2,2,0,0,89,51,13,17,33,0,9,0,71,0,15,19,26,0,0,1,1,0,0,29,11,12,17
108600,37,0,15,0,19,11,27,8,0,2,0,4,9,0,0,68,0,6,8,82,0,54,0,113,23,21,4,0,2,0,3,7,0,0,22,0,6,8
108700,0,0,146,0,10,0,4,36,100,0,0,4,69,16,13,31,3,2,8,0,0,498,0,59,0,3,19,305,0,0,3,56,18,11,10,0,2,8
108800,1,0,41,0,20,14,66,54,38,0,2,4,61,6,2,105,79,10,17,2,0,140,0,119,28,52,29,116,0,1,3,50,6,1,34,18,10,17
108900,10,0,1,0,2,0,4,0,0,0,0,6,2,16,0,15,0,0,4,24,0,6,0,14,0,3,0,0,0,0,5,1,18,0,5,0,0,4
109100,188,0,9,0,20,0,4,18,2,2,0,4,0,8,0,26,3,2,10,414,0,32,0,119,0,3,9,6,2,0,3,0,8,0,8,0,2,10
109200,139,1,3,0,7,4,7,2,0,0,0,0,0,0,0,22,10,0,4,308,7,13,0,41,8,5,1,0,0,0,0,0,0,0,7,2,0,4
109300,87,0,130,0,40,60,242,82,69,30,17,22,65,53,118,253,330,25,44,193,3,444,0,239,121,192,44,211,32,10,19,53,58,105,82,76,23,46
109400,83,0,7,15,2,51,14,27,1,0,0,0,6,0,0,79,39,13,6,183,0,27,54,14,102,11,14,3,0,0,0,5,0,0,25,9,12,6
109500,37,0,9,0,19,8,4,27,0,0,0,0,2,2,0,12,28,0,0,82,0,32,0,113,16,3,14,0,0,0,0,1,2,0,4,6,0,0
109600,6,0,70,0,15,35,46,2,2,0,0,11,13,0,13,147,34,0,2,14,0,238,0,89,70,37,1,6,0,0,9,11,0,11,48,7,0,2
109700,56,11,57,0,5,4,23,22,8,0,0,11,54,6,0,31,3,0,14,125,58,195,0,29,8,18,12,26,0,0,9,44,6,0,10,0,0,14
109800,13,0,3,1,15,1,19,13,1,0,2,0,13,2,0,36,0,2,6,28,0,13,6,89,2,15,7,3,0,1,0,11,2,0,12,0,2,6
109900,0,0,7,0,17,0,62,73,5,0,0,30,19,0,0,0,28,13,20,0,0,27,0,101,0,49,39,15,0,0,25,15,0,0,0,6,12,21
110100,1,0,19,0,4,1,93,41,2,0,0,0,19,4,52,79,3,0,4,2,0,65,0,23,2,74,22,6,0,0,0,15,4,46,25,0,0,4
110200,36,1,4,1,11,0,4,9,2,0,0,1,1,0,0,6,6,2,0,54,7,8,2,65,0,4,7,5,0,0,2,2,0,0,2,1,2,0
110400,94,6,41,0,13,9,4,57,6,0,0,16,15,14,0,45,33,53,8,143,35,85,0,77,15,4,47,14,0,0,18,19,14,0,17,8,51,8
110500,3,0,45,0,27,37,51,69,82,3,11,5,22,0,5,132,121,0,20,5,0,94,0,155,61,46,56,170,4,10,6,26,0,6,49,32,0,21
110700,133,0,4,0,22,1,0,9,0,0,0,5,1,55,0,35,3,57,2,202,0,8,0,131,2,0,7,0,0,0,6,2,56,0,13,0,55,2
110800,30,0,9,0,15,0,2,0,0,0,0,0,15,4,0,35,0,2,2,46,0,19,0,89,0,2,0,0,0,0,0,19,4,0,13,0,2,2
110900,19,0,18,2,12,3,80,153,2,8,0,3,15,2,0,45,6,0,14,29,0,37,5,71,5,73,126,5,12,0,4,19,2,0,17,1,0,15
111100,6,0,146,17,58,31,139,46,20,0,2,26,25,6,3,255,166,21,56,10,0,302,38,334,52,127,37,42,0,2,29,30,6,4,95,44,20,62
111200,94,0,25,0,24,3,10,57,0,0,0,9,34,12,9,21,9,24,20,143,0,51,0,143,5,10,47,0,0,0,11,42,12,11,8,2,24,21
111300,13,0,50,1,18,6,381,123,13,38,40,29,88,27,33,30,166,2,53,21,0,103,2,107,10,347,101,28,52,36,33,107,28,37,11,44,2,58
111400,16,0,29,0,1,1,6,42,13,0,2,5,0,10,0,0,6,10,0,25,3,61,0,7,2,6,34,28,0,2,6,0,10,0,0,1,10,0
111500,47,0,22,0,16,9,21,61,2,8,4,5,22,20,0,3,0,14,6,71,3,47,0,95,15,20,50,5,12,4,6,26,21,0,1,0,14,6
111600,11,0,2,0,29,13,13,11,2,0,0,0,11,14,0,45,23,14,4,17,0,5,0,167,21,12,9,5,0,0,0,13,14,0,17,6,14,4
111700,0,0,18,0,7,9,69,38,2,5,0,1,5,4,0,96,77,0,16,0,0,37,0,41,15,63,31,5,7,0,2,6,4,0,36,20,0,18
111800,5,3,0,6,4,0,21,46,4,1,0,0,22,12,9,30,19,2,16,7,17,0,14,25,0,20,37,8,2,0,0,26,12,11,11,5,2,18
111900,0,0,0,0,2,3,18,6,8,0,0,1,1,27,0,0,49,2,4,0,0,0,0,14,5,16,5,17,0,0,2,2,28,0,0,13,2,4
112100,11,2,0,0,22,4,18,6,4,0,0,1,7,0,0,0,27,0,10,17,14,0,0,131,7,16,5,8,0,0,2,9,0,0,0,7,0,10
112200,0,0,4,5,3,0,25,34,0,0,0,0,0,0,0,40,60,0,2,0,0,8,11,21,0,23,28,0,0,0,0,0,0,0,15,16,0,2
112300,3,3,1,0,6,0,4,0,2,0,0,3,9,6,0,0,0,0,2,5,21,2,0,35,0,4,0,5,0,0,4,11,6,0,0,0,0,2
112400,0,0,20,0,16,13,95,34,73,3,2,5,11,0,9,234,110,2,26,0,0,42,0,95,21,86,28,151,4,2,6,13,0,11,87,29,2,29
112500,13,0,13,0,39,7,2,13,4,0,0,1,15,2,0,30,3,24,13,21,0,28,0,226,13,2,11,8,0,0,2,19,2,0,11,0,24,14
112600,16,0,68,23,13,0,13,4,0,0,0,1,1,24,0,3,13,6,10,25,0,141,53,77,0,12,3,0,0,0,2,2,24,0,1,3,6,10
112700,1,0,4,0,14,1,10,26,22,0,8,3,11,0,0,112,177,0,12,2,0,8,0,83,2,10,22,47,0,8,4,13,0,0,41,47,0,13
112800,5,0,1,2,11,0,0,2,2,0,0,0,7,0,0,0,6,0,4,7,0,2,5,65,0,0,1,5,0,0,0,9,0,0,0,1,0,4
112900,0,0,0,0,6,0,4,2,1,0,2,3,37,17,0,234,177,2,16,0,0,0,0,35,0,4,1,2,0,2,4,46,17,0,87,47,2,18
113000,0,0,5,0,22,3,263,253,0,53,55,22,132,24,218,45,210,4,56,0,0,11,0,131,5,240,208,0,73,50,26,161,24,244,17,55,4,62
113100,0,0,0,6,16,1,18,50,25,0,4,19,37,6,0,9,49,4,20,0,0,0,14,95,2,16,41,51,0,4,22,46,6,0,3,13,4,21
113200,10,0,0,0,19,3,0,0,5,0,0,0,18,6,0,0,0,6,6,15,0,0,0,113,5,0,0,11,0,0,0,23,6,0,0,0,6,6
113300,0,0,0,0,9,31,234,53,1,0,18,11,7,4,0,71,77,0,14,0,0,0,0,53,52,214,44,2,0,16,13,9,4,0,26,20,0,15
113400,6,0,5,7,24,9,6,61,59,0,2,7,28,6,1,153,44,0,26,10,0,11,17,143,15,6,50,122,0,2,8,34,6,2,57,11,0,29
113500,11,0,15,25,17,13,8,6,15,0,4,0,13,4,7,6,6,0,23,17,0,33,58,101,21,8,5,33,0,4,0,16,4,8,2,1,0,25
113600,3,0,4,0,14,3,21,30,0,0,0,1,25,0,3,183,0,17,20,5,0,8,0,83,5,20,25,0,0,0,2,30,0,4,68,0,17,21
113900,1,0,2,0,8,4,6,16,1,0,0,5,13,69,1,61,299,0,4,2,0,5,0,47,7,6,13,2,0,0,6,16,70,2,22,79,0,4
114000,0,0,1,0,22,9,25,38,0,1,13,3,28,4,0,122,188,14,16,0,0,2,0,131,15,23,31,0,2,12,4,34,4,0,45,49,14,18
114100,1,0,1,3,37,4,4,0,0,3,0,3,5,13,0,0,3,8,4,2,0,2,8,215,7,4,0,0,4,0,4,6,14,0,0,0,8,4
114200,27,0,1,0,17,4,47,19,4,0,2,5,3,0,0,96,72,4,6,42,0,2,0,101,7,43,15,8,0,2,6,4,0,0,36,19,4,6
114400,0,0,0,0,12,0,2,9,1,1,4,7,28,8,0,12,19,12,16,0,0,0,0,71,0,2,7,2,2,4,8,34,8,0,4,5,12,18
114500,0,0,2,0,6,0,0,16,0,0,0,0,3,6,0,25,3,21,0,0,0,5,0,35,0,0,13,0,0,0,0,4,6,0,9,0,20,0
114600,0,0,5,0,8,1,117,26,1,0,4,0,5,59,0,71,49,6,20,0,0,11,0,47,2,107,22,2,0,4,0,6,59,0,26,13,6,21
114700,19,0,13,0,14,21,4,13,13,0,0,5,15,6,1,12,0,0,6,29,0,28,0,83,34,4,11,28,0,0,6,19,6,2,4,0,0,6
114800,25,0,2,0,10,0,29,0,0,0,0,11,7,4,0,3,6,17,0,38,0,5,0,59,0,26,0,0,0,0,13,9,4,0,1,1,17,0
114900,0,0,31,0,29,45,278,130,9,17,6,32,28,17,3,51,55,21,80,0,0,66,0,167,74,254,107,19,24,6,37,34,17,4,19,14,20,87
115000,0,0,73,10,122,47,212,100,2,8,15,22,177,38,16,122,49,24,53,0,0,151,24,704,78,194,82,5,12,14,26,215,38,18,45,13,24,58
115100,0,0,6,1,27,0,0,11,2,0,0,0,12,83,0,183,27,64,4,0,0,14,2,155,0,0,9,5,0,0,0,15,84,0,68,7,61,4
115200,0,0,2,0,15,7,2,6,1,0,0,0,15,4,1,0,38,4,14,0,0,5,0,89,13,2,5,2,0,0,0,19,4,2,0,10,4,15
115300,0,0,6,0,0,3,4,2,1,0,2,0,3,0,0,0,0,0,4,0,0,14,0,3,5,4,1,2,0,2,0,4,0,0,0,0,0,4
115400,0,0,0,0,18,1,10,0,1,3,0,5,15,2,0,0,9,0,0,0,0,0,0,107,2,10,0,2,4,0,6,19,2,0,0,2,0,0
115500,5,0,22,0,20,11,10,26,0,0,6,5,60,17,0,45,23,0,6,7,0,47,0,119,18,10,22,0,0,6,6,73,17,0,17,6,0,6
115600,0,0,0,3,16,3,36,0,4,0,6,9,25,14,0,25,0,0,6,0,0,0,8,95,5,33,0,8,0,6,11,30,14,0,9,0,0,6
115700,0,0,2,0,11,9,6,19,2,0,8,0,25,2,1,122,27,6,8,0,0,5,0,65,15,6,15,5,0,8,0,30,2,2,45,7,6,8
115800,1,0,8,0,20,0,32,107,8,3,2,13,15,17,0,112,55,2,6,2,0,17,0,119,0,30,88,17,4,2,15,19,17,0,41,14,2,6
115900,6,0,45,0,35,6,10,92,9,0,0,3,22,2,0,71,13,0,6,10,0,94,0,203,10,10,75,18,0,0,4,26,2,0,26,3,0,6
116000,0,0,0,2,5,0,0,16,0,0,0,1,0,0,1,0,13,2,0,0,0,0,5,29,0,0,13,0,0,0,2,0,0,2,0,3,2,0
116100,89,0,68,2,29,74,43,57,18,0,0,7,12,17,19,66,232,24,30,135,0,141,5,167,122,40,47,37,0,0,8,15,17,22,24,61,24,32
116200,3,0,27,0,3,3,13,42,13,0,0,11,13,2,0,0,0,17,2,5,0,56,0,21,5,12,34,28,0,0,13,16,2,0,0,0,17,2
116300,13,0,6,0,17,1,2,0,0,0,0,0,22,8,0,35,3,0,0,21,0,14,0,101,2,2,0,0,0,0,0,26,8,0,13,0,0,0
116400,5,0,13,0,20,1,10,23,2,0,4,3,13,8,0,30,66,0,2,7,0,28,0,119,2,10,18,5,0,4,4,16,8,0,11,17,0,2
116500,0,0,1,0,16,0,73,19,0,1,2,7,18,20,0,214,0,0,6,0,0,2,0,95,0,66,15,0,2,2,8,23,21,0,80,0,0,6
116600,0,0,15,0,14,9,10,16,4,3,4,3,25,0,297,9,9,8,0,0,0,33,0,83,15,10,13,8,4,4,4,30,0,333,3,2,8,0
116700,0,0,8,0,37,11,36,100,1,3,4,39,18,24,1,66,19,8,4,0,0,17,0,215,18,33,82,2,4,4,44,23,24,2,24,5,8,4
116800,1,0,5,0,27,1,15,15,4,1,4,3,25,10,0,30,77,6,33,2,0,11,0,155,2,14,12,8,2,4,4,30,10,0,11,20,6,36
116900,0,0,50,0,18,4,32,138,1,0,8,11,25,10,0,30,121,6,16,0,0,103,0,107,7,30,113,2,0,8,13,30,10,0,11,32,6,18
117000,72,0,54,6,97,13,47,42,15,5,0,22,12,76,794,112,33,6,36,109,0,113,14,561,21,43,34,33,7,0,26,15,77,888,41,8,6,40
117100,1,0,1,0,5,0,2,2,0,0,0,0,1,4,0,9,3,6,8,2,0,2,0,29,0,2,1,0,0,0,0,2,4,0,3,0,6,8
117200,0,1,11,0,56,7,25,69,9,1,0,7,15,17,0,51,44,4,26,0,10,23,0,322,13,23,56,19,2,0,8,19,17,0,19,11,4,29
117300,0,0,155,1,33,233,2199,592,2,70,1287,58,303,52,119,1072,809,207,80,0,0,321,2,191,383,2007,487,5,97,1166,67,369,52,133,400,214,199,87
117400,0,0,13,2,11,153,18,23,1,0,0,11,47,10,0,520,266,21,6,0,3,28,5,65,252,16,18,2,0,0,13,57,10,0,194,70,20,6
117500,0,0,1,0,10,4,10,0,1,3,2,3,9,6,0,66,13,0,0,0,0,2,0,59,7,10,0,2,4,2,4,11,6,0,24,3,0,0
117600,0,0,6,1,27,3,10,26,1,5,0,0,18,2,0,66,38,2,127,0,0,14,2,155,5,10,22,2,7,0,0,23,2,0,24,10,2,139
117700,0,0,15,0,19,0,43,30,0,0,0,1,15,8,0,193,49,0,13,0,0,33,0,113,0,40,25,0,0,0,2,19,8,0,72,13,0,14
117800,0,0,1,0,17,1,2,42,1,0,4,1,11,4,0,6,0,0,4,0,0,2,0,101,2,2,34,2,0,4,2,13,4,0,2,0,0,4
117900,0,0,2,0,29,1,29,11,1,0,0,1,31,12,16,102,13,0,8,0,0,5,0,167,2,26,9,2,0,0,2,38,12,18,38,3,0,8
118000,13,0,9,0,11,1,2,4,18,0,0,0,5,4,0,56,13,0,8,21,0,19,0,65,2,2,3,37,0,0,0,6,4,0,20,3,0,8
118100,0,0,11,2,14,3,95,61,0,0,4,9,56,10,1,142,88,4,23,0,0,23,5,83,5,86,50,0,0,4,11,69,10,2,53,23,4,25
118200,0,0,27,0,10,6,18,4,6,0,2,1,25,4,0,25,13,2,2,0,0,56,0,59,10,16,3,14,0,2,2,30,4,0,9,3,2,2
118300,0,0,15,0,33,13,249,269,2,8,22,26,53,12,43,66,254,24,120,0,0,33,0,191,21,227,221,5,12,20,29,65,12,48,24,67,24,131
118400,0,0,22,0,29,13,43,107,1,0,8,19,88,12,5,0,66,8,26,0,0,47,0,167,21,40,88,2,0,8,22,107,12,6,0,17,8,29
118500,1,0,6,0,47,11,73,100,8,0,4,35,50,6,0,112,38,2,16,2,0,14,0,274,18,66,82,17,0,4,41,61,6,0,41,10,2,18
118600,30,0,1690,64,810,3024,1099,500,278,194,323,202,1928,1291,357,939,1108,307,435,46,0,3497,145,4659,4968,1003,411,576,268,293,231,2348,1302,399,350,294,295,475
118700,0,0,5,0,8,6,36,42,1,0,0,1,15,27,26,18,9,8,8,0,0,11,0,47,10,33,34,2,0,0,2,19,28,29,6,2,8,8
118900,0,0,15,5,15,7,36,23,2,3,0,13,31,8,0,91,13,0,12,0,0,33,11,89,13,33,18,5,4,0,15,38,8,0,34,3,0,13
